alpha,F,F_sc,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
0.0,-0.039296565699739,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.002004008016032,-0.0392176856897971,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0040080160320641,-0.0391388056798552,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0060120240480961,-0.0390599256699132,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0080160320641282,-0.0389810456599713,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0100200400801603,-0.0389021656500294,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0120240480961923,-0.0388232856400874,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0140280561122244,-0.0387444056301455,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0160320641282565,-0.0386655256202036,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0180360721442885,-0.0385866456102617,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0200400801603206,-0.0385077656003197,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0220440881763527,-0.0384288855903778,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
0.0240480961923847,-0.0383500055804359,6.45592612819346e-05,0.039296565699739,-0.0196483456083313,0.0107863192436497,0.0088619008477579,-0.159998604664091,6.396819956457347e-05,5.910617173611292e-07
