slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.19331933193319334,-1.836456048920354e-05,1.9533936621685122e-05,-5.580104516456075e-06,0.9331926623944471,-4.347860162734474e-05,7.781136797038093e-08,3.345257424941717e-10,7.747684222788676e-08,-0.3466386638663867
-0.1932993299329933,-1.8469898577677668e-05,1.9562483533130948e-05,-5.554509113991912e-06,0.9314914147245625,-4.358689122480053e-05,7.783741793421314e-08,3.350292871254162e-10,7.750238864708773e-08,-0.34659865986598665
-0.1932793279327933,-1.846577234232427e-05,1.9575960681084137e-05,-5.501376851402284e-06,0.929096158845052,-4.354310987481069e-05,7.76769288925823e-08,3.349739276486905e-10,7.73419549649336e-08,-0.3465586558655866
-0.19325932593259326,-1.8581984477350488e-05,1.962759441404005e-05,-5.474476582500998e-06,0.9271192956924561,-4.3684055473891537e-05,7.772410965569519e-08,3.357182241376058e-10,7.738839143155759e-08,-0.34651865186518654
-0.19323932393239324,-1.8641898080318242e-05,1.9695212598480616e-05,-5.43927495044727e-06,0.9248263882767699,-4.377638562924613e-05,7.781078832124159e-08,3.366880835834621e-10,7.747410023765814e-08,-0.3464786478647865
-0.19321932193219324,-1.8718780637527743e-05,1.9730607145052037e-05,-5.40021102213295e-06,0.9226251337777525,-4.384959880471273e-05,7.77689715575232e-08,3.3709119706333573e-10,7.743188036045986e-08,-0.3464386438643865
-0.1931993199319932,-1.8777292609684082e-05,1.9756618130473136e-05,-5.3663353323241125e-06,0.9207919936437635,-4.390024607248133e-05,7.773568798050103e-08,3.3743676589592184e-10,7.739825121460511e-08,-0.34639863986398645
-0.1931793179317932,-1.88932521894003e-05,1.9808638988538796e-05,-5.354923348521723e-06,0.91953684470248,-4.405681452646082e-05,7.788500274237507e-08,3.384258946356263e-10,7.754657684773945e-08,-0.3463586358635864
-0.19315931593159316,-1.895334507651114e-05,1.9846305932658126e-05,-5.292394390732369e-06,0.9164091801101991,-4.4092045399901636e-05,7.772514935786554e-08,3.385717326288121e-10,7.738657762523674e-08,-0.34631863186318634
-0.19313931393139316,-1.900317104741589e-05,1.9890447123471766e-05,-5.2685027369658854e-06,0.9148908315558465,-4.416212090785354e-05,7.780341595254759e-08,3.393300501706091e-10,7.746408590237697e-08,-0.34627862786278635
-0.19311931193119314,-1.9079154156997902e-05,1.991091421404967e-05,-5.23414068642758e-06,0.9130869995955829,-4.422420905747515e-05,7.773678322537547e-08,3.39552155405349e-10,7.739723106997012e-08,-0.3462386238623863
-0.1930993099309931,-1.911586544167676e-05,1.995918174990674e-05,-5.1882971641159514e-06,0.9106603220855337,-4.426334435569945e-05,7.771561298527463e-08,3.4011142260392145e-10,7.73755015626707e-08,-0.34619861986198625
-0.1930793079307931,-1.9249279262112395e-05,2.0008383692871057e-05,-5.167614096857065e-06,0.9090745220441934,-4.442527705184052e-05,7.782043706401403e-08,3.409759669215671e-10,7.747946109709246e-08,-0.3461586158615862
-0.19305930593059306,-1.9338849298833338e-05,2.0072957109928957e-05,-5.134340234969059e-06,0.906943706728366,-4.4546146643731355e-05,7.785017886683443e-08,3.417897480072049e-10,7.750838911882722e-08,-0.34611861186118614
-0.19303930393039306,-1.9394531037164597e-05,2.010629428261801e-05,-5.0928403705352565e-06,0.9048247119803927,-4.459366569031786e-05,7.780150752537761e-08,3.421615284089062e-10,7.74593459969687e-08,-0.34607860786078615
-0.19301930193019304,-1.9402122987344228e-05,2.012368285275734e-05,-5.044360284589544e-06,0.9026560195647662,-4.457016612469111e-05,7.768095986745035e-08,3.422311322113888e-10,7.733872873523897e-08,-0.3460386038603861
-0.192999299929993,-1.9551112231397383e-05,2.0189431722883455e-05,-5.0447741166692595e-06,0.9018357126713942,-4.47853180709501e-05,7.793969601702367e-08,3.4359995592873605e-10,7.759609606109493e-08,-0.34599859985998604
