slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,dG
0.1,-0.2,1933789.7544291755,1.8036358038266531,1993597.6291959807,4.5405101900541917e-10,2.6182338075386724e-07,-2.39e-07,0.3244350113278629,0.20000000000000012
0.1,-0.183333333,0.1150278296804453,0.1937155189799933,0.1125941898052016,-4.440726509,2.828643093,1.612083354899564,0.05,0.15233046636371225
0.1,-0.1625,0.028894772,0.089215985,0.027029167,-18.49853498,10.416251796329906,8.082283203,0.1227219514940434,0.10819475681632239
0.1,-0.1875,0.1762784736684469,0.193170562,0.1757560379579179,-2.844852468,1.8110109405380503,1.033841545865311,0.05,0.16427160823167303
0.1,-0.191666667,0.3050018290908457,0.1944356517051612,0.3084214015873102,-1.62115859,1.033467134981386,0.5876914256207897,0.05000204,0.17614433436242574
0.1,-0.1,0.018852181,0.3514570632341052,0.008565432,-58.37416889,43.69409701927481,14.680071823364017,0.3160366465945231,-0.1328052399531763
0.1,-0.158333333,0.024207405,0.0887147,0.022212334,-22.51001654,12.667078876152171,9.842937712,0.1351698709075699,0.09808739439393799
0.1,-0.104166667,0.018502261,0.3346158184469194,0.008725553,-57.30295877,42.209881729392805,15.093077086676487,0.3047456455641766,-0.11479867503435752
0.1,-0.108333333,0.018086996,0.3144083233599837,0.008922419,-56.0386137,40.47782587367287,15.56078781727156,0.292884498,-0.09618829993966226
0.1,-0.1125,0.017617559,0.2910056560867294,0.009162257,-54.57170428,38.515184833041005,16.05651942300475,0.2805217706950509,-0.0770445952367516
0.1,-0.154166667,0.020958169,0.091088472,0.01878919,-26.61104543,15.01952092468613,11.591524566445209,0.1485824312596602,0.08741169483482447
0.1,-0.116666667,0.017118372,0.2652129551475581,0.009445344,-52.93613674,36.395387435362295,16.540749305953398,0.2667505185224226,-0.057587702286314685
0.1,-0.120833333,0.016628665,0.2374263538540821,0.009799871,-51.02107982,34.07625391452548,16.944825857622487,0.2547542126444705,-0.03793351913872975
0.1,-0.125,0.01619953,0.2097973530685918,0.010211968,-48.96215658,31.744571662325264,17.217584898301737,0.2408313049085568,-0.018643169540373487
0.1,-0.129166667,0.015890666,0.1829016261586206,0.010725379,-46.61839915,29.33840283188362,17.279996320889484,0.2284525020608415,0.0001067748558615661
0.1,-0.15,0.018737725,0.097216323,0.016310551,-30.65500291,17.434797533468622,13.220205415213435,0.1617010471409704,0.07582654969084288
0.1,-0.195833333,0.7038131861271263,0.1972495428712248,0.7194801029288552,-0.694946242,0.4444017918942506,0.250544468,0.050001875,0.18803149202495584
