slopeL,slopeH,F_slip,F_yield,fluxD,fluxHR,fluxLR,D_H1_flux,L1_D_flux,potential_H1
-0.06262626262626264,0.17575757575757572,1.963640302795942,0.010313231077968393,11.652432951411603,36.82897856949965,-48.4814115206714,29.92052001788841,12.705477634312036,0.6512575757575757
-0.0585858585858586,0.17575757575757572,1.9632015210375893,0.010328489135105007,11.592654327304071,36.81713663627572,-48.409790963572355,29.93301492252626,12.646645601930286,0.6512575757575757
-0.054545454545454564,0.17575757575757572,1.9626527038199968,0.010347671794617161,11.517929233055307,36.80211897934149,-48.32004821201802,29.948818059067715,12.57316184341884,0.6512575757575757
-0.050505050505050525,0.17575757575757572,1.9619655547608146,0.010371821899016781,11.42446485705626,36.78307330439442,-48.207538161330866,29.96879561432381,12.481320758265545,0.6512575757575757
-0.046464646464646486,0.17575757575757572,1.961105397865755,0.010402233948838257,11.307648824647242,36.758949413627306,-48.06659823839978,29.993999325119585,12.366617970507244,0.6512575757575757
-0.04242424242424245,0.17575757575757572,1.960030508707211,0.010440491970717985,11.161987599016532,36.72847593497807,-47.890463533873316,30.025674748164388,12.223690793080912,0.6512575757575757
-0.03838383838383841,0.17575757575757572,1.9586918943052438,0.010488490551488896,10.981126377548504,36.69017556488577,-47.67130194235873,30.065269682470575,12.046339338872073,0.6512575757575757
-0.03434343434343434,0.17575757575757572,1.957033886963749,0.010548439841210183,10.757987816632955,36.642386790989995,-47.40037460774858,30.11439478622078,11.827663165184685,0.6512575757575757
-0.030303030303030304,0.17575757575757572,1.9549960177630086,0.010622838017882708,10.485091279681857,36.583309759438265,-47.06840103924905,30.174724570962674,11.560373770902217,0.6512575757575757
-0.026262626262626265,0.17575757575757572,1.9525166736925854,0.01071437649500734,10.155125553148544,36.51114571639015,-46.666271269542115,30.247870896833838,11.237356029633368,0.6512575757575757
-0.022222222222222227,0.17575757575757572,1.9495389354319548,0.01082576414834012,9.76179643133571,36.4243196848948,-46.186116115831084,30.335207942266344,10.85249851603909,0.6512575757575757
-0.018181818181818188,0.17575757575757572,1.9460186430731774,0.010959500003632848,9.300877175957865,36.32164208471699,-45.62251926010808,30.437542200657237,10.401716983040496,0.6512575757575757
-0.01414141414141415,0.17575757575757572,1.9419340825001163,0.011117516789754483,8.771408938111188,36.20266301113189,-44.974071949362525,30.55489282773148,9.884129013656587,0.6512575757575757
-0.01010101010101011,0.17575757575757572,1.9372957873248444,0.011300811610699785,8.176731741307421,36.06787804657554,-44.24460978756632,30.68620199016695,9.303057128008467,0.6512575757575757
-0.006060606060606072,0.17575757575757572,1.9321540824398107,0.011509076383478492,7.525084233599269,35.91888844835595,-43.443972682237494,30.829194347293427,8.666610921884732,0.6512575757575757
-0.002020202020202033,0.17575757575757572,1.9266016359253313,0.011740435015119755,6.8294723298171585,35.75838743491683,-42.58785976458193,30.980403163401448,7.987553631107667,0.6512575757575757
0.0020202020202020055,0.17575757575757572,1.9207689248582192,0.011991381781580348,6.106680772713643,35.589931770066684,-41.69661254292866,31.13538591115022,7.282330827543915,0.6512575757575757
0.006060606060606044,0.17575757575757572,1.914812289085254,0.012256961451314986,5.375564735063956,35.41757979652102,-40.793144531330796,31.28914806199555,6.56939856501489,0.6512575757575757
0.010101010101010083,0.17575757575757572,1.9088966140161967,0.012531225930797502,4.654967142303465,35.24535887219465,-39.900326014473706,31.436583945535734,5.867185360007441,0.6512575757575757
0.014141414141414121,0.17575757575757572,1.9031765832231664,0.012807836071956744,3.961768444226199,35.07683239280758,-39.03860083714589,31.572960048782733,5.1921893887214425,0.6512575757575757
0.01818181818181816,0.17575757575757572,1.8977808851008282,0.013080727705775473,3.3094516048745835,34.91472148766992,-38.22417309223806,31.69421993591714,4.557579319365844,0.6512575757575757
0.0222222222222222,0.17575757575757572,1.8928025267694528,0.013344692835296598,2.707396566290464,34.76068203021343,-37.46807859663949,31.797104719630706,3.972509104823179,0.6512575757575757
0.026262626262626265,0.17575757575757572,1.8882962043700147,0.013595769517483688,2.160879375436991,34.61526627467218,-36.776145650065835,31.879124637154117,3.442122808862692,0.6512575757575757
0.030303030303030304,0.17575757575757572,1.8842816055045297,0.013831429108842577,1.6715826608921154,34.47797181155501,-36.14955447217304,31.938375323051684,2.968057814539389,0.6512575757575757
0.03434343434343434,0.17575757575757572,1.8807503661779148,0.01405057000062187,1.238379546179909,34.347365372160695,-35.58574491842336,31.973295101941147,2.549215334686261,0.6512575757575757
0.03838383838383838,0.17575757575757572,1.877674305033875,0.01425339838213328,0.858175589789985,34.22117788059968,-35.0793534702306,31.98236409839177,2.1825857923064667,0.6512575757575757
0.04242424242424242,0.17575757575757572,1.875013153341948,0.014441233952219594,0.5266704758441978,34.096409633167674,-34.62308010891754,31.9638466791911,1.86399713450516,0.6512575757575757
0.04646464646464646,0.17575757575757572,1.872720807508712,0.014616347988697502,0.23896615550808287,33.96930532135404,-34.20827147718344,31.915479705737102,1.5887100903816216,0.6512575757575757
0.0505050505050505,0.17575757575757572,1.8704341882011508,0.014777440089059964,-0.009989023507605,33.83535964166966,-33.82537061862617,31.83426553651228,1.3518570589328984,0.6512575757575757
0.05454545454545451,0.17575757575757572,1.8619022112069936,0.014841580083313767,-0.22510710474527973,33.689135334151864,-33.46402822948603,31.716160191461988,1.1487289857655878,0.6512575757575757
0.058585858585858575,0.17575757575757572,1.8544550904559984,0.014914636898422658,-0.4109848783119867,33.524114827915525,-33.113129949685735,31.555853415242026,0.9749514625395203,0.6512575757575757
