slopeH,NADPH_flux,NAD_flux,Fd_flux,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,FeS_H1_pot,S_FAD_mid_pot
-0.013301330133013295,2.008446713119838e-05,8.931891670727055e-09,-1.8554070763787678e-05,-3.8647469786656785e-05,6.842008728553201e-08,5.724969612186994e-10,6.78475903243133e-08,0.026698669866986706,0.013397339733973411
-0.013281328132813297,2.183794539689643e-05,1.10588871393702e-08,-2.3393002101856908e-05,-4.524200638589271e-05,8.487724091344663e-08,7.095116282115567e-10,8.416772928523508e-08,0.026718671867186704,0.013437343734373407
-0.013261326132613271,2.1081861000027402e-05,8.82918982370029e-09,-1.8291872128539666e-05,-3.938256231839077e-05,6.789808340947101e-08,5.670286542221711e-10,6.733105475524885e-08,0.02673867386738673,0.013477347734773458
-0.013241324132413246,2.173517125925173e-05,1.0910838454947225e-08,-2.315903701122224e-05,-4.4905119108928915e-05,8.406770096771937e-08,7.013830866284863e-10,8.336631788109089e-08,0.026758675867586755,0.01351735173517351
-0.01322132213221322,2.2644486790568408e-05,1.002896965474065e-08,-2.1023737388103925e-05,-4.367825314832707e-05,7.742503402569241e-08,6.453371403719983e-10,7.677969688532041e-08,0.02677867786778678,0.01355735573557356
-0.013201320132013195,2.2723808896785158e-05,9.736240258462203e-09,-2.046122195076272e-05,-4.319476708780634e-05,7.531177262149641e-08,6.271150458544709e-10,7.468465757564193e-08,0.026798679867986806,0.013597359735973612
-0.013181318131813197,2.232904685683934e-05,1.0821864293575345e-08,-2.3024893438305938e-05,-4.5364762159438854e-05,8.387066138019144e-08,6.977072498116324e-10,8.31729541303798e-08,0.026818681868186804,0.013637363736373607
-0.013161316131613171,2.0788689930384407e-05,8.87533246896055e-09,-1.8627625858025354e-05,-3.942519112087872e-05,6.891883661755097e-08,5.727703626204387e-10,6.834606625493052e-08,0.02683868386838683,0.013677367736773659
-0.013141314131413145,2.089327311693978e-05,1.0403624628452235e-08,-2.2335580090349083e-05,-4.3239256831917317e-05,8.094426172197133e-08,6.720590293079626e-10,8.027220269266337e-08,0.026858685868586855,0.01371737173717371
-0.01312131213121312,2.1340118223633908e-05,8.8302272160945e-09,-1.858142002841845e-05,-3.993036847926845e-05,6.883623205691248e-08,5.709758631799422e-10,6.826525619373254e-08,0.02687868786878688,0.013757375737573761
-0.013101310131013094,2.0589862394615466e-05,9.010591384139843e-09,-1.913643474704685e-05,-3.9735307733046454e-05,7.03783786780698e-08,5.83201531174461e-10,6.979517714689534e-08,0.026898689868986907,0.013797379737973813
-0.013081308130813096,2.0887628721766305e-05,1.0338638389839616e-08,-2.228089235689623e-05,-4.3178859717052376e-05,8.090877312964638e-08,6.698132508123619e-10,8.023895987883402e-08,0.026918691869186905,0.013837383738373808
-0.01306130613061307,2.0680719082122323e-05,8.733536560612265e-09,-1.8592509543058355e-05,-3.928196216174129e-05,6.848097284502985e-08,5.66379417320022e-10,6.791459342770983e-08,0.02693869386938693,0.01387738773877386
-0.013041304130413045,2.224767051473009e-05,9.406278422829928e-09,-2.0012571314342864e-05,-4.226964810749578e-05,7.390010489385247e-08,6.106069428935337e-10,7.328949795095893e-08,0.026958695869586956,0.01391739173917391
-0.01302130213021302,2.074988377387399e-05,8.237194037974405e-09,-1.756451328405184e-05,-3.8322634251963805e-05,6.484082704633524e-08,5.352346500937347e-10,6.43055923962415e-08,0.02697869786978698,0.013957395739573962
-0.013001300130012994,2.489969040198048e-05,1.0805280226122704e-08,-2.315308810518779e-05,-4.806358378739439e-05,8.522048721395172e-08,7.027786237941509e-10,8.451770859015757e-08,0.026998699869987007,0.013997399739974013
-0.012981298129812996,2.1455533527614534e-05,1.0539849881752161e-08,-2.298129206201871e-05,-4.4447365439514996e-05,8.32887763126749e-08,6.861832686179187e-10,8.260259304405698e-08,0.027018701870187005,0.014037403740374009
-0.01296129612961297,2.1027052966360316e-05,1.0285148732691596e-08,-2.2092228395553803e-05,-4.312956651064681e-05,8.143450171380286e-08,6.702565478590164e-10,8.076424516594385e-08,0.02703870387038703,0.01407740774077406
-0.012941294129412945,2.204498376556785e-05,9.218666718879831e-09,-1.986134666775996e-05,-4.191554910004669e-05,7.313334898018257e-08,6.01350023391119e-10,7.253199895679145e-08,0.027058705870587056,0.014117411741174112
-0.012921292129212919,2.280728338632798e-05,1.1146539691253565e-08,-2.4455557171565445e-05,-4.727398709758468e-05,8.859751615700509e-08,7.277999699011469e-10,8.786971618710395e-08,0.027078707870787082,0.014157415741574163
-0.012901290129012893,2.1927270566379775e-05,9.393545497005107e-09,-2.0314865792903092e-05,-4.225152990477987e-05,7.48103850681966e-08,6.139485569882287e-10,7.419643651120837e-08,0.027098709870987107,0.014197419741974214
-0.012881288128812896,2.119195841032706e-05,9.078647167370946e-09,-1.9703621448652342e-05,-4.0904658506146774e-05,7.244319903674736e-08,5.939459236221499e-10,7.184925311312521e-08,0.027118711871187105,0.01423742374237421
-0.01286128612861287,2.2138150612249774e-05,9.47611056290043e-09,-2.0592771548422206e-05,-4.274039827123488e-05,7.576269561429832e-08,6.205597353428347e-10,7.514213587895549e-08,0.02713871387138713,0.014277427742774261
