slopeH,NADPH_flux,NAD_flux,Fd_flux,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,FeS_H1_pot,S_FAD_mid_pot
-0.15323532353235325,-0.008895334593901794,0.004646703123071916,0.004248596504836444,-0.017790634221810153,8.997982477114208e-06,8.63043825543319e-06,3.6754422168101754e-07,-0.11323532353235324,-0.2664706470647065
-0.15321532153215323,-0.008885724257140737,0.004641619848214873,0.004244049335112798,-0.017771393440468408,8.984667482697816e-06,8.617429844299864e-06,3.6723763839795133e-07,-0.11321532153215322,-0.26643064306430647
-0.1531953195319532,-0.008870775345926063,0.004633855674470055,0.004236957715696654,-0.017741588736092773,8.9659779736417e-06,8.599267123906028e-06,3.667108497356719e-07,-0.11319531953195319,-0.2663906390639064
-0.15317531753175317,-0.008865811395679657,0.004631106473155455,0.004234624754600791,-0.017731542623435903,8.957371682614983e-06,8.590775649304369e-06,3.665960333106141e-07,-0.11317531753175317,-0.26635063506350637
-0.15315531553155315,-0.008854329743968492,0.004625134032849587,0.004229178479263851,-0.01770864225608193,8.94219170515236e-06,8.57597989866894e-06,3.6621180648342016e-07,-0.11315531553155314,-0.2663106310631063
-0.15313531353135315,-0.008849176919042634,0.004622415800483282,0.004226749669686614,-0.01769834238921253,8.933401250556851e-06,8.567312305438529e-06,3.6608894511832267e-07,-0.11313531353135314,-0.2662706270627063
-0.15311531153115313,-0.008833945873561788,0.004614496380355604,0.004219522539487874,-0.017667964793405266,8.914477491399762e-06,8.548927061098217e-06,3.655504303015449e-07,-0.11311531153115312,-0.26623062306230627
-0.1530953095309531,-0.008828076173145405,0.004611360066249404,0.0042167574752676185,-0.017656193714662427,8.904995075193434e-06,8.539596572277329e-06,3.653985029161049e-07,-0.11309530953095309,-0.2661906190619062
-0.1530753075307531,-0.008820876975804026,0.0046074870904107,0.004213352823441818,-0.017641716889656545,8.89416902575621e-06,8.528977787062547e-06,3.651912386936642e-07,-0.1130753075307531,-0.2661506150615062
-0.15305530553055308,-0.00880254231871902,0.00459797710036014,0.004204644103525279,-0.01760516352260444,8.872157617475303e-06,8.50763347336946e-06,3.645241441058427e-07,-0.11305530553055307,-0.2661106110611062
-0.15303530353035305,-0.008794510346803008,0.004593697528363805,0.004200846053288743,-0.017589053928455556,8.86052574845292e-06,8.496242870543768e-06,3.6428287790915147e-07,-0.11303530353035304,-0.2660706070607061
-0.15301530153015303,-0.008791668800341768,0.004592111114263275,0.004199522154168189,-0.017583302068773232,8.854121927012274e-06,8.489865559437768e-06,3.642563675745067e-07,-0.11301530153015302,-0.26603060306030607
-0.152995299529953,-0.008778896379070034,0.004585421638765297,0.004193464947807701,-0.017557782965643032,8.83774379907262e-06,8.473924572785257e-06,3.638192262873626e-07,-0.11299529952995299,-0.265990599059906
-0.15297529752975297,-0.008771196020390448,0.004581302261243536,0.004189822581321279,-0.017542320862955263,8.826470000416236e-06,8.462878283863422e-06,3.6359171655281374e-07,-0.11297529752975297,-0.26595059505950597
-0.15295529552955295,-0.008760559064043605,0.004575689005278605,0.0041847794965343965,-0.017521027565856606,8.812251254863155e-06,8.449008757887534e-06,3.632424969756212e-07,-0.11295529552955294,-0.2659105910591059
-0.15293529352935295,-0.008749943068380617,0.004570158970466309,0.004179749458349313,-0.01749985149719624,8.79807402127223e-06,8.43517942978003e-06,3.628945914922006e-07,-0.11293529352935294,-0.2658705870587059
-0.15291529152915292,-0.008737810707117433,0.004563797248792412,0.0041739995699059396,-0.017475607525815784,8.78239155758615e-06,8.419907549074136e-06,3.6248400851201525e-07,-0.11291529152915292,-0.26583058305830587
-0.1528952895289529,-0.00875212568305983,0.004571291941829259,0.004180856668851041,-0.01750427429374013,8.793251199990154e-06,8.430082021792367e-06,3.6316917819778725e-07,-0.11289528952895289,-0.2657905790579058
-0.1528752875287529,-0.008744569569785199,0.004567334096975628,0.004177291373508085,-0.017489195040268912,8.782177127252027e-06,8.419228459360679e-06,3.62948667891348e-07,-0.1128752875287529,-0.2657505750575058
-0.15285528552855288,-0.008739965747054157,0.004564746518241236,0.004175125273894853,-0.017479837539190246,8.774059294928348e-06,8.411209142893037e-06,3.628501520353119e-07,-0.11285528552855287,-0.26571057105710577
-0.15283528352835285,-0.00872954969658224,0.004559390604526925,0.004170184623030426,-0.01745912492413959,8.76011284381542e-06,8.397602578329949e-06,3.6251026548547163e-07,-0.11283528352835284,-0.2656705670567057
-0.15281528152815282,-0.008717038941924216,0.004552851084412168,0.004164249918351182,-0.017434139944687566,8.744089957423758e-06,8.382006009521572e-06,3.620839479021856e-07,-0.11281528152815282,-0.26563056305630567
-0.1527952795279528,-0.00870870521053746,0.004548468775524839,0.004160304347375243,-0.01741747833343754,8.732262121192641e-06,8.370431217870347e-06,3.6183090332229397e-07,-0.11279527952795279,-0.2655905590559056
-0.15277527752775277,-0.008696560382233542,0.004542096736273038,0.004154543842104896,-0.017393200960611477,8.716626370722496e-06,8.35520678564708e-06,3.6141958507541626e-07,-0.11277527752775277,-0.26555055505550557
-0.15275527552755278,-0.008689062255484714,0.004538098461068785,0.004151010451993287,-0.017378171168546785,8.70567969247282e-06,8.344477444521207e-06,3.612022479516138e-07,-0.11275527552755277,-0.26551055105510557
-0.15273527352735275,-0.008678733942616645,0.004532689715219362,0.004146110577415207,-0.017357534235251215,8.691880233307798e-06,8.33101402122014e-06,3.6086621208765695e-07,-0.11273527352735274,-0.2654705470547055
-0.15271527152715272,-0.008673396977528114,0.0045297775730404055,0.004143599699657496,-0.017346774250226016,8.683096642847704e-06,8.322358565654859e-06,3.607380771928454e-07,-0.11271527152715272,-0.26543054305430547
-0.1526952695269527,-0.008656329799151763,0.004520907181827738,0.004135486009900102,-0.017312722990879603,8.66257906469218e-06,8.30245712245977e-06,3.6012194223241094e-07,-0.11269526952695269,-0.2653905390539054
-0.1526752675267527,-0.008646114141797057,0.004515513871837129,0.0041306460349355145,-0.0172922740485697,8.64893573752827e-06,8.289144775968064e-06,3.597909615602065e-07,-0.11267526752675269,-0.2653505350535054
-0.15265526552655267,-0.008646708503178502,0.004515640109971741,0.004130955183309748,-0.01729330379645999,8.646089254686587e-06,8.286180266804835e-06,3.599089878817514e-07,-0.11265526552655267,-0.26531053105310537
-0.15263526352635265,-0.008635401958727584,0.004509697037605065,0.004125593115652304,-0.017270692111984953,8.631373579888252e-06,8.271840840957902e-06,3.5953273893035015e-07,-0.11263526352635264,-0.2652705270527053
-0.15261526152615262,-0.008623643241037371,0.004503543790193021,0.004120019099165706,-0.017247206130396098,8.616221942254616e-06,8.257084205264412e-06,3.591377369902037e-07,-0.11261526152615262,-0.26523052305230527
-0.1525952595259526,-0.008617052518431478,0.004500029982438036,0.0041169044551045975,-0.017233986955974112,8.60622772100799e-06,8.247270341975738e-06,3.589573790322516e-07,-0.11259525952595259,-0.2651905190519052
-0.15257525752575257,-0.00859976027405196,0.004491059975322287,0.004108684433698162,-0.01719950468307241,8.585572454945577e-06,8.227240678065113e-06,3.583317768804633e-07,-0.11257525752575256,-0.26515051505150516
-0.15255525552555257,-0.008598206815392473,0.004490142746007564,0.004107971160574042,-0.01719632072197408,8.580618856925028e-06,8.222257706178378e-06,3.5836115074664994e-07,-0.11255525552555257,-0.26511051105110517
-0.15253525352535255,-0.008586553214868786,0.0044840579824523275,0.004102443964949742,-0.017173055162270856,8.565614049884298e-06,8.207643619764534e-06,3.5797043011976315e-07,-0.11253525352535254,-0.2650705070507051
-0.15251525152515252,-0.008575193812404791,0.004478157406026639,0.0040970550340464484,-0.01715040625247788,8.550911777777057e-06,8.19331993167012e-06,3.575918461069371e-07,-0.11251525152515252,-0.26503050305030507
-0.1524952495249525,-0.008571836954388345,0.00447621538171461,0.00409548593118525,-0.017143538267288205,8.54418931173395e-06,8.18664261259155e-06,3.575466991424011e-07,-0.11249524952495249,-0.264990499049905
-0.1524752475247525,-0.008552828595441042,0.0044663760188683455,0.004086450458176127,-0.017105655072485515,8.521893439821353e-06,8.165044132421939e-06,3.568493073994141e-07,-0.11247524752475249,-0.264950495049505
-0.15245524552455247,-0.008543410168314836,0.004461453276746852,0.004081986319421915,-0.017086849764483603,8.509154669651104e-06,8.152603244328633e-06,3.565514253224718e-07,-0.11245524552455247,-0.26491049104910497
-0.15243524352435245,-0.008527660239025181,0.004453250944152387,0.004074497692165835,-0.017055408875343403,8.490125185235899e-06,8.134135728293136e-06,3.5598945694276327e-07,-0.11243524352435244,-0.2648704870487049
-0.15241524152415242,-0.008536379719870979,0.004457677149133588,0.004078686740326187,-0.017072743609330754,8.495439662227052e-06,8.138991569306568e-06,3.5644809292048347e-07,-0.11241524152415241,-0.26483048304830487
-0.1523952395239524,-0.008521371996806693,0.004449868126101819,0.004071560341816216,-0.017042800464724728,8.477180448918625e-06,8.121262929919067e-06,3.559175189995578e-07,-0.11239523952395239,-0.2647904790479048
-0.15237523752375237,-0.008513263393581383,0.004445586214629316,0.00406771723371957,-0.01702656684193027,8.465776668307427e-06,8.110102384237138e-06,3.556742840702895e-07,-0.11237523752375236,-0.26475047504750476
-0.15235523552355237,-0.008501556556737455,0.00443945273002555,0.0040621643761635795,-0.017003173662926585,8.450819685283931e-06,8.095538389486886e-06,3.5528129579704554e-07,-0.11235523552355237,-0.26471047104710477
-0.15233523352335235,-0.008487231146034446,0.004431974286504214,0.004055357820040628,-0.01697456325257929,8.433266947266616e-06,8.078488361669726e-06,3.547785855968907e-07,-0.11233523352335234,-0.2646704670467047
-0.15231523152315232,-0.008484987109213193,0.004430676208414752,0.004054316386302048,-0.016969979703929994,8.42772267580893e-06,8.072941919972464e-06,3.5478075583646467e-07,-0.11231523152315231,-0.26463046304630466
