slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux
-0.15762026202620263,-0.000542527043663199,0.0002616478998120897,0.0002542914554968245,0.035955252536370594,944.7631034590323,3.6353789094713235e-09,9.712761961136701e-08
-0.15761226122612262,-0.0005425178770082084,0.00026163670839451925,0.0002542930129745269,0.03595201957729838,944.7798847417079,3.6347526686965104e-09,9.712330885562159e-08
-0.1576042604260426,-0.0005424671469995701,0.0002614071377138316,0.00025426452524723864,0.036147555370677584,945.0555925051053,3.633694951086599e-09,9.712262148345177e-08
-0.1575962596259626,-0.0005425596470871596,0.00026130225418796726,0.00025430776520907195,0.036286566908012935,945.0280344195942,3.6337336513617944e-09,9.713513111502025e-08
-0.1575882588258826,-0.000542467335009178,0.00026135408775473934,0.0002542757487791203,0.03617900673603546,945.0927824915043,3.6325880988222503e-09,9.711739137275503e-08
-0.15758025802580258,-0.0005425019222968785,0.0002611628494051388,0.00025428578241326605,0.03638321790267624,945.2237593809431,3.6321091938330074e-09,9.712529114414112e-08
-0.15757225722572257,-0.0005424193156358115,0.0002609698016300399,0.0002542494452235644,0.03652469530242662,945.5025898887905,3.6309679063450275e-09,9.712141522518684e-08
-0.15756425642564256,-0.0005424358533900886,0.00026103803151045213,0.0002542669699088229,0.03645194152138639,945.4111519406422,3.630559827728415e-09,9.711630463018843e-08
-0.15755625562556255,-0.0005426288594350126,0.0002609573785292696,0.0002543571153501567,0.036618128575158254,945.2301929655234,3.631216170238872e-09,9.71390904155997e-08
-0.15754825482548257,-0.0005424875428587939,0.00026081454596749154,0.0002542973940566906,0.03668001913452495,945.5375273766568,3.629709605540334e-09,9.712549318849567e-08
-0.15754025402540256,-0.0005425648859898047,0.0002607012332518366,0.0002543289568270879,0.036833495640765296,945.5414672666401,3.6295158850254365e-09,9.713423417277755e-08
-0.15753225322532255,-0.0005424697792193456,0.0002606306731820496,0.0002542917061245653,0.03684632581014858,945.7229202399543,3.628328973009042e-09,9.712374390581082e-08
-0.15752425242524254,-0.000542509732682106,0.0002604844897575731,0.0002543058506947471,0.037016086453034794,945.8052878360663,3.6279014524209954e-09,9.71296354222793e-08
-0.15751625162516253,-0.0005424418097277339,0.00026044796506141665,0.0002542834134806604,0.03700532795759514,945.918806015709,3.6269553045341932e-09,9.712033803379086e-08
-0.15750825082508252,-0.0005425991746079717,0.0002604089969082679,0.0002543589677179714,0.03711626358603843,945.7452978198673,3.6273964724209917e-09,9.713703157191713e-08
-0.1575002500250025,-0.0005425700797871968,0.0002603206510869427,0.00025434178096106486,0.03719606659340894,945.8657284991577,3.626491584408023e-09,9.713153757622364e-08
-0.1574922492249225,-0.0005424674962171139,0.0002601349187756341,0.000254292781267873,0.037334790202059674,946.1676082340797,3.6251678766954303e-09,9.712469272092042e-08
-0.1574842484248425,-0.0005426330546640656,0.000260145024462588,0.0002543729893365043,0.037400916684200786,945.9385984008494,3.625681654779041e-09,9.714004158334669e-08
-0.15747624762476248,-0.0005424876917459187,0.0002600636136591561,0.0002543112026049954,0.03740303759441696,946.1968727444645,3.6241722781381386e-09,9.712503349916155e-08
