slopeL,slopeH,F_t,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,potential_H1_ramp
-0.15,-0.166666667,0.011560551,2.1584865538997473,0.011560551,23.84268050831092,19.40785236133732,-43.25053294,0.050036985,0.133333333
-0.15,0.033333333,0.009999785,1.4313004555287734,0.009999785,-16.76168755,50.00107639211643,-33.23938899,0.199851581,0.333333333
-0.15,0.05,0.00999969,1.433080048099327,0.00999969,-16.69224216,50.00154789,-33.30930591,0.1837360388844302,0.35
-0.15,0.2,0.009999491,1.4292597094381507,0.009999491,-16.84202294,50.00254472371461,-33.16052191,0.3027687627043412,0.5
-0.15,-0.05,0.010034914,1.5601632419687583,0.010034914,-11.72557463,49.82603749024047,-38.10046289,0.078544137,0.25
-0.15,0.1333333333333333,0.009999506,1.434385594597767,0.009999506,-16.64149812,50.00246819113402,-33.36097018,0.1761269259626995,0.433333333
-0.15,0.1833333333333333,0.009999471,1.429342701558331,0.009999471,-16.8388099,50.002647168264566,-33.16383738,0.2728868434095055,0.483333333
-0.15,-0.2,0.012250419,2.336516080186002,0.012250419,31.462567646161332,9.352361749,-40.81492943,0.050005529,0.1
-0.15,-0.083333333,0.010238379,1.655070158325762,0.010238379,-7.947674708,48.83585356612067,-40.88817893,0.050001218,0.216666667
-0.15,0.066666667,0.00999965,1.4297555343786537,0.00999965,-16.82235435,50.00175006708384,-33.17939587,0.234772583,0.366666667
-0.15,-0.1,0.01071788,1.712260552177058,0.01071788,-5.566794855,46.65101868,-41.08422379,0.05,0.2
-0.15,0.1499999999999999,0.009999459,1.4306625655158698,0.009999459,-16.78718719,50.002702743072334,-33.21551567,0.2091843938623779,0.45
-0.15,-0.183333333,0.011696434,2.21410393,0.011696434,26.66873369967593,16.079337665848833,-42.74807139,0.05,0.116666667
-0.15,-0.033333333,0.010011504,1.485271991315026,0.010011504,-14.64184392,49.942544524193536,-35.30070078,0.1104680585815562,0.266666667
-0.133333333,0.05,0.009999507,1.4305837329248392,0.009999507,-16.79019079,50.002462818008794,-33.2122722,0.2097916413867891,0.35
-0.133333333,0,0.010000507,1.4378694655931257,0.010000507,-16.50366671,49.99746637057145,-33.49379982,0.1628201272184938,0.3
-0.133333333,0.066666667,0.00999953,1.4369106825522406,0.00999953,-16.54274877,50.002349229506024,-33.4596006,0.1655346973140527,0.366666667
-0.133333333,-0.2,0.012255095,2.338014234435736,0.012255095,31.52047732099807,9.278880798385297,-40.79935813,0.050005657,0.1
-0.133333333,0.016666667,0.009999778,1.4343392908708918,0.009999778,-16.64285732,50.001112353076266,-33.3582552,0.1762988288143075,0.316666667
-0.133333333,-0.183333333,0.011697367,2.214494318657376,0.011697367,26.687743117578677,16.056919623151497,-42.7446627,0.050000827,0.116666667
-0.133333333,-0.066666667,0.010091489,1.6313424001177916,0.010091489,-8.959193634,49.54670204147873,-40.58750847,0.052907511,0.233333333
-0.133333333,0.033333333,0.009999566,1.4341321781437366,0.009999566,-16.65130683,50.002168091959696,-33.35086142,0.177244625,0.333333333
-0.133333333,0.1333333333333333,0.009999327,1.4326687398482316,0.009999327,-16.70893446,50.00336426394736,-33.29442993,0.1862926167845181,0.433333333
-0.133333333,0.1833333333333333,0.00999939,1.4292460317302702,0.00999939,-16.84272896,50.003051827958345,-33.16032298,0.2855510487196733,0.483333333
-0.133333333,0.083333333,0.009999437,1.436825693104692,0.009999437,-16.54622404,50.00281319352206,-33.45658929,0.1658237925746019,0.383333333
-0.133333333,-0.033333333,0.010011224,1.4876742833447798,0.010011224,-14.54914676,49.94394047490206,-35.39479393,0.1090565310489621,0.266666667
-0.133333333,0.1666666666666666,0.009999342,1.4294657213264474,0.009999342,-16.83421324,50.003292001897954,-33.16907888,0.2501266528466049,0.466666667
-0.133333333,-0.083333333,0.010238103,1.6550476389397126,0.010238103,-7.948725986,48.83716994783302,-40.88844399,0.050001218,0.216666667
-0.133333333,-0.15,0.011596933,2.0930778944377297,0.011596933,19.799034511470225,23.315814235591795,-43.11484876,0.050055307,0.15
-0.133333333,0.2,0.009999336,1.4291974979002715,0.009999336,-16.84471937,50.00332255493524,-33.15860332,0.3129183526618102,0.5
-0.133333333,0.1499999999999999,0.009999315,1.4301142107436264,0.009999315,-16.80888435,50.00342663657688,-33.19454242,0.2201538458498535,0.45
-0.133333333,-0.05,0.010034779,1.562542975748202,0.010034779,-11.63458417,49.82670553182504,-38.19212142,0.077629868,0.25
-0.133333333,-0.016666667,0.010003027,1.4593306333995977,0.010003027,-15.66249952,49.984869677108286,-34.32237036,0.1288305376023433,0.283333333
-0.133333333,0.1166666666666666,0.009999347,1.4377038956953494,0.009999347,-16.51205118,50.003265108067104,-33.49121407,0.1629549880771186,0.416666667
-0.133333333,-0.133333333,0.011775818,1.976034060765148,0.011775818,11.236627337651342,31.223269651281136,-42.45989694,0.050002411,0.166666667
-0.133333333,0.1,0.009999452,1.431339874,0.009999452,-16.76070323,50.00273993998824,-33.24203685,0.1986734236598965,0.4
-0.133333333,-0.116666667,0.012018072,1.8757480731845408,0.012018072,0.7404408345013849,40.86356854631183,-41.60400938,0.05,0.183333333
-0.133333333,-0.1,0.010717605,1.7122376632672625,0.010717605,-5.567745927,46.65221332,-41.08446732,0.05,0.2
-0.133333333,-0.166666667,0.01156075,2.1585800310679404,0.01156075,23.847716502356302,19.40207430776563,-43.24979083,0.050043569,0.133333333
-0.116666667,-0.15,0.011597452,2.0931041434261335,0.011597452,19.799818093595704,23.313100584550472,-43.11291872,0.050059121,0.15
-0.116666667,-0.1,0.010717908,1.7122104837848542,0.010717908,-5.568548452,46.650892775819095,-41.08234433,0.05000231,0.2
-0.116666667,-0.133333333,0.01177635,1.9760271917028265,0.01177635,11.235559853208272,31.22241909475857,-42.45797894,0.05000018,0.166666667
-0.116666667,0.033333333,0.009999661,1.4466523108105678,0.009999661,-16.16207979,50.00169516366218,-33.83961548,0.1436295917796329,0.333333333
-0.116666667,-0.166666667,0.011561497,2.1586613224891917,0.011561497,23.850909698670975,19.39608589,-43.24699561,0.05,0.133333333
-0.116666667,-0.183333333,0.011699003,2.2149795991302903,0.011699003,26.71026965329024,16.02841594620732,-42.73868566,0.050000022,0.116666667
-0.116666667,0.1833333333333333,0.009999261,1.440361324822265,0.009999261,-16.40836072,50.003693209642314,-33.59533254,0.1556115346141179,0.483333333
-0.116666667,0.05,0.009999564,1.4340016784950524,0.009999564,-16.65641329,50.00217950969804,-33.34576634,0.1775783763619594,0.35
-0.116666667,0.1666666666666666,0.009999311,1.4448331671339705,0.009999311,-16.23365025,50.00344452490943,-33.76979435,0.1465979223936863,0.466666667
-0.116666667,0.066666667,0.009999561,1.434281429881502,0.009999561,-16.64548038,50.00219615460651,-33.3567159,0.1761167771087829,0.366666667
-0.116666667,0.1499999999999999,0.009999348,1.4346060588552672,0.009999348,-16.633141,50.00325813210474,-33.37011721,0.1745216142329901,0.45
-0.116666667,-0.083333333,0.010238415,1.654984856077104,0.010238415,-7.950817902,48.835684751731264,-40.88486688,0.050021683,0.216666667
-0.116666667,0.1333333333333333,0.009999357,1.449493767430558,0.009999357,-16.0517021,50.00321394906992,-33.95151193,0.1394805303121071,0.433333333
-0.116666667,0.1,0.00999947,1.4323516721483398,0.00999947,-16.72109593,50.002648044016645,-33.28155222,0.1882588553829409,0.4
-0.116666667,-0.066666667,0.010091666,1.6302210859840072,0.010091666,-9.001422963,49.54583448,-40.54441158,0.053398512,0.233333333
-0.116666667,0.083333333,0.009999534,1.4461736677290356,0.009999534,-16.18096528,50.00233042732325,-33.82136526,0.1443705805419623,0.383333333
-0.116666667,0.2,0.009999218,1.4348466880717174,0.009999218,-16.62395049,50.00391267354062,-33.37996224,0.1734004160043194,0.5
-0.116666667,-0.116666667,0.012018556,1.8757464586662456,0.012018556,0.7401758324864289,40.862160700380315,-41.60233654,0.050004785,0.183333333
-0.116666667,0.1166666666666666,0.009999437,1.4507312462773796,0.009999437,-16.00330574,50.002817446827905,-33.99951178,0.1378455254873642,0.416666667
-0.116666667,-0.033333333,0.010011341,1.4906755819700317,0.010011341,-14.43269998,49.94336101968048,-35.51066117,0.1073552411854709,0.266666667
-0.116666667,-0.2,0.012261463,2.3398757394133054,0.012261463,31.59082938249722,9.187338034,-40.77816748,0.050002776,0.1
-0.116666667,-0.05,0.010035114,1.5622852903342797,0.010035114,-11.64406453,49.825044351554645,-38.18097991,0.077714011,0.25
-0.116666667,-0.016666667,0.010003112,1.452514457,0.010003112,-15.92791108,49.984444942733674,-34.056534,0.1361474250002899,0.283333333
-0.116666667,0,0.010000657,1.4393483724378886,0.010000657,-16.44563803,49.99671283873821,-33.55107494,0.158446039,0.3
-0.116666667,0.016666667,0.00999991,1.4404532652017958,0.00999991,-16.40370573,50.000451600666985,-33.59674599,0.1554754037920705,0.316666667
-0.1,0.066666667,0.009999625,1.4534850305849163,0.009999625,-15.89562377,50.00187400188116,-34.10625031,0.134394823,0.366666667
-0.1,-0.133333333,0.01177668,1.9760307688257048,0.01177668,11.235536377146488,31.221252174964135,-42.45678847,0.050004103,0.166666667
-0.1,0.05,0.009999609,1.4320543607034475,0.009999609,-16.73249328,50.00195677495111,-33.26946359,0.1898802762297255,0.35
-0.1,-0.05,0.010035059,1.5598125781773378,0.010035059,-11.73883803,49.82531788006995,-38.08647985,0.078630439,0.25
-0.1,0.033333333,0.009999663,1.4369474848685344,0.009999663,-16.54109027,50.00168389207398,-33.46059373,0.164913131,0.333333333
-0.1,0.1,0.009999543,1.456356405943544,0.009999543,-15.78383537,50.00228646874842,-34.21845115,0.1312536452084957,0.4
-0.1,-0.116666667,0.012018847,1.875735944496835,0.012018847,0.738625893,40.86270326948196,-41.60132915,0.050002411,0.183333333
-0.1,0.1833333333333333,0.009999398,1.429083691,0.009999398,-16.84906694,50.00300820491823,-33.15394136,0.2796920300678537,0.483333333
-0.1,0.1166666666666666,0.009999448,1.4379870739974234,0.009999448,-16.50081742,50.00275788010724,-33.50194055,0.1616294906105106,0.416666667
-0.1,0.016666667,0.009999856,1.442124692584262,0.009999856,-16.33851412,50.000720999116034,-33.66220699,0.1515881335277604,0.316666667
-0.1,-0.1,0.010717603,1.7121697155813198,0.010717603,-5.570147546,46.65222465902369,-41.0820771,0.05,0.2
-0.1,-0.15,0.011597791,2.093130295305816,0.011597791,19.80090267044808,23.31075529431125,-43.11165795,0.050061522,0.15
-0.1,0.1333333333333333,0.009999445,1.4319451742648135,0.009999445,-16.73703813,50.00277594312725,-33.26573789,0.1907996839602536,0.433333333
-0.1,-0.016666667,0.010003088,1.4565578370378989,0.010003088,-15.77039381,49.984562299668426,-34.21416861,0.13148381,0.283333333
-0.1,-0.083333333,0.010238299,1.6549491797482123,0.010238299,-7.952233684,48.83623570465504,-40.884002,0.050018701,0.216666667
-0.1,-0.166666667,0.011562089,2.158799682740101,0.011562089,23.857744586623127,19.387035633883915,-43.2447802,0.050011244,0.133333333
-0.1,0,0.010000587,1.4379144399993495,0.010000587,-16.50177772,49.99706756,-33.49528997,0.1622092436448583,0.3
-0.1,0.083333333,0.009999554,1.436960793108483,0.009999554,-16.5407515,50.00223220383011,-33.46148078,0.1648380717247637,0.383333333
-0.1,-0.183333333,0.011700803,2.215558558631008,0.011700803,26.737465739487988,15.994643968009438,-42.73210968,0.050011244,0.116666667
-0.1,0.1666666666666666,0.009999457,1.429363494735894,0.009999457,-16.83801921,50.00271535014401,-33.16469623,0.2442732056539014,0.466666667
-0.1,-0.2,0.012268749,2.342074313902583,0.012268749,31.67429220233194,9.079658785,-40.75395101,0.050006359,0.1
-0.1,-0.066666667,0.010091654,1.6285350821316849,0.010091654,-9.065174208,49.54589178890372,-40.48071763,0.054130312,0.233333333
-0.1,0.1499999999999999,0.009999429,1.4303369315403274,0.009999429,-16.79997881,50.00285679897124,-33.20287809,0.2111591062175259,0.45
-0.1,-0.033333333,0.010011336,1.479595199498996,0.010011336,-14.86222735,49.94338256787377,-35.08115534,0.113842253,0.266666667
-0.1,0.2,0.009999429,1.4290243995970089,0.009999429,-16.8513357,50.00285559707089,-33.15151997,0.3045237276905593,0.5
-0.083333333,0.2,0.00999899,1.4324086629270552,0.00999899,-16.71967095,50.00505282106702,-33.28538193,0.1853814057259656,0.5
-0.083333333,0.05,0.00999939,1.4328007409724013,0.00999939,-16.7036674,50.003051554474695,-33.29938425,0.1827422023267071,0.35
-0.083333333,-0.183333333,0.011703058,2.2161594405785485,0.011703058,26.76477993031128,15.959096070224692,-42.72387606,0.050000542,0.116666667
-0.083333333,0.1833333333333333,0.009999039,1.4345035062991929,0.009999039,-16.63766564,50.00480580884446,-33.36714024,0.1735313792007116,0.483333333
-0.083333333,-0.033333333,0.010011457,1.4927991337264117,0.010011457,-14.35029026,49.94278079518628,-35.59249075,0.1060789300385628,0.266666667
-0.083333333,0.1333333333333333,0.009999176,1.433104711171813,0.009999176,-16.69213714,50.004122726895645,-33.31198568,0.1808330341284154,0.433333333
-0.083333333,0.1666666666666666,0.009999148,1.4340980147977878,0.009999148,-16.65333921,50.00425975538553,-33.35092064,0.1754506229939616,0.466666667
-0.083333333,0.066666667,0.009999381,1.4304552166772428,0.009999381,-16.79543088,50.00309455726049,-33.20766379,0.2052345261715308,0.366666667
-0.083333333,-0.166666667,0.011562974,2.1589340039825204,0.011562974,23.863738844801432,19.377732667921205,-43.24147155,0.050010596,0.133333333
-0.083333333,-0.15,0.011598575,2.093060784746095,0.011598575,19.795142356752297,23.31360091799491,-43.10874325,0.050007307,0.15
-0.083333333,-0.116666667,0.012019903,1.8757119482645288,0.012019903,0.7350641415574586,40.86260925308065,-41.59767343,0.05,0.183333333
-0.083333333,-0.066666667,0.01009147,1.6282094129991171,0.01009147,-9.077652785,49.546792998279315,-40.46914028,0.05422943,0.233333333
-0.083333333,-0.2,0.012277199,2.3444391321084233,0.012277199,31.762198812450663,8.963703602,-40.7259025,0.050002872,0.1
-0.083333333,-0.083333333,0.010238402,1.654838079194641,0.010238402,-7.95628363,48.83574569343875,-40.87946215,0.050025843,0.216666667
-0.083333333,0,0.010000401,1.4332941950234404,0.010000401,-16.68268243,49.99799555692495,-33.31531328,0.1804403357857584,0.3
-0.083333333,-0.1,0.010717764,1.7120669504624662,0.010717764,-5.573693957,46.65152330729989,-41.0778294,0.050003664,0.2
-0.083333333,0.083333333,0.0099994,1.429002619326072,0.0099994,-16.85223711,50.00300114043775,-33.15076417,0.254057791,0.383333333
-0.083333333,0.1166666666666666,0.009999294,1.429933929015572,0.009999294,-16.81597295,50.00353006805731,-33.18755721,0.214658018,0.416666667
-0.083333333,0.033333333,0.009999462,1.4347576124664383,0.009999462,-16.62702731,50.002691994788826,-33.37566482,0.172437823,0.333333333
-0.083333333,0.1499999999999999,0.009999168,1.4306711964343468,0.009999168,-16.78733822,50.00415844027108,-33.21682032,0.2021310096875955,0.45
-0.083333333,-0.133333333,0.011777609,1.9760500815035424,0.011777609,11.236224261657298,31.217215603803943,-42.4534399,0.050022116,0.166666667
-0.083333333,-0.016666667,0.010002936,1.4598349386685747,0.010002936,-15.64300517,49.98532344,-34.34231841,0.1280405735631589,0.283333333
-0.083333333,0.016666667,0.009999691,1.432798548427879,0.009999691,-16.70324908,50.001542497535986,-33.29829357,0.1829595597825028,0.316666667
-0.083333333,-0.05,0.01003479,1.5654321275466916,0.01003479,-11.52394608,49.82665064484298,-38.30270462,0.076453113,0.25
-0.083333333,0.1,0.009999254,1.4331471931214108,0.009999254,-16.69034511,50.00373131053216,-33.31338632,0.1805798343062395,0.4
-0.066666667,0.1,0.009999105,1.4333134582792086,0.009999105,-16.68409053,50.004473483417925,-33.32038305,0.1764112922229084,0.4
-0.066666667,0.083333333,0.009999161,1.4297424146685482,0.009999161,-16.82369029,50.00419513329064,-33.18050496,0.2066646344762727,0.383333333
-0.066666667,-0.016666667,0.010002722,1.4600186021167354,0.010002722,-15.63618946,49.98639563626186,-34.35020628,0.1273756599388234,0.283333333
