alpha,F_t,F_eff_best,F_amnt_best,abs(fluxD),fluxHR,fluxLR,potential_D1,potential_L2,potential_H2
0.0,0.10025656882407463,0.23816545421281085,0.10025656882407463,74.80806587572332,50.00234014595037,24.80572562872492,-0.4573365594817327,-0.05,0.38131780762128464
0.02040816326530612,0.10307155244497263,0.23816515733979765,0.1002571023429971,74.80766780782095,50.00205834654177,24.80560931266855,-0.4563882347676013,-0.05,0.3791734889840814
0.04081632653061224,0.10588495937002688,0.23814166764759562,0.10025701433693886,74.80773351153505,50.00085969068047,24.806873597830368,-0.45781816250552604,-0.05,0.3442114071430672
0.061224489795918366,0.10870165447915894,0.23816624469131994,0.1002583116392354,74.8067654460537,50.00151276373025,24.805252626195657,-0.45287486484543416,-0.05,0.35832231845484497
0.08163265306122448,0.1115145865958085,0.23816735742115216,0.10025656252244461,74.8080705666951,50.002443967098515,24.805626520732602,-0.4547604725572765,-0.05,0.3757634542311726
0.1020408163265306,0.11433054883151286,0.23816929105218015,0.10025796448825522,74.80702446170926,50.00184704268283,24.805177380045254,-0.45548873637804277,-0.05,0.38318747641196615
0.12244897959183673,0.11714024372541149,0.23813120883165959,0.10025778347802804,74.80715956714704,49.999922881541245,24.807236556153082,-0.4579334626336695,-0.05,0.33200633200190127
0.14285714285714285,0.11995950528011229,0.23815298024711998,0.100260592785611,74.80506345253306,49.99967348803508,24.805389862439732,-0.4548681862287942,-0.05,0.35230759937929756
0.16326530612244897,0.12277232994550863,0.23815812050487822,0.10025802934855846,74.80697611569964,50.00122379541308,24.805752182946406,-0.4581763753618214,-0.05,0.3688765406424015
0.18367346938775508,0.12558571617300654,0.23814718717046365,0.10025938519857869,74.80596449551503,49.999969271545204,24.805995034320908,-0.4600071841096393,-0.05,0.3483718048205248
0.2040816326530612,0.12839944953742713,0.23813393970815558,0.10026240077570191,74.80371453241747,49.99776472762835,24.80594968589237,-0.45480074887642113,-0.05,0.32826483115370997
0.22448979591836732,0.13121203193457665,0.23813838958011782,0.10025966524770949,74.80575547743877,49.999364277680385,24.806391144501422,-0.4559751292601722,-0.05,0.3371000260318484
0.24489795918367346,0.1340274345068193,0.23812048334185898,0.10026752677653618,74.7998902964797,49.99449696155707,24.805393271407606,-0.4589287900518942,-0.05,0.32197832643090984
0.26530612244897955,0.13684129547351792,0.23811929740527196,0.10026868366482897,74.79902725318667,49.99385740930164,24.805169802262967,-0.46154180364530084,-0.05,0.316758570689854
0.2857142857142857,0.1389577457298019,0.19315316562167112,0.11727957777305424,63.94975274296108,40.709128048184866,23.240624688198885,-0.3682646418168385,-0.05,0.1023144694968188
0.3061224489795918,0.13982117060927116,0.17523641260099393,0.12419679914233464,60.388029729554646,37.67674730891941,22.711282437981403,-0.3584136056613148,-0.05,0.08984853447545378
0.32653061224489793,0.13973138338468882,0.1364984488661748,0.14129886678760473,53.0789819271472,31.662620120153807,21.416361855887633,-0.33137870234660627,-0.05,0.06560749920809708
0.3469387755102041,0.13938925686554812,0.12840393302036351,0.14522521015830245,51.64392599258524,30.510988285859813,21.13293762859837,-0.3340193164653275,-0.05,0.0629395051646203
0.36734693877551017,0.1388672662156979,0.10793485526622056,0.15682802096055568,47.8230864080294,27.56147138236084,20.26161505631488,-0.3190189486557585,-0.05,0.05
0.3877551020408163,0.13786449241800228,0.1073341111353204,0.1572004005637008,47.70980212577557,27.475916512744195,20.23388554958595,-0.31984379882505853,-0.05,0.05
0.4081632653061224,0.13682481106285993,0.10635120767342135,0.15784108926247278,47.51614451325243,27.331365159480978,20.1847792584245,-0.3212449456102513,-0.05,0.05
0.42857142857142855,0.13574729350429887,0.10545212388453412,0.15846867071912246,47.32796688876586,27.1930364488834,20.13493043103064,-0.32258781016655025,-0.05,0.05
0.44897959183673464,0.13464087723461488,0.10418258942127388,0.15945874137881866,47.03411007470119,26.98197402758182,20.052136117549317,-0.3245959970214641,-0.05,0.05
0.4693877551020408,0.13350141527833675,0.10366467105651983,0.1598954582437902,46.90564749401618,26.891101136702577,20.014546353843755,-0.32545713307144836,-0.05,0.05
0.4897959183673469,0.1323316893195418,0.10256348235448742,0.160909168005994,46.610147157814936,26.68539684443197,19.924750315857054,-0.32737915060379014,-0.05,0.05
0.5102040816326531,0.13112937559568075,0.10184283952648475,0.16163618400109325,46.40050149849522,26.541725454123995,19.858776069690112,-0.3287115302465015,-0.05,0.05
0.5306122448979591,0.12989651445991535,0.10106388906529162,0.16248991707992474,46.15671008754056,26.37685026204457,19.779859889418837,-0.33022684726912654,-0.05,0.05
0.5510204081632653,0.1286359983281986,0.10062630072288457,0.1630115362983567,46.009013707212844,26.27821098371178,19.730802625533535,-0.33111590680601016,-0.05,0.05
0.5714285714285714,0.12734294276094177,0.09977202658983335,0.16410416432241964,45.70267933619654,26.075639774764383,19.62703956433215,-0.3329393153913149,-0.05,0.05
0.5918367346938775,0.12601910353515822,0.09916150342096237,0.16496262370074216,45.46484427172112,25.920315714781985,19.544528590779834,-0.33432193110437775,-0.05,0.05
0.6122448979591836,0.12466317289569219,0.0986663702125678,0.16571075607957278,45.259584695575015,25.78744764128547,19.472137057292407,-0.3354981720160452,-0.05,0.05
0.6326530612244897,0.12328152598144654,0.09813820780461505,0.16658390728598962,45.0223561050623,25.63546811562886,19.386888047031945,-0.3368133499409003,-0.05,0.05
0.6530612244897959,0.12186797405486416,0.0976402769296769,0.16747305099639306,44.78332451764844,25.483597170450253,19.299727457876816,-0.3381169478509195,-0.05,0.05
0.673469387755102,0.12042053847594593,0.09705922855315849,0.16860324019169504,44.48313083086455,25.294497832732315,19.18863309356515,-0.3397265499346186,-0.05,0.05
0.6938775510204082,0.11894094933523622,0.09647367761587707,0.16986676523245028,44.152250640285814,25.08806789910542,19.06418281185069,-0.34145916103816215,-0.05,0.05
0.7142857142857142,0.11742825942101764,0.09595399505363239,0.17111392033948078,43.83044921265282,24.8891083676099,18.941340903278604,-0.3431050378076888,-0.05,0.05
0.7346938775510203,0.11588176467082166,0.09555956470014884,0.17215862612806945,43.564474038320654,24.725924096669633,18.838549959898934,-0.34443287902967396,-0.05,0.05
0.7551020408163265,0.1142979057426515,0.0951381647732683,0.17337377373158303,43.259137992687556,24.53973411575552,18.719403851927815,-0.34593806426369766,-0.05,0.05
0.7755102040816326,0.11267755463198155,0.09460969732395237,0.17509378896880962,42.83418640506585,24.282664258156686,18.55152220334459,-0.34797402686502366,-0.05,0.05
0.7959183673469387,0.11101699216628946,0.09425705191821461,0.17638075913378132,42.52164486819484,24.094881576822193,18.426763274712528,-0.34944151049529604,-0.05,0.05
0.8163265306122448,0.1093129536364891,0.09378991922504759,0.17830421768734028,42.062942196809715,23.82106387269986,18.2418783013401,-0.3515489860625778,-0.05,0.05
0.836734693877551,0.10756293580912563,0.09340085955647756,0.18014357660394686,41.63345783685105,23.566384870637414,18.06707295377945,-0.35347846648195125,-0.05,0.05
0.8571428571428571,0.10576346814813145,0.09294715998122172,0.18266131714958977,41.059596596172156,23.228381473192975,17.831215168006583,-0.35598609797564285,-0.05,0.05
0.8775510204081632,0.10390817202083942,0.09256739064249954,0.1851837718989419,40.500309103665074,22.901103469039562,17.599205603415943,-0.3583672178086514,-0.05,0.05
0.8979591836734693,0.10199070783774115,0.09219596443973926,0.1881844497401577,39.854515104871865,22.525468738625378,17.329046422881188,-0.3610432646345874,-0.05,0.05
0.9183673469387754,0.10000077581695362,0.09186867272120877,0.19148693564408303,39.16716287289904,22.127918013103255,17.039244897353058,-0.3638163658101347,-0.05,0.05
0.9387755102040816,0.0979261099047281,0.09155891767324649,0.19555639078744574,38.35210890259586,21.659044081289544,16.69306486141021,-0.36701044306032893,-0.05,0.05
0.9591836734693877,0.09574569845985641,0.09124742346226006,0.2014551609033706,37.22912808977786,21.016649684003507,16.212478508840537,-0.3712804107692029,-0.05,0.05
0.9795918367346939,0.0934264787212696,0.09102350062868553,0.2087694271653057,35.92480038425603,20.274640150787004,15.650160259822638,-0.3760648631329971,-0.05,0.05
1.0,0.09090243136752534,0.09090243136752534,0.22172728899653324,33.82533571013657,19.08688356504779,14.738452267706002,-0.38346898967858173,-0.05,0.05
