slopeL,slopeH,F_t,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
-0.06666666666666668,0.11666666666666664,1.341283909378258,1.341283909378258,0.010000345292775019,-20.308622572928456,49.998273595760914,-29.689651022783423,0.5,0.35861052530458687,39.30771333913969
-0.05000000000000002,0.11666666666666664,1.2813005398766064,1.2813005398766064,0.010000335048255331,-22.707106288120713,49.99832481492049,-27.29121852665905,0.5,0.20251476868428006,38.23379043384006
-0.033333333333333354,0.11666666666666664,1.1909165483116255,1.1909165483116255,0.01000032828785671,-26.386770479346666,49.9983586146683,-23.61158813518732,0.5,0.11846182697900795,36.44307140077938
-0.01666666666666669,0.11666666666666664,1.061670904245034,1.061670904245034,0.010000324027888497,-31.836591032881103,49.998379913059324,-18.161788880165275,0.5,0.07380481353910075,33.71786773240532
0.0,0.11666666666666664,0.8973051800870125,0.8973051800870125,0.010000323882443596,-39.31045966736859,49.99838064023514,-10.687920972856755,0.5,0.05051662867454545,29.941671906683283
0.016666666666666663,0.11666666666666664,0.7318818447579163,0.7318818447579163,0.010000322047622788,-48.32756526701674,49.99838981377944,-1.670824546687271,0.5,0.038269354238551864,25.372872183535147
0.033333333333333326,0.11666666666666664,0.5273528875585547,0.5273528875585547,0.008729230876248172,-57.278814948171316,49.99837988281099,7.280435065249804,0.5,0.030981358201339793,20.852942998357474
0.04999999999999999,0.11666666666666664,0.39136638633406123,0.39136638633406123,0.007767627665509349,-64.36971769650127,49.99839456479602,14.37132313160999,0.5,0.02569831125504463,17.303099170431476
0.06666666666666665,0.11666666666666664,0.3172736429366353,0.3172736429366353,0.007243700874896794,-69.02548968178158,49.99836112252643,19.02712855977949,0.5,0.021492615963479286,15.00164310981247
0.08333333333333331,0.11666666666666664,0.2784914770658597,0.2784914770658597,0.0069694592516895415,-71.74157735106718,49.99837051682739,21.743206834183546,0.5,0.018132024313937085,13.680986961168516
0.09999999999999998,0.11666666666666664,0.25840297035286797,0.25840297035286797,0.006827402720616706,-73.234291349554,49.99840499756544,23.23588635129097,0.5,0.015459749199446069,12.97003741506497
0.11666666666666664,0.11666666666666664,0.24794901292720486,0.24794901292720486,0.006753482805022566,-74.03587370195044,49.99838216264382,24.037491539026856,0.5,0.013309990956748327,12.5976535277749
0.1333333333333333,0.11666666666666664,0.2424416521463683,0.2424416521463683,0.0067145363801518155,-74.46530507679688,49.9983988664746,24.466906211139502,0.5,0.011537185661546453,12.403730951821826
0.14999999999999997,0.11666666666666664,0.23949114848185077,0.23949114848185077,0.006693673683595416,-74.6973969201026,49.99839002967434,24.699006891273214,0.5,0.010031613461713109,12.301717899040971
0.16666666666666663,0.11666666666666664,0.2378785721772558,0.2378785721772558,0.006682270329223815,-74.82486869988243,49.99839265424255,24.82647604525318,0.5,0.008718827752244935,12.246669088275276
0.1833333333333333,0.11666666666666664,0.2369775083717596,0.2369775083717596,0.006675898196092089,-74.89628890556621,49.998395987376774,24.897892918590465,0.5,0.0075527315565631975,12.215694614256906
0.2,0.11666666666666664,0.23646233043288703,0.23646233043288703,0.006672254332884974,-74.93719139837775,49.99840264290492,24.93878875485639,0.5,0.0065074893075882335,12.19732212829192
-0.2,0.1333333333333333,1.6418466669002034,1.6418466669002034,0.010000762391341109,-8.640028289941412,49.99618833397937,-41.356160043864364,0.5,12.240654816236876,33.411668831300425
-0.18333333333333335,0.1333333333333333,1.6056965449123237,1.6056965449123237,0.010000670591594802,-10.020029832763612,49.99664726724333,-39.97661743370796,0.5,10.26796288137489,34.68618500934692
-0.16666666666666669,0.1333333333333333,1.5611833968378397,1.5611833968378397,0.010000562315285153,-11.726641253643066,49.99718858172222,-38.27054732796388,0.5,7.863809652676586,36.22559646208636
-0.15000000000000002,0.1333333333333333,1.5152616505625092,1.5152616505625092,0.010000453062773846,-13.496609647854697,49.99773478874689,-36.501125140916535,0.5,5.4475142846418025,37.74196620745748
