slopesL,slopeH,F_t,F_slip_best,F_yield_best,fluxD,fluxHR,fluxLR,potential_H1
-0.06666666666666668,0.11666666666666664,0.009999079071655108,1.4312388293378238,0.009999079071655108,-16.76528122122771,50.00460502225142,-33.23932388815691,0.18974716040617556
-0.05000000000000002,0.11666666666666664,0.009999362231611133,1.438136254546691,0.009999362231611133,-16.49513006013008,50.00318899804794,-33.508059032485114,0.1544860823968069
-0.033333333333333354,0.11666666666666664,0.009999599235410106,1.4381284000546906,0.009999599235410106,-16.495046023671634,50.00200386108337,-33.506957921762634,0.14289348059182028
-0.01666666666666669,0.11666666666666664,0.00999980222123783,1.4188089220826678,0.00999980222123783,-17.250772774474868,50.00098884798507,-32.75021620427897,0.13895143413863636
0.0,0.11666666666666664,0.009999224253556739,1.3232405479483436,0.009999224253556739,-21.029267854103935,50.003879009450145,-28.974611202707763,0.2264610173329465
0.016666666666666663,0.11666666666666664,0.00999931153108834,1.152915700402949,0.00999931153108834,-27.96544804612806,50.003442548597455,-22.03799456841317,0.1679062717982901
0.033333333333333326,0.11666666666666664,0.009999283649901155,0.9098400817740598,0.009999283649901155,-38.71178286217537,50.003581990152476,-11.291799161854833,0.17666475900297296
0.04999999999999999,0.11666666666666664,0.009999268411007591,0.7502272480818728,0.009999268411007591,-47.18022894917604,50.00365818805853,-2.8234292879511322,0.21893039993009955
0.06666666666666665,0.11666666666666664,0.009206659984969908,0.5949753504497045,0.009206659984969908,-54.308511559268325,50.00244966201967,4.306061850327968,0.4977174286761693
0.08333333333333331,0.11666666666666664,0.008503655425722508,0.49555627759566834,0.008503655425722508,-58.79824326071733,50.002684826413294,8.795558357407497,0.49346035016436934
0.09999999999999998,0.11666666666666664,0.007902280530963427,0.41050188939732546,0.007902280530963427,-63.27287397021965,50.0025699251533,13.270304016474785,0.49446289112671066
0.11666666666666664,0.11666666666666664,0.0074310040725108824,0.3438543945631116,0.0074310040725108824,-67.28565822153107,50.00278338891671,17.282874761083598,0.4898926398792825
0.1333333333333333,0.11666666666666664,0.007112947947475035,0.29886528207757657,0.007112947947475035,-70.29434263065446,50.00245136009563,20.291891232931565,0.47326572676434014
0.14999999999999997,0.11666666666666664,0.006889831346602056,0.2671291814730639,0.006889831346602056,-72.5707168813337,49.99315810561938,22.577558771535465,0.06977344075801246
0.16666666666666663,0.11666666666666664,0.006770237926674351,0.25028440821025555,0.006770237926674351,-73.85264822918707,49.99660348614241,23.856044735192174,0.08167062965638966
0.1833333333333333,0.11666666666666664,0.006688139078380379,0.2387326835271976,0.006688139078380379,-74.75921089304394,49.99967043741052,24.759540502687692,0.09571885704920356
0.2,0.11666666666666664,0.006595899155445633,0.2257098392729841,0.006595899155445633,-75.80467629229895,50.00083704718818,25.80383914347058,0.10981133856150714
-0.2,0.1333333333333333,0.009999272278883024,1.4311235552115738,0.009999272278883024,-16.769466753305906,50.00363886027404,-33.23417212720637,0.2038882443529905
-0.18333333333333335,0.1333333333333333,0.009999866818863112,1.4293932560163023,0.009999866818863112,-16.83616456926393,50.00066584325467,-33.16450141658774,0.28238360709357746
-0.16666666666666669,0.1333333333333333,0.009999504834297158,1.4301011317438284,0.009999504834297158,-16.80907647851501,50.00247587900926,-33.19339954470535,0.22319580608623293
-0.15000000000000002,0.1333333333333333,0.009999506374593358,1.434385594597767,0.009999506374593358,-16.641498123270736,50.00246819113402,-33.36097018333973,0.17612692596269955
