slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.12831333133313333,-3.487988577433043e-05,2.8271299981952325e-05,6.618426379167985e-06,0.43896059284552974,14332.887476264019,3.534651824169063e-10,7.852777460901788e-08,39.743373337333736
-0.12830533053305332,-3.4858209957633335e-05,2.825841647791094e-05,6.599322668998653e-06,0.4393596839559453,14343.920047627043,3.533128498579322e-10,7.853058549969825e-08,39.743389338933895
-0.1282973297329733,-3.487457141204686e-05,2.8247017908711314e-05,6.581231507096774e-06,0.43929025874897615,14346.621673600555,3.5322457347979135e-10,7.85488995554823e-08,39.74340534053405
-0.1282893289328933,-3.4817273601106535e-05,2.8225474011378537e-05,6.5682978773740075e-06,0.4398375730950859,14365.536287566314,3.530071124459922e-10,7.853712795437306e-08,39.74342134213421
-0.1282813281328133,-3.477870387769144e-05,2.821107233330622e-05,6.549842360925595e-06,0.4404076650279458,14380.291703293175,3.528981804946632e-10,7.85497556469116e-08,39.74343734373437
-0.12827332733273328,-3.472558898920397e-05,2.8187332858919945e-05,6.531837032586196e-06,0.4409644031160711,14399.934798791175,3.526741307402181e-10,7.853619336882067e-08,39.74345334533454
-0.12826532653265327,-3.466272991659025e-05,2.8164381660644722e-05,6.516268360456934e-06,0.4416136004271924,14420.987279514558,3.5243420443142315e-10,7.851990566079482e-08,39.743469346934695
-0.12825732573257326,-3.465094034993399e-05,2.8146490194558282e-05,6.49720084866523e-06,0.4417877266240197,14431.132396480934,3.5227846982960737e-10,7.852207757524433e-08,39.743485348534854
-0.12824932493249325,-3.4615223853506905e-05,2.813053188788217e-05,6.480200346992149e-06,0.44226484398148486,14445.448737801375,3.52091433797884e-10,7.851653983773944e-08,39.74350135013501
-0.12824132413241324,-3.463035574213791e-05,2.8119608373344818e-05,6.46175516405556e-06,0.44222629899742344,14448.420157879815,3.519941768771266e-10,7.853318156815937e-08,39.74351735173517
-0.12823332333233323,-3.455989103429147e-05,2.810850072876292e-05,6.447538689835497e-06,0.44319044211367536,14468.444444679944,3.518602490833477e-10,7.854022573833817e-08,39.74353335333533
-0.12822532253225322,-3.452474841481035e-05,2.8086541263405707e-05,6.429513375483253e-06,0.44356101686195376,14484.188418582113,3.516483652681255e-10,7.852912179852193e-08,39.743549354935496
-0.1282173217321732,-3.448722610244204e-05,2.8064826921081476e-05,6.41434478598768e-06,0.44390939844195637,14499.814862914147,3.5144265722261923e-10,7.852077697518157e-08,39.743565356535655
-0.1282093209320932,-3.443038416151012e-05,2.803771315029735e-05,6.397721415973834e-06,0.4444267959691436,14520.991959057155,3.512339152437751e-10,7.850925549159884e-08,39.74358135813581
-0.12820132013201319,-3.4415596871895104e-05,2.8026864697494602e-05,6.378554113339874e-06,0.44478870914588214,14530.445243791235,3.510717508934288e-10,7.850980911645314e-08,39.74359735973597
-0.1281933193319332,-3.442741891035439e-05,2.8017991937190345e-05,6.360819364337189e-06,0.4448190611819058,14533.567627823813,3.509931906416046e-10,7.852910691971736e-08,39.74361336133613
-0.1281853185318532,-3.4331130265741194e-05,2.800094827648536e-05,6.3485358359205435e-06,0.445967640673867,14560.14930929595,3.508143932011191e-10,7.852606235782744e-08,39.743629362936296
-0.12817731773177318,-3.431398353370696e-05,2.7984633121036495e-05,6.328152210022253e-06,0.4462741703309099,14571.573404112562,3.506329180865259e-10,7.852388947404698e-08,39.743645364536455
-0.12816931693169317,-3.4275777338166336e-05,2.795329389471135e-05,6.314478742774909e-06,0.4464072054947805,14589.264786478243,3.5040930674084625e-10,7.850933871352103e-08,39.743661366136614
-0.12816131613161316,-3.421857049090704e-05,2.7937316801285306e-05,6.297522173515091e-06,0.4471738482748457,14608.476156340497,3.502317479219968e-10,7.850581796908828e-08,39.74367736773677
-0.12815331533153315,-3.4204951660399274e-05,2.7922912764211105e-05,6.277900605811126e-06,0.44745963414179146,14618.650921530936,3.500568043738489e-10,7.8504195016204e-08,39.74369336933693
-0.12814531453145317,-3.422899752081321e-05,2.791628504894561e-05,6.259649105277987e-06,0.4473867542239212,14618.829015875366,3.499920688618201e-10,7.85272533323654e-08,39.7437093709371
-0.12813731373137316,-3.41305708246864e-05,2.7894048358234613e-05,6.2468114310210154e-06,0.4484809185528367,14647.415339144589,3.49780618548239e-10,7.851615957052416e-08,39.743725372537256
-0.12812931293129315,-3.411466234126692e-05,2.788173019041551e-05,6.228400404539869e-06,0.44881630394042105,14657.42814250557,3.4965965659375073e-10,7.852558153690508e-08,39.743741374137414
-0.12812131213121314,-3.4077524787790026e-05,2.785847665620622e-05,6.2105873919193755e-06,0.4491925561374475,14674.24880807776,3.494240309520549e-10,7.850948011668625e-08,39.74375737573757
-0.12811331133113313,-3.4011911608899936e-05,2.783071089140776e-05,6.19567682091926e-06,0.4497919112246944,14697.604290176821,3.4918951993117324e-10,7.849312997794118e-08,39.74377337733773
-0.12810531053105312,-3.400251327434489e-05,2.7824576264379175e-05,6.177259409767544e-06,0.4501715630955384,14704.941896545879,3.4906154387072123e-10,7.850230267827376e-08,39.74378937893789
-0.1280973097309731,-3.3967517978794604e-05,2.7798360449082793e-05,6.160699072887965e-06,0.4504343904877216,14721.778084413756,3.4884828475077053e-10,7.848885370611322e-08,39.743805380538056
-0.1280893089308931,-3.396528815358124e-05,2.778920452328748e-05,6.141420585192847e-06,0.45067524157289857,14728.426969385408,3.4876227642550175e-10,7.850830601298462e-08,39.743821382138215
-0.1280813081308131,-3.39079612245996e-05,2.7776582740557387e-05,6.127418077372937e-06,0.4514654035113584,14746.66076425905,3.4862090070115164e-10,7.851304090330732e-08,39.743837383738374
-0.12807330733073308,-3.387139197741362e-05,2.775713791436374e-05,6.110325845298803e-06,0.4519037147142768,14762.575911843463,3.4842643208185005e-10,7.850589517482682e-08,39.74385338533853
-0.12806530653065307,-3.383501605469519e-05,2.7728637576274195e-05,6.096270037225793e-06,0.45208772548725135,14779.79793332325,3.48199193913637e-10,7.849066314296379e-08,39.74386938693869
-0.12805730573057306,-3.379794272007075e-05,2.7713101943049878e-05,6.077150231709183e-06,0.4526585912553002,14795.48316915467,3.480326156528493e-10,7.848991043956288e-08,39.74388538853886
-0.12804930493049305,-3.377045193531103e-05,2.769668240887313e-05,6.059864716911889e-06,0.45304527466483674,14808.89146421619,3.4785893720757097e-10,7.84873532737936e-08,39.743901390139015
-0.12804130413041304,-3.377964570461245e-05,2.7689603797398377e-05,6.0417225455910994e-06,0.4531545977899113,14812.40707502924,3.4776706585834194e-10,7.850434973163717e-08,39.743917391739174
-0.12803330333033303,-3.370513441325329e-05,2.767399206504706e-05,6.027383562923205e-06,0.45412855218530934,14835.362332042316,3.476144548561922e-10,7.850713850941792e-08,39.74393339333933
-0.12802530253025302,-3.368046471052821e-05,2.765480645905427e-05,6.011285072160533e-06,0.4543964653589128,14848.56918905344,3.474251094752943e-10,7.85001896455432e-08,39.74394939493949
-0.128017301730173,-3.3629150934189056e-05,2.7629610457324816e-05,5.995988905160843e-06,0.45488156204826563,14868.838194905069,3.4718914031866767e-10,7.848379038024244e-08,39.74396539653966
-0.128009300930093,-3.360489952797252e-05,2.761436144282925e-05,5.977453808592159e-06,0.45527905526902634,14881.67990478387,3.470625773914524e-10,7.849096295039744e-08,39.743981398139816
-0.128001300130013,-3.355791589854107e-05,2.7595878080433067e-05,5.9595800230294316e-06,0.45590355554645984,14900.159839529846,3.468209624676527e-10,7.847306563078479e-08,39.743997399739975
-0.127993299329933,-3.35774431050595e-05,2.7584876022501703e-05,5.942415630011411e-06,0.4557694147583373,14902.078126270402,3.4676173136530953e-10,7.849798644378372e-08,39.74401340134013
-0.127985298529853,-3.3503050474337215e-05,2.757432619659994e-05,5.928174949598741e-06,0.4568581105770415,14924.13652025692,3.466121808097439e-10,7.850101640255458e-08,39.74402940294029
-0.12797729772977298,-3.346921425873006e-05,2.7549684375571815e-05,5.910063074932026e-06,0.4571820631923193,14941.21490102295,3.463900764342561e-10,7.848717927192166e-08,39.74404540454045
-0.12796929692969297,-3.3428682939984355e-05,2.7528387875008775e-05,5.896087476475742e-06,0.4575814913580681,14958.156436531584,3.46199336676203e-10,7.847990807609631e-08,39.74406140614062
