pH1,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux
-0.03256285628562858,-0.0026201352712291737,0.0013430327716790202,0.0012771456416766913,0.01778123706690366,190.82827101393562,4.793662963907839e-07,3.0538227389983824e-07,1.739840224909456e-07
-0.03251725172517253,-0.002620625924961928,0.0013431790575708646,0.001277380099477865,0.017754122392299683,190.79654397863268,4.791623251061751e-07,3.0508187087749885e-07,1.7408045422867622e-07
-0.03247164716471648,-0.0026176561615187666,0.0013416923935452019,0.0012759229259733385,0.01776629267270091,191.01206186194986,4.783238882987976e-07,3.0437786357145184e-07,1.7394602472734573e-07
-0.032426042604260435,-0.002612892235305253,0.0013393703455975015,0.001273605929405175,0.017797328948874896,191.35575225965184,4.771645873805258e-07,3.0347014553582627e-07,1.7369444184469956e-07
-0.03238043804380439,-0.002611639058613946,0.0013386983849699163,0.0012729937714204276,0.017789668451220125,191.44870559374985,4.766455185861946e-07,3.029701775847979e-07,1.736753410013967e-07
-0.03233483348334834,-0.0026096322681752326,0.0013376735505872261,0.0012720105105052948,0.01779208355332728,191.59597482000012,4.759884339434853e-07,3.023829661715512e-07,1.736054677719341e-07
-0.032289228922892294,-0.0026099079842794026,0.0013376928951629452,0.001272136039165428,0.017761442705686976,191.5805366425868,4.757474152861234e-07,3.0205950556056195e-07,1.7368790972556144e-07
-0.032243624362436246,-0.0026062744349246714,0.00133589993252059,0.0012703676923653262,0.01777951355751168,191.84497477922275,4.7479883113252157e-07,3.0128761214598574e-07,1.7351121898653583e-07
-0.03219801980198023,-0.0026031921245390777,0.0013343664847766945,0.001268861869567539,0.017793064238854846,192.0705413740388,4.7394848482045156e-07,3.0057886860487425e-07,1.733696162155773e-07
-0.03215241524152418,-0.002603520795219083,0.0013344388576257415,0.0012690140980791131,0.017769136351056654,192.05013273257958,4.737182452698697e-07,3.0026382593176035e-07,1.7345441933810934e-07
-0.03210681068106813,-0.002601920352134357,0.0013336064703821648,0.0012682343800374252,0.01776575617643446,192.16869511791035,4.731416722542293e-07,2.9972926249861883e-07,1.7341240975561048e-07
-0.032061206120612085,-0.0025987663610749223,0.0013320197195838546,0.0012666904779152777,0.01777565215421421,192.4010601549213,4.72280407934398e-07,2.990143364582808e-07,1.7326607147611717e-07
-0.03201560156015604,-0.0025973309570730407,0.0013312691019393696,0.0012659833194774706,0.017773650589261256,192.50822003182677,4.717327465503583e-07,2.9849914557188594e-07,1.7323360097847235e-07
-0.03196999699969999,-0.0025928116693449965,0.0013290878708076548,0.001263784985676475,0.017809289321988962,192.83857223075339,4.706287219917951e-07,2.976327747356264e-07,1.729959472561687e-07
-0.03192439243924394,-0.0025922011043064686,0.001328703081078686,0.0012634786810656884,0.017792067713933445,192.88698882005724,4.702319793114472e-07,2.972131788987911e-07,1.7301880041265612e-07
-0.031878787878787895,-0.002588446979174819,0.0013268525776339857,0.0012616478798366249,0.01781249523587016,193.16402421268978,4.6926823373022934e-07,2.9643582057094224e-07,1.728324131592871e-07
-0.03183318331833185,-0.0025867674134474328,0.0013259592772385531,0.0012608247263761196,0.017804880276022502,193.29082082803924,4.6868182356938585e-07,2.9589672802463345e-07,1.727850955447524e-07
-0.0317875787578758,-0.0025867714639247197,0.0013258828170847892,0.0012608217842104974,0.01778476470461519,193.29363611494242,4.6839965062832797e-07,2.955507677418746e-07,1.7284888288645337e-07
-0.03174197419741975,-0.0025823453599542745,0.001323727103013539,0.0012586616984877619,0.01781643916759401,193.6208077199796,4.6731592122622816e-07,2.946995818696714e-07,1.7261633935655675e-07
-0.031696369636963706,-0.0025811639008281873,0.0013230897884000115,0.0012580810396534137,0.017809069513717884,193.7108018984743,4.668213657063286e-07,2.9422014227339427e-07,1.7260122343293435e-07
-0.03165076507650766,-0.002578696577899109,0.00132183895379967,0.0012568787570614859,0.017812796761412147,193.89561202778208,4.6609667422387555e-07,2.9359564826530927e-07,1.7250102595856628e-07
-0.03160516051605161,-0.0025767072970097615,0.0013208329258773688,0.0012559054438578965,0.017817572113132858,194.0449292893411,4.654573995056754e-07,2.9302606623720464e-07,1.7243133326847078e-07
-0.031559555955595564,-0.00257360855077593,0.0013192817236458154,0.001254394040040907,0.017828098097351162,194.2772030661365,4.6462034984081486e-07,2.923316250203438e-07,1.7228872482047105e-07
-0.03151395139513952,-0.002573876554933463,0.0013193094790082682,0.0012545154601919517,0.017800505830337432,194.2614584663853,4.643890183765545e-07,2.920186921407613e-07,1.7237032623579319e-07
-0.0314683468346835,-0.002570144599431501,0.001317478897242097,0.0012526926381730696,0.01782421389248966,194.54056399778793,4.6343823349830246e-07,2.912542222983642e-07,1.7218401119993825e-07
-0.03142274227422745,-0.0025686935234148223,0.0013167302579049078,0.0012519860390571846,0.017822709717870068,194.65061868991276,4.62900509490443e-07,2.9075001098472495e-07,1.7215049850571808e-07
-0.0313771377137714,-0.002564183326981606,0.0013145197719524049,0.001249781935451777,0.01785232718798867,194.9893571483854,4.6181067413693737e-07,2.898989715253835e-07,1.7191170261155386e-07
-0.031331533153315355,-0.002565109043203506,0.001314862416585072,0.0012502276484676056,0.01781744324964054,194.92420837832003,4.617020712002375e-07,2.896640903671074e-07,1.720379808331301e-07
-0.03128592859285931,-0.0025631471348503965,0.0013138581422609263,0.001249267252655395,0.017818976526539132,195.07351476015015,4.6107397003320146e-07,2.89103796708242e-07,1.7197017332495944e-07
-0.03124032403240326,-0.002561189948252718,0.0013128493216711945,0.001248307016322503,0.01781918127730568,195.22303727981387,4.6044784358312785e-07,2.8854487906041264e-07,1.719029645227152e-07
-0.031194719471947213,-0.0025589847866740456,0.0013117092903840444,0.0012472250846160549,0.017818485420092324,195.39190995601533,4.597764685275902e-07,2.879576932700534e-07,1.7181877525753678e-07
-0.031149114911491166,-0.0025569567770986623,0.0013106863356782128,0.001246237968785202,0.017822703715320527,195.54619750652117,4.5914101045613357e-07,2.873941177737928e-07,1.7174689268234077e-07
-0.03110351035103512,-0.0025518097304910725,0.0013081774579717376,0.0012437253310011442,0.017859710699493627,195.9358008873569,4.57944725413744e-07,2.8647963891376953e-07,1.7146508649997449e-07
-0.03105790579057907,-0.0025504839063899,0.001307481336453975,0.0012430791165995991,0.017855152285065,196.03828736535442,4.574369199103929e-07,2.859967652378272e-07,1.714401546725657e-07
-0.031012301230123024,-0.002549498080540502,0.0013069185802834227,0.0012425872128907223,0.017842392900980313,196.11673667380362,4.5698771421272786e-07,2.8555026602230886e-07,1.71437448190419e-07
-0.030966696669666977,-0.002545103712520813,0.0013047960474850129,0.0012404511319186184,0.017877007920375925,196.45011144250267,4.5593276359656816e-07,2.8472660040310863e-07,1.7120616319345953e-07
-0.03092109210921093,-0.002547851665170242,0.0013059908510939522,0.0012417733934242392,0.017822325563575523,196.24713042022512,4.56150739400233e-07,2.846975478963144e-07,1.7145319150391864e-07
-0.030875487548754882,-0.002543334618351878,0.0013037757987461873,0.0012395683154824422,0.017851189138714262,196.59193209803777,4.5507389995980445e-07,2.838602582308403e-07,1.7121364172896416e-07
-0.030829882988298835,-0.0025417279059496423,0.0013029456971196396,0.001238785158343303,0.017849413383341017,196.71645761952072,4.5451952768177094e-07,2.8334985886316206e-07,1.7116966881860888e-07
-0.030784278427842787,-0.0025407913208397304,0.0013024223178490502,0.0012383255313179742,0.01783825474393503,196.79076880926036,4.5408514444118164e-07,2.829143631270604e-07,1.7117078131412126e-07
