slopeL,slopeH,F_sc,F_yield,fluxD,fluxHR,fluxLR,D_H1_flux,L1_D_flux,potential_H1,F_sc_inv
-0.1959595959595959,0.1515151515151515,-1.8054727147991087e-06,0.0910790254658737,-4.074109865956636,5.489738141610676,-1.415628275637851,-543399.7642477737,-10471.80179872172,0.6270151515151514,-553871.5660464955
-0.1959595959595959,0.0747474747474747,-4.417550201557012e-07,0.0936201739760243,-3.925109793389579,5.3407292335307694,-1.4156194400986877,-2242010.3228536146,-21687.777617410266,0.5502474747474747,-2263698.1004710244
-0.1959595959595959,-0.1111111111111111,-1.5733759971560842e-08,0.2719932967942729,1.8382805971261091,-0.4239108718731756,-1.4143697249200204,-63111387.69291347,-446210.8599769134,0.3643888888888889,-63557598.55289038
-0.1959595959595959,-0.0626262626262626,-2.0539515816716657e-08,0.3533190275848497,1.009487465105659,0.4056641711780138,-1.4151516361882563,-48296979.98901507,-389659.4100559758,0.4128737373737373,-48686639.39907104
-0.1959595959595959,0.1272727272727272,-1.2917097215327588e-06,0.0912840367261453,-4.061784945668805,5.47740895276814,-1.415624006910819,-762770.7232498487,-11397.019959041663,0.6027727272727272,-774167.7432088903
-0.1959595959595959,-0.0464646464646464,-2.3608654812614735e-08,0.3533074986112559,0.5886649418281866,0.8265328732436359,-1.4151978146011823,-41998365.845795915,-358981.82763753115,0.4290353535353535,-42357347.673433445
-0.1959595959595959,-0.1151515151515151,-1.5488008807204213e-08,0.2609121944199367,1.9163535117916208,-0.5021480000354757,-1.4142055114042729,-64114921.75513514,-451157.2320392768,0.3603484848484848,-64566078.9871744
-0.1959595959595959,-0.1919191919191919,-1.2650243720217115e-08,0.1817556129465641,2.750946680081198,-1.3387758299993884,-1.4121708498455172,-78546240.83878644,-503619.55258607696,0.283580808080808,-79049860.39137253
-0.1959595959595959,0.0383838383838383,-1.4500252840052818e-07,0.1030001907035554,-3.438759124449421,4.854359944276041,-1.4156008197463703,-6837997.376714059,-58434.09265856308,0.5138838383838383,-6896431.469372623
-0.1959595959595959,-0.0424242424242424,-2.460361870388471e-08,0.3533003456609527,0.4522934510494707,0.9629330161711884,-1.41522646689466,-40295445.095046766,-348982.5412061126,0.4330757575757575,-40644427.63625288
-0.1959595959595959,0.1555555555555555,-1.9018784271051036e-06,0.0910600341818221,-4.075253767043521,5.490883069389604,-1.4156293026314866,-515409.8607121739,-10386.10276700855,0.6310555555555555,-525795.9634791825
-0.1959595959595959,0.0262626262626262,-9.918280787064384e-08,0.1113437653209742,-3.0750297460754257,4.490597192925851,-1.4155674468475254,-9996471.833054028,-85920.68505475356,0.5017626262626262,-10082392.51810878
-0.1959595959595959,0.0868686868686868,-6.025183880997154e-07,0.0925931158591794,-3.984346447319127,5.399969483115822,-1.415623036095276,-1642476.2482952336,-17224.13554517191,0.5623686868686868,-1659700.3838404054
-0.1959595959595959,0.1353535353535353,-1.4525372514247038e-06,0.0911933879622926,-4.067229208495297,5.482853649569638,-1.4156244409498504,-677462.5665967504,-10987.935460365092,0.6108535353535354,-688450.5020571155
-0.1959595959595959,0.0828282828282828,-5.458154034493801e-07,0.0928805502701854,-3.9676351627095174,5.383258373790046,-1.4156232109900206,-1813638.1212510976,-18483.13014693439,0.5583282828282827,-1832121.251398032
-0.1959595959595959,0.0343434343434343,-1.2751554629989433e-07,0.1052910928524078,-3.333160780178498,4.748739769296211,-1.4155789894807187,-7775766.975301367,-66414.06863326287,0.5098434343434344,-7842181.04393463
-0.1959595959595959,0.0787878787878788,-4.921550177647362e-07,0.0932198328435603,-3.9480459414920377,5.36366548567608,-1.4156195441089972,-2011921.522875638,-19958.6041253792,0.5542878787878788,-2031880.127001017
-0.1959595959595959,0.1313131313131313,-1.3710253185275027e-06,0.0912352810209407,-4.064714252317395,5.480336054305624,-1.4156218019056517,-718204.7791502987,-11176.353704353363,0.6068131313131313,-729381.132854652
-0.1959595959595959,-0.0868686868686868,-1.7604950107945963e-08,0.3506314796492028,1.4259986027991842,-0.0110175104471679,-1.4149810919118175,-56383074.2513103,-419131.59809178376,0.3886313131313131,-56802205.849402085
-0.1959595959595959,-0.0909090909090909,-1.7236476999032393e-08,0.3358035709687025,1.4889657026941552,-0.0740443101917947,-1.4149213924152808,-57593088.62649546,-423407.43915282167,0.384590909090909,-58016496.06564829
-0.1959595959595959,0.1393939393939394,-1.5364780685176295e-06,0.0911580137954395,-4.0693604881999965,5.484981288821437,-1.4156208007506137,-640012.1339024234,-10826.963960382174,0.6148939393939394,-650839.0978628056
-0.1959595959595959,-0.0585858585858586,-2.119515289462521e-08,0.3533123686168657,0.9202577777002848,0.4949205300693187,-1.4151783081472502,-46797405.097876735,-383193.45555883984,0.4169141414141414,-47180598.55343557
-0.1959595959595959,-0.0949494949494949,-1.6893614102233017e-08,0.3218779876695846,1.5533836393313063,-0.1385465672871895,-1.4148370726231152,-58766244.99115093,-427719.8969081002,0.380550505050505,-59193964.88805903
-0.1959595959595959,-0.1797979797979798,-1.292691453374076e-08,0.1838946169468441,2.718948538471148,-1.3067054169395789,-1.4122431217454587,-76856414.03068757,-501566.2816199765,0.2957020202020202,-77357980.31230755
-0.1959595959595959,0.1434343434343434,-1.6230809989402731e-06,0.0911271011066347,-4.071213113195149,5.48684193755172,-1.4156288243697566,-605422.642564764,-10689.554332932858,0.6189343434343434,-616112.1968976968
-0.1959595959595959,0.0909090909090908,-6.620138146239555e-07,0.0923486135248771,-3.9986347890295018,5.41426645098549,-1.415631661896065,-1494392.493298167,-16150.002809759864,0.5664090909090909,-1510542.4961079266
-0.1959595959595959,-0.098989898989899,-1.6573730864203046e-08,0.3086150912854026,1.6201411212855064,-0.2053897244048421,-1.414751396616509,-59904312.04157246,-432132.9142136296,0.3765101010101009,-60336444.95578608
-0.1959595959595959,0.0424242424242424,-1.650471694678504e-07,0.1010923504475629,-3.5303888284857807,4.945972645609462,-1.415583817242149,-6007372.851722281,-51501.124876210306,0.5179242424242424,-6058873.976598492
-0.1959595959595959,-0.0545454545454545,-2.1918090324533567e-08,0.3533119714646216,0.8213345795299629,0.5938453189784205,-1.4151798989663351,-45248421.12294932,-375991.6426405049,0.4209545454545454,-45624412.76558982
-0.1959595959595959,-0.0828282828282828,-1.8001797210424212e-08,0.3533536633442115,1.3633973342086971,0.0516155886796205,-1.4150129229902697,-55135189.47713776,-414819.6864436905,0.3926717171717171,-55550009.16358145
-0.1959595959595959,-0.103030303030303,-1.6274975095840313e-08,0.2958937626694672,1.6897956738661213,-0.2751489980972401,-1.4146466752089877,-61007346.9417081,-436679.4921994959,0.3724696969696969,-61444026.4339076
-0.1959595959595959,0.0303030303030303,-1.123257360235725e-07,0.1080406289340274,-3.2123214869058,4.627888646418608,-1.4155671595921966,-8827132.790064685,-75546.4658285676,0.5058030303030303,-8902679.255893249
