slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield
-0.14163466346634665,-0.00015133520697929725,7.74966066643401e-05,6.381008191880255e-05,0.07927932278983044,3417.145716877144
-0.14162666266626664,-0.0001511987915989721,7.744600223702491e-05,6.373948751448033e-05,0.07938427972244587,3420.1564987733136
-0.14161866186618663,-0.0001510172495926554,7.74044333979873e-05,6.365694243926079e-05,0.079476698906301,3423.735641483947
-0.14161066106610662,-0.00015087440655747741,7.73616833100732e-05,6.35870911278591e-05,0.07957190994532792,3426.73257343367
-0.1416026602660266,-0.00015072928742654312,7.728960672181984e-05,6.351445917651688e-05,0.079649507918945,3430.139257121695
-0.1415946594659466,-0.00015058206048479406,7.724292802890886e-05,6.344061512986165e-05,0.07975776922669599,3433.292457092692
-0.1415866586658666,-0.00015042158750588897,7.72024761204193e-05,6.336636959791697e-05,0.07984699101040194,3436.539094841792
-0.14157865786578658,-0.00015027912814957745,7.717460441369894e-05,6.329649382141866e-05,0.07996215353232054,3439.3782334562593
-0.14157065706570657,-0.00015013901636962146,7.71159706829394e-05,6.322510561673766e-05,0.08005843853547337,3442.5767040031387
-0.14156265626562656,-0.0001499823935233735,7.706375181726344e-05,6.315067040629785e-05,0.08014638692940754,3445.9371906825018
-0.14155465546554657,-0.00014982641634730953,7.698998034300075e-05,6.307418606721349e-05,0.08022479233656288,3449.57739050268
-0.14154665466546656,-0.00014967875996774183,7.697453260391285e-05,6.300606935094599e-05,0.08033468980136174,3452.3310186232065
-0.14153865386538655,-0.00014953979638221426,7.691337258108888e-05,6.293819200631212e-05,0.08040868558899725,3455.528170051335
-0.14153065306530654,-0.0001493876026330554,7.685767516818487e-05,6.285917032600175e-05,0.08053431845133481,3458.957502998623
-0.14152265226522653,-0.00014924352259981788,7.679653229786254e-05,6.279052363233895e-05,0.08060286887442028,3462.2372918041497
-0.14151465146514652,-0.00014909111895633487,7.677822591745098e-05,6.271729009776905e-05,0.0807368056069485,3465.1639362944406
-0.1415066506650665,-0.00014896063694891382,7.671390181940296e-05,6.26475940597171e-05,0.08083805718282622,3468.342822631787
-0.1414986498649865,-0.00014878871196799537,7.666538735406903e-05,6.257877391480093e-05,0.0808653829990953,3471.825936957011
-0.1414906490649065,-0.00014864465792641113,7.6630936561628e-05,6.25079476865853e-05,0.0809839180556895,3474.8338714699994
-0.14148264826482648,-0.00014849668619376644,7.65601754153522e-05,6.243232548053257e-05,0.0810795974250661,3478.391692304441
-0.14147464746474647,-0.00014836157401987293,7.650754582755326e-05,6.236349468724534e-05,0.08118124440236772,3481.4987901706095
-0.14146664666466646,-0.00014822111016599138,7.647183788606071e-05,6.229849715344571e-05,0.08126886541686018,3484.4244199821305
-0.14145864586458645,-0.00014804209463648021,7.644933417338962e-05,6.221534254668981e-05,0.08141503310721687,3487.8841377497893
-0.14145064506450644,-0.00014795018137192528,7.641063476171439e-05,6.21539804659399e-05,0.08157748949867019,3490.2211399488588
-0.14144264426442643,-0.00014780636882960607,7.634733640315972e-05,6.208104132721104e-05,0.08167547795742454,3493.6359474808305
-0.14143464346434645,-0.0001476584582178475,7.63137320802798e-05,6.201111496295653e-05,0.08178635579744052,3496.707610561624
-0.14142664266426644,-0.0001475354116564631,7.626984339026421e-05,6.194523695257637e-05,0.08190811753851478,3499.5565292060346
-0.14141864186418643,-0.0001473844037178651,7.621756827802528e-05,6.187220311981712e-05,0.08200842789477689,3502.9438287883067
-0.14141064106410642,-0.00014721357527491818,7.616852222724901e-05,6.179475738310458e-05,0.08210266334893308,3506.5959346606355
-0.1414026402640264,-0.00014707576387706922,7.612563729253452e-05,6.172560550710138e-05,0.08221890915696634,3509.670815917631
-0.1413946394639464,-0.0001469476603546127,7.606295469031465e-05,6.165936982571729e-05,0.08230709625980549,3512.839614806614
-0.1413866386638664,-0.00014679728789701585,7.602239122661558e-05,6.158977338732718e-05,0.08240504655494618,3516.0575401813303
-0.14137863786378638,-0.0001466527142213181,7.598602387304254e-05,6.151835169365683e-05,0.08253399851009204,3519.1801856712596
-0.14137063706370637,-0.00014652421744187905,7.592094210906453e-05,6.145120276013216e-05,0.0826244406786926,3522.4121642822006
-0.14136263626362638,-0.00014636325053629662,7.585559241363171e-05,6.137759177327062e-05,0.0826922838683711,3526.137417686645
-0.14135463546354637,-0.00014621286108251752,7.58503385043241e-05,6.130389255454283e-05,0.08287437137908678,3528.9912898603466
-0.14134663466346636,-0.00014614892762665477,7.580975496068731e-05,6.124300525645054e-05,0.08309008095335352,3531.052401607071
-0.14133863386338635,-0.00014601161993255118,7.578480098402451e-05,6.117882839307143e-05,0.08320629372619706,3533.8779714467
-0.14133063306330634,-0.00014587593261694565,7.572194724048131e-05,6.111208316861294e-05,0.08328419004781039,3537.194053213794
-0.14132263226322633,-0.0001457313095727386,7.568463284712834e-05,6.104041879106958e-05,0.08341787875929671,3540.3699024969264
-0.14131463146314632,-0.0001455918481099161,7.566386281609994e-05,6.0972057617680875e-05,0.0835672638485686,3543.237453777237
-0.1413066306630663,-0.00014544344935529807,7.560506981008075e-05,6.0899515463397336e-05,0.08366649171380044,3546.752866416108
-0.1412986298629863,-0.00014529128813478565,7.553844368146656e-05,6.083490904296163e-05,0.08369284839943247,3550.3213926658127
-0.1412906290629063,-0.00014513589823650364,7.550707891823549e-05,6.0760646817703545e-05,0.08383601740568918,3553.6145053267974
-0.14128262826282628,-0.00014496115680628918,7.545448508494701e-05,6.0695813620670336e-05,0.08384459323198326,3557.3078947600725
-0.14127462746274627,-0.00014481595948723225,7.541861276649797e-05,6.062586748267762e-05,0.08397332502204838,3560.4871976221234
-0.14126662666266626,-0.00014466883105512807,7.535440990125153e-05,6.055477623490013e-05,0.08405821085658217,3564.0710915647587
-0.14125862586258625,-0.00014453603439790186,7.532769099327652e-05,6.0486661786374185e-05,0.08421553107549866,3566.9649329454155
-0.14125062506250624,-0.0001444179208647256,7.53012464826952e-05,6.041741343043583e-05,0.08440971384923836,3569.6873190330766
-0.14124262426242623,-0.00014428696910329109,7.526009783020982e-05,6.0353810474866876e-05,0.08451669934119793,3572.6933379384413
-0.14123462346234625,-0.00014414223146275162,7.520290637330618e-05,6.028005811509196e-05,0.08463781341576601,3576.2156432237207
-0.14122662266226624,-0.00014399984621604744,7.517356607422698e-05,6.02129616196212e-05,0.08476910959610172,3579.2726252372927
-0.14121862186218623,-0.00014386020110634945,7.51179481710551e-05,6.014442317425761e-05,0.08486850336795049,3582.655430610786
-0.14121062106210622,-0.00014372721760480545,7.50594302871832e-05,6.007581183808952e-05,0.08497576386536729,3585.997200799057
-0.1412026202620262,-0.0001435778721798897,7.503187636359598e-05,6.00060796009938e-05,0.08511743828913788,3589.171536519592
-0.1411946194619462,-0.00014343479776357526,7.496299731712952e-05,5.993667514125889e-05,0.08519292628169174,3592.7996960007467
-0.1411866186618662,-0.00014329021479397852,7.492612806458965e-05,5.986388986611857e-05,0.08534819960441098,3596.0844472898934
-0.14117861786178618,-0.00014314953591565427,7.487734013977843e-05,5.9796568833370145e-05,0.08545228607264026,3599.408251525511
-0.14117061706170617,-0.00014302200318638825,7.480734851128545e-05,5.973328463815264e-05,0.08551349610126392,3602.790394273702
-0.14116261626162618,-0.00014288371690440727,7.47652307069302e-05,5.966279724756163e-05,0.08565648437240397,3606.049936719474
-0.14115461546154617,-0.00014272709759666213,7.473308113503663e-05,5.959357578411151e-05,0.08577764511965877,3609.407862916849
-0.14114661466146616,-0.00014259825604767684,7.467301564645368e-05,5.953033929984031e-05,0.08585557518104883,3612.6957368820426
-0.14113861386138615,-0.00014246427419095653,7.463872746882316e-05,5.9461840890451256e-05,0.08601002578413014,3615.7885824492514
-0.14113061306130614,-0.00014232325536056578,7.45831013375664e-05,5.939350432515589e-05,0.08610971887604525,3619.2562540439153
-0.14112261226122613,-0.0001421968485999514,7.455132319478253e-05,5.933285484993611e-05,0.08623099240413135,3622.1250411642723
-0.14111461146114612,-0.000142062001785348,7.450400825348424e-05,5.9265896320770395e-05,0.08634967161337018,3625.3963988353757
-0.1411066106610661,-0.00014188464439257586,7.44551230553725e-05,5.919066025517061e-05,0.08644665308174332,3629.363218923643
-0.1410986098609861,-0.00014174102861375104,7.436184640141619e-05,5.911782216272421e-05,0.08649795294046152,3633.447666741578
-0.1410906090609061,-0.00014161131176138042,7.434416488649731e-05,5.905575032616461e-05,0.08665380023512868,3636.215186569047
-0.14108260826082608,-0.0001414790639273633,7.431296805293641e-05,5.8991335435854e-05,0.08679475259264795,3639.2304578083167
-0.14107460746074607,-0.00014132747273265522,7.424368040176432e-05,5.891719038819687e-05,0.08689009060043497,3643.141953376265
-0.14106660666066606,-0.0001412110277243528,7.421740833990498e-05,5.885829959328959e-05,0.08703249539545484,3645.819757206636
