slopeL,slopeH,F_t,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1
-0.06666666666666668,0.11666666666666664,0.05254087424577331,1.428051741399713,0.009999301034826734,-16.88961714367788,50.003494999706795,-33.11387799693443,0.4476422910415228
-0.05000000000000002,0.11666666666666664,0.052478307689234845,1.425951005150302,0.009999770654356486,-16.971054396635907,50.0011466774427,-33.03009243495717,0.47097196703466837
-0.033333333333333354,0.11666666666666664,0.05226824865598307,1.4189453471888316,0.009999884783833115,-17.24528331360152,50.00057600632187,-32.75529285502037,0.43220196767303093
-0.01666666666666669,0.11666666666666664,0.05155335931404974,1.3951061887884488,0.010000179021027084,-18.18092465311912,49.99910481942026,-31.81818034923772,0.48138327060811903
0.0,0.11666666666666664,0.049279393831854465,1.3193277286373337,0.009999548425499438,-21.18471208218942,50.00225791315893,-28.817545953586002,0.48510345192966464
0.016666666666666663,0.11666666666666664,0.043720097889098704,1.1340069509410997,0.009999885939036822,-28.755480914159122,50.00057027487942,-21.245089433603276,0.49927572560078387
0.033333333333333326,0.11666666666666664,0.036185026259475235,0.8828448591703875,0.009999670602436714,-40.01757281227354,50.00164699986601,-9.984074271999628,0.49399788705149345
0.04999999999999999,0.11666666666666664,0.03141146171450268,0.7237275472698766,0.009999624016913794,-48.86450049480993,50.001879973614265,-1.1373795038064607,0.4980222605714033
0.06666666666666665,0.11666666666666664,0.026779691638582126,0.5949721241593603,0.009206729808042595,-54.30809967070684,50.00194655418291,4.306153104262275,0.49999607636622945
0.08333333333333331,0.11666666666666664,0.023115079801194774,0.49554752958439574,0.008503766921301961,-58.797472343295,50.00166551652983,8.795806739961524,0.4996391059844183
0.09999999999999998,0.11666666666666664,0.01998017072561098,0.4104978807998545,0.007902303403727159,-63.27269081652619,50.002245851667766,13.270444964248203,0.4986838349979185
0.11666666666666664,0.11666666666666664,0.017523635849358763,0.34384941927190726,0.007431085846599533,-67.28491779759531,50.00199642707793,17.28292128026852,0.4998062377851693
0.1333333333333333,0.11666666666666664,0.015865378391311784,0.2988592088812744,0.007112991881312942,-70.29390843957457,50.0018406507483,20.29206777857766,0.49629576276097
0.14999999999999997,0.11666666666666664,0.014696897463021368,0.2671227134649805,0.0068899134629607775,-72.56985194251713,49.99223037148668,22.577621598949765,0.06883293597176782
0.16666666666666663,0.11666666666666664,0.014075676781110253,0.2502834246473696,0.006770282517205326,-73.85216180909806,49.99622283827089,23.85593898442911,0.08110928656791971
0.1833333333333333,0.11666666666666664,0.013649338081333735,0.2387279641554759,0.006688143460483979,-74.75916193303141,49.99938819112844,24.759773743796824,0.09381316627214217
0.2,0.11666666666666664,0.013169339416356295,0.22570968288795512,0.006595926731667672,-75.80435937509704,50.00061961912116,25.80373964101235,0.10850565241189486
-0.2,0.1333333333333333,0.05258019727638513,1.429357508179152,0.009999455702072753,-16.838255546748186,50.00272161263011,-33.16446611617052,0.4336263035844565
-0.18333333333333335,0.1333333333333333,0.052579282615678166,1.429311169022434,0.009999945922685717,-16.839243331181265,50.00027030787633,-33.1610271370096,0.44432965211647507
-0.16666666666666669,0.1333333333333333,0.0525776815068532,1.4292680409676566,0.00999962915239536,-16.841464371589666,50.001854226132984,-33.16039001585679,0.4876468730185338
-0.15000000000000002,0.1333333333333333,0.052576426275058145,1.4292252247874366,0.009999659310757783,-16.84308897948425,50.0017034287599,-33.15861460025113,0.367934282153956
