slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1
0.1125,-0.1375,2.2189602629020065e-08,2.2189602629020065e-08,5.13876000548398,-0.09729973676542159,0.04864987048702929,0.048649867899690946,0.443611414897255
0.11666666666666667,-0.1375,2.0516995892074403e-08,2.0516995892074403e-08,3.405193654265856,-0.14683452622520576,0.07341726594433595,0.0734172620844653,0.4245159356918812
0.12083333333333333,-0.1375,6.300222697319765e-09,6.300222697319765e-09,2.4043147588140505,-0.20795945969854301,0.1039797300639016,0.10397973114176295,0.40810506771403704
0.125,-0.1375,9.252935017562132e-09,9.252935017562132e-09,1.7716967989970533,-0.28221533222478,0.14110766749990944,0.14110766390020046,0.39334076324656914
0.12916666666666668,-0.1375,4.646909293962466e-09,4.646909293962466e-09,1.3524921709279996,-0.3696879071418948,0.18484395228718142,0.1848439547125018,0.37986766701867936
0.13333333333333333,-0.1375,1.2686388406418477e-08,1.2686388406418477e-08,1.0663308922212615,-0.4688976041722981,0.23444879734083912,0.23444880567335957,0.36756706473156786
0.1375,-0.1375,2.124935556911923e-08,2.124935556911923e-08,0.8660661641810165,-0.5773230967289038,0.2886615398329049,0.28866155717979325,0.35636683679246783
0.14166666666666666,-0.1375,1.506731436214806e-08,1.506731436214806e-08,0.7222192487986231,-0.6923105419168962,0.34615527897085485,0.3461552642791865,0.3461643715051274
0.14583333333333334,-0.1375,2.0981920247480826e-09,2.0981920247480826e-09,0.6159438586886726,-0.8117622935723574,0.4058811484854523,0.4058811469022494,0.33681934885980347
0.15000000000000002,-0.1375,4.821356142926552e-08,4.821356142926552e-08,0.5350797911851904,-0.9344400731877016,0.4672200698460962,0.46722000619594795,0.3281698989082732
0.15416666666666667,-0.1375,1.941781796013786e-08,1.941781796013786e-08,0.47177884496662204,-1.0598186095361228,0.5299092913577965,0.529909320378156,0.3200583300693592
0.15833333333333333,-0.1375,7.895003504488146e-09,7.895003504488146e-09,0.4209054355873411,-1.187915283711618,0.593957635388886,0.5939576486482281,0.3123393005356383
0.1625,-0.1375,2.147641582531837e-09,2.147641582531837e-09,0.3790802996322351,-1.3189817572706488,0.6594908811764526,0.6594908773835826,0.30489021262032123
0.16666666666666669,-0.1375,0.00040119457657278063,0.00040119457657278063,0.35479039250728334,-1.4092828058806646,0.7042416075739553,0.7050411991400658,0.3
0.17083333333333334,-0.1375,0.0017545037848092423,0.0017545037848092423,0.3542125196217785,-1.4115819517906658,0.7040397375180518,0.7075422154222082,0.3
0.175,-0.1375,0.003355175194936923,0.003355175194936923,0.35353508538457346,-1.4142867862771737,0.7037880449442682,0.7104987427767533,0.3
0.17916666666666667,-0.1375,0.005261224230956629,0.005261224230956629,0.3527347836893754,-1.4174955885321623,0.703474360648709,0.7140212290087398,0.3
0.18333333333333335,-0.1375,0.007540745060707744,0.007540745060707744,0.351783002187807,-1.4213307552484764,0.7030866823735273,0.7182440718335563,0.3
0.1875,-0.1375,0.010273585767828844,0.010273585767828844,0.35064717731443307,-1.4259347636247526,0.7026086474047624,0.7233261167929719,0.3
0.19166666666666665,-0.1375,0.01355302071764563,0.01355302071764563,0.34928962992680357,-1.4314767938626716,0.7020199364045929,0.7294568598795657,0.3
0.19583333333333333,-0.1375,0.017487391091502966,0.017487391091502966,0.3476657272283379,-1.4381630423815324,0.7012979839268354,0.7368650584403476,0.3
