slopeL,slopeH,F_slip,F_yield,fluxD,fluxHR,fluxLR,D_H1_flux,L1_D_flux,potential_H1
0.09090909090909088,-0.01414141414141415,0.3537690933498894,0.007550524467876028,-66.22056548860073,49.67552440061217,16.545041088447686,0.41259656480111584,14.446643413990143,0.4613585858585858
0.09494949494949495,-0.01414141414141415,0.3340116398228514,0.007408465922197033,-67.49035566224265,49.68517796025018,17.80517770180831,0.40474236855795187,13.89006680365915,0.4613585858585858
0.09898989898989896,-0.01414141414141415,0.31720077293043086,0.0072874659815873825,-68.61095492771742,49.694559080396026,18.916395847330765,0.39562215269743334,13.415190182992568,0.4613585858585858
0.10303030303030303,-0.01414141414141415,0.30303889727559763,0.007185417825065065,-69.58537585032205,49.70350205216573,19.881873798502518,0.3850178082941558,13.01710795599558,0.4613585858585858
0.10707070707070704,-0.01414141414141415,0.29120281572684403,0.007100030993110149,-70.42222780264234,49.71185945417275,20.710368347730473,0.3729114916022932,12.688508200253535,0.4613585858585858
0.1111111111111111,-0.01414141414141415,0.2813706042137282,0.007029018537236123,-71.13368635369609,49.7195347090146,21.414151644092467,0.35942387579608215,12.420864205707318,0.4613585858585858
0.11515151515151512,-0.01414141414141415,0.27323948576114987,0.006970215677239756,-71.73379177250513,49.726545444846316,22.007246327495984,0.34475999810326846,12.20538644020707,0.4613585858585858
0.11919191919191918,-0.01414141414141415,0.26653597114518346,0.006921679373123572,-72.2368045454296,49.73282895034481,22.503975594374225,0.3291653321782279,12.033625180406325,0.4613585858585858
0.1232323232323232,-0.01414141414141415,0.2610201761536675,0.006881690967468608,-72.65656106393679,49.738439274608524,22.918121789030323,0.3128971232357889,11.897911378946603,0.4613585858585858
0.12727272727272726,-0.01414141414141415,0.2564862040114121,0.006848778923669451,-73.00571467858911,49.74340256360509,23.262312115525273,0.2962039120046139,11.791509587037135,0.4613585858585858
0.13131313131313133,-0.01414141414141415,0.2527601486199098,0.006821697395217222,-73.29554083583615,49.747766265487655,23.54777457009608,0.27931447794274583,11.708676949172313,0.4613585858585858
0.13535353535353534,-0.01414141414141415,0.24969686078841802,0.006799404325619843,-73.53585344465796,49.7515893381562,23.784264106574064,0.26243198373871546,11.644619053335175,0.4613585858585858
0.1393939393939394,-0.01414141414141415,0.24717624355418474,0.006781034058417044,-73.73506690753223,49.75494829789563,23.9801186097441,0.24573186517290038,11.59540133602592,0.4613585858585858
0.14343434343434341,-0.01414141414141415,0.24509954785374477,0.006765878118506137,-73.90023752171378,49.757883644926686,24.142353876618785,0.229361658137551,11.557826102241535,0.4613585858585858
0.14747474747474748,-0.01414141414141415,0.2433859300735213,0.006753358787326334,-74.03723328574064,49.760412763938064,24.27682052192511,0.21344248084791018,11.529322062347537,0.4613585858585858
0.1515151515151515,-0.01414141414141415,0.24196939428175845,0.006742996121488547,-74.15101402867222,49.76261200846056,24.388402020277038,0.19807141978708917,11.507856525352588,0.4613585858585858
0.15555555555555556,-0.01414141414141415,0.2407961562997462,0.006734399451950673,-74.24567009531486,49.76454097991783,24.48112911551616,0.18332347570105814,11.491822586552402,0.4613585858585858
0.15959595959595957,-0.01414141414141415,0.23982241797563356,0.0067272557024895445,-74.32451241824988,49.76621133808344,24.558301080039655,0.16925388319471912,11.479950082312843,0.4613585858585858
0.16363636363636364,-0.01414141414141415,0.23901251511706417,0.006721302730947672,-74.39034068478583,49.76768619175749,24.62265449279662,0.15590085268024187,11.471259783113346,0.4613585858585858
0.16767676767676765,-0.01414141414141415,0.23833739223681502,0.006716336270873824,-74.44534934420567,49.76894837451889,24.67640097017472,0.14328738864757737,11.46497625578957,0.4613585858585858
0.1717171717171717,-0.01414141414141415,0.237773355699312,0.006712179663305573,-74.49145062851184,49.770058737686185,24.721391891174754,0.1314239436050923,11.460518140704753,0.4613585858585858
0.17575757575757572,-0.01414141414141415,0.2373010596168628,0.00670869498180547,-74.53014354567848,49.771020313950544,24.759123232284054,0.1203099825477586,11.457429551667445,0.4613585858585858
0.1797979797979798,-0.01414141414141415,0.23690468394674669,0.006705765076310767,-74.5627075076871,49.771868005901894,24.790839501718764,0.10993607470975493,11.455370872747114,0.4613585858585858
0.1838383838383838,-0.01414141414141415,0.23657126966320097,0.0067032970747341915,-74.59015980143587,49.772607537210185,24.817552263950923,0.10028540087664435,11.454080915792192,0.4613585858585858
0.18787878787878787,-0.01414141414141415,0.23629018171420446,0.006701215616603623,-74.61332817883928,49.77323727398626,24.840090905208484,0.0913353199675811,11.453363088631924,0.4613585858585858
0.19191919191919193,-0.01414141414141415,0.2360526752729998,0.006699448920345966,-74.63300428789351,49.77382881286208,24.85917547541832,0.08305884118069382,11.453089040585418,0.4613585858585858
0.19595959595959594,-0.01414141414141415,0.23585154531345404,0.006697956576174881,-74.64963296095893,49.77430201744636,24.875330943543624,0.07542539657678467,11.45313516795486,0.4613585858585858
0.2,-0.01414141414141415,0.23568084336062026,0.0066966806233362194,-74.66385633772738,49.7747735058971,24.889082831705394,0.0684024508014202,11.453453592055094,0.4613585858585858
-0.2,-0.01010101010101011,1.9454097399358667,0.011401706486466205,8.882831147218937,34.97025352868611,-43.853084675761494,8.405833062601195,30.716206292893983,0.46539898989898987
-0.19595959595959597,-0.01010101010101011,1.9453288738710695,0.01140274387535011,8.874400338922982,34.97469470905819,-43.849095048329836,8.403529518621433,30.71454616408568,0.46539898989898987
-0.19191919191919193,-0.01010101010101011,1.945234827208668,0.011403948715286657,8.864595282333283,34.979867059757694,-43.844462342350084,8.400861456916418,30.713128602090055,0.46539898989898987
