slopeL,slopeH,F,F_sc,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
-0.06666666666666668,0.11666666666666664,0.08031316774846763,0.2889414872108509,0.08031316774846763,-5.5269229751072,6.225629171653118,-0.6987061964779215,0.5950773861324008,3.4324115024712176,0.028496827630455614
-0.05000000000000002,0.11666666666666664,0.08048197016241711,0.29043713332214904,0.08048197016241711,-5.5352233778036855,6.212571573406876,-0.6773481955332902,0.5937366674475577,3.412235760451412,0.030850144444960474
-0.033333333333333354,0.11666666666666664,0.08105300086222554,0.2951023255250071,0.08105300086222554,-5.553820567669336,6.168803063146289,-0.614982495573291,0.5910524883822432,3.3548976017258685,0.03375749687741115
-0.01666666666666669,0.11666666666666664,0.08247585179303037,0.3066018632454064,0.08247585179303037,-5.5889657307480505,6.062380552832664,-0.47341482236648325,0.5847688663715289,3.2261925948735004,0.035366188282336807
0.0,0.11666666666666664,0.08478384561514213,0.3260997008821294,0.08478384561514213,-5.635851732527937,5.897349858912534,-0.261498126938466,0.5732531265636435,3.033275371339582,0.033271446381835226
0.016666666666666663,0.11666666666666664,0.08708873043477511,0.34744705421731564,0.08708873043477511,-5.677252943315775,5.741270971974586,-0.06401802794014144,0.5603836148139203,2.8496750056181233,0.028461354618610494
0.033333333333333326,0.11666666666666664,0.08766004604169517,0.3645770743863279,0.08766004604169517,-5.703852810552908,5.636629781755964,0.06722302906798439,0.5543306921442434,2.7189838128720094,0.023920418512379686
0.04999999999999999,0.11666666666666664,0.08744483647804614,0.37868749545493974,0.08744483647804614,-5.717890502213039,5.572636693513861,0.14525380949071087,0.5398268641838926,2.6198811182509223,0.020818698886268246
0.06666666666666665,0.11666666666666664,0.0873195384789767,0.3946969852573225,0.0873195384789767,-5.726095313041715,5.519409010913471,0.2066863016373106,0.5250647818966285,2.514479799393465,0.019109352163014483
0.08333333333333331,0.11666666666666664,0.08721344544433743,0.41922252324455267,0.08721344544433743,-5.733060968751825,5.440810460144494,0.29225050798133634,0.5185924481777381,2.3668542815691556,0.018513737926905284
0.09999999999999998,0.11666666666666664,0.08706344102958596,0.46525153040666223,0.08706344102958596,-5.742938644521862,5.284036434528993,0.4589022096744928,0.518356269997436,2.1309323861235168,0.018442596320776012
0.11666666666666664,0.11666666666666664,0.08679698191585965,0.5618573474090464,0.08679698191585965,-5.7605689620664595,4.969043285843348,0.7915256756344993,0.5348609690145945,1.7623951347161693,0.01741606578055537
0.1333333333333333,0.11666666666666664,0.08640028255573555,0.762603473808593,0.08640028255573555,-5.787018111864078,4.510808501692022,1.2762096097041045,0.5474945215714412,1.2978335798080018,0.013463882562319934
0.14999999999999997,0.11666666666666664,0.08598436735257103,1.1175690132232705,0.08598436735257103,-5.815010511895653,4.057523353742347,1.7574871578300382,0.5564325066557823,0.8866256919887557,0.008173634198554906
0.16666666666666663,0.11666666666666664,0.08566944834078515,1.5743679359220042,0.08566944834078515,-5.836386362975092,3.749991264058135,2.086395098455708,0.5573789196182808,0.6308543132322038,0.004321224317324344
0.1833333333333333,0.11666666666666664,0.08546853667854704,2.0865276341115466,0.08546853667854704,-5.850106008687936,3.5565594669993637,2.293546542228344,0.5574039798482058,0.47685409438336207,0.0024110654216288347
0.2,0.11666666666666664,0.08534153326869609,2.613649867669078,0.08534153326869609,-5.858812008544081,3.43757534009422,2.4212366698043972,0.5558465602060956,0.38098666926078645,0.0016200495541657937
-0.2,0.1333333333333333,0.07993937879662456,0.28727416044268866,0.07993937879662456,-5.54689856696884,6.254739623042532,-0.7078410560573362,0.6124958620839962,3.4558180789213395,0.025177213029049773
-0.18333333333333335,0.1333333333333333,0.07993919269912267,0.287274408546409,0.07993919269912267,-5.546918206692284,6.254754183989938,-0.7078359773072757,0.6131080812507075,3.4557903899110336,0.025201895687739152
-0.16666666666666669,0.1333333333333333,0.07993882425708745,0.28727412254396556,0.07993882425708745,-5.546956096471304,6.254783012546433,-0.7078269159208775,0.6126490871442274,3.455761844935895,0.025233906245822085
-0.15000000000000002,0.1333333333333333,0.07993790458572102,0.28727314086757444,0.07993790458572102,-5.547045490372041,6.254854972657796,-0.7078094822396784,0.612929671542381,3.4557019188898845,0.025305727630659226
