slopeH,NADPH_flux,NAD_flux,Fd_flux,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,FeS_H1_pot,S_FAD_mid_pot
-0.1732773277327733,-0.00868649437387603,0.004606426990134693,0.004080040617398195,-0.01737296198140892,1.380882261221652e-05,1.3456536007963156e-05,3.5228660425336376e-07,-0.1332773277327733,-0.3065546554655466
-0.17325732573257327,-0.008689437980507364,0.004607898157294343,0.004081530079259599,-0.017378866217061306,1.380639128185669e-05,1.345405891672617e-05,3.5233236513052056e-07,-0.13325732573257326,-0.30651465146514656
-0.17323732373237324,-0.008704023997609056,0.0046154901851238606,0.004088472304270674,-0.01740798648700359,1.3822387192221001e-05,1.3469538576702366e-05,3.52848615518635e-07,-0.13323732373237324,-0.3064746474647465
-0.17321732173217322,-0.008698238927834723,0.004612377429779713,0.004085884002576368,-0.017396500360190803,1.3806167785095387e-05,1.3453625149685136e-05,3.525426354102513e-07,-0.1332173217321732,-0.30643464346434646
-0.17319731973197322,-0.008695313822187245,0.004610767741411337,0.004084635464299158,-0.01739071702789774,1.3794473347109329e-05,1.344212129034271e-05,3.5235205676661897e-07,-0.1331973197319732,-0.30639463946394646
-0.1731773177317732,-0.008715233460534932,0.004621170019676768,0.0040940793246235785,-0.01743048280483528,1.3818905816732191e-05,1.3465821251724334e-05,3.5308456500785694e-07,-0.1331773177317732,-0.3063546354635464
-0.17315731573157317,-0.008705084368969551,0.0046157444691310445,0.004089421881243727,-0.017410250719344322,1.3795726602136839e-05,1.3443126095574002e-05,3.5260050656283704e-07,-0.13315731573157316,-0.30631463146314636
-0.17313731373137314,-0.008729405188418582,0.004628472842291842,0.004100940153514587,-0.01745881818422501,1.3827108089423639e-05,1.3473596743603296e-05,3.53511345820343e-07,-0.13313731373137314,-0.3062746274627463
-0.17311731173117312,-0.008730982509860041,0.004629235784326724,0.004101802814148403,-0.01746202110833517,1.3822556462274884e-05,1.3469052684227745e-05,3.535037780471391e-07,-0.1331173117311731,-0.30623462346234626
-0.1730973097309731,-0.008736591652194647,0.004632109874673773,0.004104535413376409,-0.01747323694024483,1.382430912363165e-05,1.3470651648507717e-05,3.536574751239333e-07,-0.13309730973097308,-0.3061946194619462
-0.1730773077307731,-0.008732523454483498,0.004629905675383128,0.004102762122181414,-0.01746519125204804,1.3810876632717748e-05,1.345745376128188e-05,3.534228714358674e-07,-0.1330773077307731,-0.3061546154615462
-0.17305730573057307,-0.0087603456530303,0.004644454464132863,0.004115905626168592,-0.017520705743331755,1.3847665924104692e-05,1.3493192055758583e-05,3.5447386834610976e-07,-0.13305730573057306,-0.30611461146114616
-0.17303730373037304,-0.00877505866802153,0.004652127656074256,0.004122913560337116,-0.0175500998844329,1.386376597922003e-05,1.3508770452296203e-05,3.549955269238267e-07,-0.13303730373037304,-0.3060746074607461
-0.17301730173017302,-0.008762541463184448,0.004645453588874915,0.0041171507050565825,-0.017525145757115945,1.383691889418231e-05,1.3482501366583237e-05,3.5441752759907347e-07,-0.133017301730173,-0.30603460346034606
-0.17299729972997302,-0.00877661418675757,0.004652784203601712,0.004123861900279691,-0.017553260290638972,1.385202752584416e-05,1.3497113043140388e-05,3.5491448270377215e-07,-0.132997299729973,-0.30599459945994606
-0.172977297729773,-0.0087785421785469,0.0046537180373729115,0.004124871729985324,-0.017557131945905136,1.3847957255387206e-05,1.3493037204273578e-05,3.5492005111362754e-07,-0.132977297729773,-0.305954595459546
-0.17295729572957297,-0.008795156304145735,0.004662398316021665,0.004132799208163451,-0.01759035382833085,1.386710290282064e-05,1.351158184944373e-05,3.5552105337691045e-07,-0.13295729572957296,-0.30591459145914596
-0.17293729372937294,-0.008789176531763587,0.004659161669422929,0.004130088121107489,-0.017578426322294005,1.385054950098937e-05,1.3495342778284925e-05,3.552067227044443e-07,-0.13293729372937294,-0.3058745874587459
-0.17291729172917292,-0.00882377253523714,0.004677314694193413,0.0041464454022217545,-0.017647532631652307,1.3897944556513526e-05,1.354141155210865e-05,3.565330044048756e-07,-0.1329172917291729,-0.30583458345834585
-0.17289728972897292,-0.008818760906123657,0.00467457435232177,0.004144186984975207,-0.017637522243420634,1.388291487748958e-05,1.3526656671347462e-05,3.562582061421174e-07,-0.1328972897289729,-0.30579457945794586
-0.1728772877287729,-0.008822757299398631,0.004676624711454025,0.004146185829955407,-0.017645567840808063,1.3882144118120377e-05,1.352579490756817e-05,3.563492105522069e-07,-0.13287728772877289,-0.3057545754575458
-0.17285728572857287,-0.00882251038106574,0.004676398453266728,0.004146166452981603,-0.01764507528731407,1.3874626317582688e-05,1.3518359192955398e-05,3.562671246272898e-07,-0.13285728572857286,-0.30571457145714576
-0.17283728372837284,-0.008851660464586075,0.004691674567084192,0.004159964023826568,-0.017703299055496835,1.3913336022015922e-05,1.3555963427374303e-05,3.573725946416195e-07,-0.13283728372837283,-0.3056745674567457
-0.17281728172817282,-0.008840730343791847,0.004685834283344903,0.004154934053645976,-0.017681498680782726,1.3889037014501236e-05,1.3532177449728746e-05,3.5685956477249e-07,-0.1328172817281728,-0.30563456345634565
-0.17279727972797282,-0.008856346205050158,0.004693990646114088,0.004162387142305546,-0.017712723993469792,1.390650010425595e-05,1.3549080204166849e-05,3.5741990008910187e-07,-0.1327972797279728,-0.30559455945594566
-0.1727772777277728,-0.008861996866386335,0.004696886415587187,0.004165148216217274,-0.017724031498190795,1.3908276045540694e-05,1.3550698688142357e-05,3.5757735739833725e-07,-0.13277727772777279,-0.3055545554555456
-0.17275727572757277,-0.008872014622667734,0.004702066141112127,0.004169951858613574,-0.017744032622393435,1.3916842742339006e-05,1.3558933197892238e-05,3.5790954444676784e-07,-0.13275727572757276,-0.30551455145514556
-0.17273727372737274,-0.008884030694758849,0.004708306024850728,0.004175702692053029,-0.017768039411662606,1.3928582921825042e-05,1.357025915964031e-05,3.5832376218473115e-07,-0.13273727372737273,-0.3054745474547455
-0.17271727172717272,-0.008876333256893076,0.0047041876993692,0.004172209485056477,-0.017752730441318754,1.3909465493447145e-05,1.3551521469546146e-05,3.579440239009988e-07,-0.1327172717271727,-0.30543454345434545
-0.17269726972697272,-0.008901112732488059,0.004717166797382433,0.004183954974180004,-0.017802234504050496,1.3941178668468977e-05,1.3582306077528177e-05,3.588725909408003e-07,-0.1326972697269727,-0.30539453945394546
-0.1726772677267727,-0.008889913137110739,0.004711190885871019,0.004178809485047896,-0.017779913508029654,1.3916573418180785e-05,1.3558221707764597e-05,3.5835171041618814e-07,-0.13267726772677269,-0.3053545354535454
-0.17265726572657267,-0.008896715742196193,0.004714694290187893,0.004182108770159676,-0.017793518802543762,1.3920112545587725e-05,1.3561557175648968e-05,3.585553699387569e-07,-0.13265726572657266,-0.30531453145314535
-0.17263726372637264,-0.008918334325997535,0.004725977713906815,0.004192355778985357,-0.017836667818889707,1.3946767255988071e-05,1.3587412200970741e-05,3.593550550173299e-07,-0.13263726372637263,-0.3052745274527453
-0.17261726172617262,-0.008908441356879848,0.004720682371157636,0.00418781672380808,-0.017816940451845564,1.3924212936199098e-05,1.3565326113794418e-05,3.588868224046809e-07,-0.1326172617261726,-0.30523452345234525
-0.17259725972597262,-0.00895484166629501,0.0047450419390582255,0.004209718755868508,-0.017909602361221744,1.398958212391209e-05,1.3628896812115925e-05,3.606853117961656e-07,-0.1325972597259726,-0.30519451945194526
-0.1725772577257726,-0.008919030532609895,0.0047261211971108,0.004193025375701209,-0.017838177105421904,1.3926636288841201e-05,1.3567460776708798e-05,3.591755121324031e-07,-0.13257725772577258,-0.3051545154515452
-0.17255725572557257,-0.008953288824059769,0.004744071058999211,0.004209220137921799,-0.017906580020980778,1.3972977761102975e-05,1.3612493126641286e-05,3.6048463446168816e-07,-0.13255725572557256,-0.30511451145114515
-0.17253725372537254,-0.008936356639267728,0.004735080805199132,0.004201369148302048,-0.01787280659276891,1.393945854432335e-05,1.357972532659841e-05,3.5973321772493974e-07,-0.13253725372537253,-0.3050745074507451
-0.17251725172517252,-0.008952247912176858,0.004743375846802067,0.004208956332916403,-0.017904580091895328,1.3957198063927239e-05,1.3596893004076103e-05,3.6030505985113555e-07,-0.1325172517251725,-0.30503450345034505
-0.17249724972497252,-0.008957597931939176,0.004746095807522721,0.004211563859458423,-0.01791525759892032,1.3958397996809662e-05,1.3597947897869389e-05,3.6045009894027286e-07,-0.1324972497249725,-0.30499449944994506
-0.1724772477247725,-0.008982940971634434,0.004759359355849924,0.004223569598929,-0.017965869926413358,1.3990740149864322e-05,1.3629340466322506e-05,3.613996835418159e-07,-0.13247724772477248,-0.304954495449545
-0.17245724572457247,-0.00897974876789931,0.004757605232500239,0.00422218829160137,-0.01795954229200092,1.3978709687746653e-05,1.3617506247288605e-05,3.612034404580481e-07,-0.13245724572457246,-0.30491449144914495
-0.17243724372437244,-0.008992553467891184,0.004764267466384808,0.00422831228203524,-0.017985133216311233,1.3991537115326791e-05,1.3629887467068244e-05,3.6164964825854723e-07,-0.13243724372437243,-0.3048744874487449
-0.17241724172417242,-0.009005055413965124,0.004770760979988964,0.004234286942620402,-0.01801010333657449,1.4003854289899842e-05,1.3641771266951022e-05,3.620830229488208e-07,-0.1324172417241724,-0.30483448344834485
-0.17239723972397242,-0.008998704720895034,0.004767333774189808,0.0042314053427003895,-0.017997443837785232,1.3986860717791451e-05,1.3625102209228913e-05,3.617585085625378e-07,-0.1323972397239724,-0.30479447944794485
