slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.08656865686568657,-4.453054482667085e-05,2.2575068811647725e-05,2.195493007040028e-05,0.00984727406427903,-8.906054370871885e-05,1.2712938389533327e-07,5.805888727548961e-09,1.213234951677843e-07,-0.13313731373137314
-0.08654865486548656,-4.44568760826769e-05,2.253849922340123e-05,2.19184499916647e-05,0.009862164373958135,-8.891382529774283e-05,1.271145436953262e-07,5.802769583248953e-09,1.2131177411207722e-07,-0.1330973097309731
-0.08652865286528653,-4.4386922027683795e-05,2.2503246967175983e-05,2.188328520102978e-05,0.009876315715751339,-8.877345419588956e-05,1.271067953503895e-07,5.799976281074176e-09,1.2130681906931532e-07,-0.13305730573057306
-0.08650865086508652,-4.4314679996659834e-05,2.2467229172207226e-05,2.1847410043518423e-05,0.009890138211235433,-8.862931921238548e-05,1.270944235066105e-07,5.79697234245215e-09,1.2129745116415835e-07,-0.13301730173017304
-0.0864886488648865,-4.424415799064718e-05,2.2432023172314075e-05,2.1812271308263576e-05,0.009904827580704084,-8.848845247122483e-05,1.2708631293902075e-07,5.794164577120302e-09,1.2129214836190044e-07,-0.132977297729773
-0.08646864686468647,-4.417360314334928e-05,2.2396515277023354e-05,2.1776763136527322e-05,0.009920653290016223,-8.834688155689996e-05,1.270762027319888e-07,5.7912656749319415e-09,1.2128493705705688e-07,-0.13293729372937294
-0.08644864486448646,-4.410384140385304e-05,2.2361524386838028e-05,2.1741861652602168e-05,0.009934913281668982,-8.820722744329323e-05,1.2706870628071588e-07,5.7884873396078265e-09,1.2128021894110806e-07,-0.1328972897289729
-0.08642864286428643,-4.4033579541746803e-05,2.2326178395815077e-05,2.170657405042853e-05,0.009949834403261602,-8.806633198799041e-05,1.2705888248936264e-07,5.785604023279528e-09,1.2127327846608311e-07,-0.13285728572857286
-0.08640864086408642,-4.396220781188731e-05,2.2290762018428723e-05,2.1671258589206488e-05,0.009964356149863282,-8.792422841952252e-05,1.2704833208468506e-07,5.78268916071856e-09,1.212656429239665e-07,-0.13281728172817284
-0.0863886388638864,-4.388951536782315e-05,2.2254514774999734e-05,2.1635186664870076e-05,0.009978035130872679,-8.777921680769296e-05,1.2703274665704507e-07,5.779545258154832e-09,1.2125320139889023e-07,-0.13277727772777279
-0.08636863686368637,-4.382244837586313e-05,2.222067261925531e-05,2.1601242978119828e-05,0.009994947292162212,-8.764436397323827e-05,1.2703055556849007e-07,5.777012831487103e-09,1.2125354273700298e-07,-0.13273727372737273
-0.08634863486348636,-4.3749193892494986e-05,2.218403130882507e-05,2.156486364768284e-05,0.010007446171197991,-8.74980888490029e-05,1.2701206199975278e-07,5.773739452590373e-09,1.2123832254716242e-07,-0.1326972697269727
-0.08632863286328633,-4.368046710112594e-05,2.2149561075934798e-05,2.1530352051879476e-05,0.010023864307413408,-8.736038022894022e-05,1.2700568741390185e-07,5.771017656244971e-09,1.2123466975765687e-07,-0.13265726572657266
-0.08630863086308632,-4.3608672669392945e-05,2.2113992386607606e-05,2.1494962434642773e-05,0.010037460336816864,-8.721762749064332e-05,1.2699268347372596e-07,5.767996548737003e-09,1.2122468692498896e-07,-0.13261726172617264
