pH1,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux
-0.19984038403840387,-0.29223611342517586,0.14901053919683704,0.1432255762054564,0.013997539565437943,1.7109452779409826,0.00137137067127364,0.0013573435150274302,1.4027156246209774e-05
-0.19979477947794783,-0.292168149392964,0.14897282396775324,0.14319532672891433,0.013982727016472074,1.711343279283881,0.0013695423991485498,0.001355518990002109,1.4023409146440872e-05
-0.19974917491749178,-0.2921111934074361,0.14894072744684905,0.14317046755472496,0.013967934098433617,1.7116769569945116,0.0013677679772642604,0.0013537477876363665,1.402018962789401e-05
-0.19970357035703573,-0.29204537450374346,0.14890411747818888,0.1431412605086182,0.013953157960870566,1.7120627158297257,0.0013659542945033125,0.0013519377503337586,1.4016544169553915e-05
-0.19965796579657968,-0.2919823859854489,0.14886895120640986,0.14311343592794445,0.013938388334248914,1.7124320610257857,0.00136415611557805,0.0013501430821773073,1.4013033400742668e-05
-0.19961236123612364,-0.29191508712683856,0.14883159296754656,0.14308349447616542,0.013923636020969736,1.7128268519789553,0.0013623400708039299,0.0013483307559091422,1.4009314894787631e-05
-0.1995667566756676,-0.2918669747985092,0.14880402379093738,0.14306295259162494,0.013908906203284208,1.7131091963671043,0.0013606157579440837,0.001346609241270125,1.4006516673958603e-05
-0.19952115211521154,-0.29179613833498763,0.1487648728638007,0.1430312685370918,0.013894188330219041,1.7135250665971387,0.001358787724570185,0.0013447850976080766,1.400262696210843e-05
-0.1994755475547555,-0.2917301142909281,0.1487281770522415,0.14300193833391228,0.013879479800243394,1.7139128755244442,0.0013569843923431958,0.0013429854250711559,1.3998967272039816e-05
-0.19942994299429945,-0.29166841050796677,0.14869369138862965,0.14297472164526015,0.013864793516359209,1.71427545740775,0.0013552034053020683,0.0013412078909091458,1.399551439292255e-05
-0.1993843384338434,-0.2916014875464441,0.14865654727914546,0.14294494223597587,0.013850116785983422,1.7146688877317504,0.0013534004186747733,0.001339408608497616,1.3991810177157235e-05
-0.19933873387338735,-0.2915358552592551,0.1486200652285632,0.14291579078103012,0.013835454784842528,1.7150549077811637,0.0013516056892210772,0.0013376175220811077,1.3988167139969444e-05
-0.1992931293129313,-0.2914759451104345,0.14858650537349405,0.1428894399908751,0.013820809684266404,1.7154074227043303,0.001349839716017433,0.0013358549182141096,1.3984797803323571e-05
-0.19924752475247526,-0.2914061774556984,0.14854792672007022,0.14285825278588526,0.01380618302854755,1.7158181154793102,0.001348030341740514,0.001334049387041791,1.3980954698722836e-05
-0.1992019201920192,-0.2913525478728616,0.14851757657003617,0.1428349718023485,0.013791567622701588,1.7161339525665047,0.0013462978275798358,0.0013323199425775943,1.39778850022416e-05
-0.19915631563156316,-0.29128296715522595,0.14847910108514384,0.1428038673451404,0.013776968497566449,1.716543894718022,0.001344493821071732,0.0013305197716534834,1.3974049418248704e-05
-0.19911071107110712,-0.29122515944040117,0.14844663028001293,0.14277852990556106,0.013762383095342333,1.7168846274170775,0.0013427463824275889,0.001328775604811878,1.397077761571075e-05
-0.19906510651065107,-0.29116014006444857,0.1484104871098566,0.14274965252764704,0.013747810807377962,1.7172680307679271,0.0013409678949572893,0.001327000735583119,1.3967159374170186e-05
-0.19901950195019502,-0.2911027015048262,0.14837821453843958,0.14272448744611888,0.01373325889897934,1.7176068686525563,0.0013392265191666344,0.0013252626151644537,1.3963904002180769e-05
-0.19897389738973897,-0.29103770825469155,0.14834209416123656,0.1426956141537894,0.013718718193060113,1.7179904382376987,0.0013374525816637179,0.0013234922963735263,1.3960285290191622e-05
-0.19892829282928295,-0.29097765833199674,0.1483084979847007,0.14266916007693342,0.013704193300761433,1.7183449859982143,0.0013357035667847632,0.0013217466641631005,1.3956902621662585e-05
-0.1988826882688269,-0.29092197153062216,0.1482771301492889,0.14264484105344444,0.013689683843131331,1.718673903009548,0.0013339767378065261,0.0013200230088704537,1.3953728936072364e-05
-0.19883708370837086,-0.29085479511915935,0.1482399106345227,0.14261488413029877,0.013675189311770728,1.7190708514869855,0.0013321994117704518,0.001318249408838107,1.3950002932344651e-05
-0.1987914791479148,-0.2907904650086266,0.14820414850291996,0.14258631845270187,0.013660715195545292,1.7194511460727757,0.0013304373545647648,0.0013164909416439473,1.3946412920817498e-05
-0.19874587458745877,-0.29071662948035737,0.14816354160724643,0.14255308777397024,0.013646243622646605,1.7198878542964071,0.001328634070218836,0.001314691703890771,1.3942366328065055e-05
-0.19870027002700272,-0.29066144911141123,0.14813244778831347,0.1425289999268129,0.013631790500616773,1.720214368742459,0.0013269182576684448,0.0013129790440186756,1.3939213649769219e-05
-0.19865466546654667,-0.2906023986259214,0.14809938911498932,0.142503010071944,0.013617360318218195,1.7205639109710091,0.0013251869103313265,0.001311251035734858,1.3935874596468372e-05
-0.19860906090609062,-0.29053498347310835,0.14806207067400834,0.1424729144474708,0.013602941104205053,1.720963143937146,0.00132341961682706,0.0013094874833740446,1.393213345301539e-05
-0.1985634563456346,-0.2904638305175524,0.14802285158643969,0.14244098134015504,0.013588536293206938,1.721384714357202,0.0013216375481823017,0.0013077093356684102,1.3928212513891607e-05
-0.19851785178517856,-0.2904069101785467,0.14799088821351347,0.14241602296205746,0.013574143332478677,1.7217221134107754,0.0013199224355112278,0.001305997462678807,1.3924972832420746e-05
-0.1984722472247225,-0.2903462377328765,0.1479570176204632,0.14238922047117408,0.013559766268284184,1.7220818964118998,0.0013181924132646236,0.0013042708604602909,1.3921552804332769e-05
