slopeL,slopeH,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,dG
-0.19191919191919193,0.1232323232323232,1.6076102403368084,0.010001419094304539,-9.94610663298252,49.992905535063166,-40.046798902451826,0.4232323232323232,-2.0784630905011623
-0.1878787878787879,0.1232323232323232,1.597485149983746,0.0100014019524969,-10.33344317879606,49.99299121835519,-39.65954804307503,0.4232323232323232,-2.0625208248666556
-0.18383838383838386,0.1232323232323232,1.586927438418812,0.010001385450849233,-10.737780417282238,49.993073705111115,-39.25529328832248,0.4232323232323232,-2.0462909043148128
-0.17979797979797982,0.1232323232323232,1.576038234593672,0.010001369697437356,-11.155306536761358,49.99315244951688,-38.83784591516233,0.4232323232323232,-2.0298735280388707
-0.17575757575757578,0.1232323232323232,1.5649312908800557,0.010001357364197059,-11.581707390993799,49.99321410056931,-38.41150670865382,0.4232323232323232,-2.0133783953687523
-0.1717171717171717,0.1232323232323232,1.553727704688152,0.010001337821880917,-12.012382760706316,49.99331178694244,-37.98092902307007,0.4232323232323232,-1.9969195961238133
-0.1676767676767677,0.1232323232323232,1.5425498510478073,0.010001329381417538,-12.442626409524678,49.993353976784924,-37.550727566535066,0.4232323232323232,-1.9806099354250915
-0.16363636363636364,0.1232323232323232,1.5315151162585845,0.010001306794950194,-12.867952827241155,49.9934668784945,-37.125514052252306,0.4232323232323232,-1.9645552489416638
-0.15959595959595962,0.1232323232323232,1.5207300538040291,0.01000128865779029,-13.28421624158473,49.99355754217805,-36.709341298759234,0.4232323232323232,-1.9488492716130534
-0.15555555555555556,0.1232323232323232,1.5102855090368374,0.010001273178570327,-13.687880332016263,49.99363491875502,-36.305754584302754,0.4232323232323232,-1.9335695351437585
-0.15151515151515152,0.1232323232323232,1.5002530964797336,0.010001267583760014,-14.07612168672813,49.99366288469429,-35.91754119754239,0.4232323232323232,-1.9187746065658715
-0.14747474747474748,0.1232323232323232,1.4906832040592797,0.01000125637260007,-14.446956859243159,49.99371892553121,-35.54676206749875,0.4232323232323232,-1.9045027821062777
-0.14343434343434344,0.1232323232323232,1.4816044875054317,0.010001237901142126,-14.799218101550608,49.99381126001788,-35.194593159219814,0.4232323232323232,-1.8907721573789684
-0.1393939393939394,0.1232323232323232,1.4730246463079988,0.010001224365008225,-15.132526669385939,49.993878923975906,-34.861352255442064,0.4232323232323232,-1.8775818444707824
-0.13535353535353536,0.1232323232323232,1.4649321628996521,0.010001213132487797,-15.447272676045102,49.993935073471086,-34.54666239711776,0.4232323232323232,-1.8649140165966953
-0.13131313131313133,0.1232323232323232,1.4572986444061018,0.010001211282481964,-15.744492247651834,49.993944320721155,-34.249452073834924,0.4232323232323232,-1.8527364346252724
-0.1272727272727273,0.1232323232323232,1.4500814228210204,0.01000119348585861,-16.025835768546614,49.99403328316011,-33.9681975139457,0.4232323232323232,-1.8410051355830586
-0.12323232323232325,0.1232323232323232,1.4432261237985815,0.01000119168062376,-16.293328560470897,49.99404230596686,-33.70071374725814,0.4232323232323232,-1.8296670230289316
-0.11919191919191921,0.1232323232323232,1.436668989802349,0.010001189410389424,-16.54944910221367,49.9940536545598,-33.44460455386111,0.4232323232323232,-1.8186621736296709
-0.11515151515151516,0.1232323232323232,1.4303388197694977,0.010001181501326315,-16.796960481105074,49.99409319006031,-33.197132711351934,0.4232323232323232,-1.8079257491917997
-0.11111111111111112,0.1232323232323232,1.4241584568777876,0.010001180337593037,-17.038840830944253,49.994099008323225,-32.95525817783457,0.4232323232323232,-1.797389466578466
-0.10707070707070708,0.1232323232323232,1.4180458097048418,0.010001172000500793,-17.278317772095846,49.99414068420725,-32.71582291211318,0.4232323232323232,-1.7869826276486322
-0.10303030303030304,0.1232323232323232,1.411914431275837,0.01000116641723898,-17.51876193016888,49.994168593005725,-32.47540666480611,0.4232323232323232,-1.7766327440057312
-0.098989898989899,0.1232323232323232,1.4056737055450674,0.010001157363043066,-17.763749025017063,49.99421385416932,-32.23046482971716,0.4232323232323232,-1.7662658120603518
-0.09494949494949496,0.1232323232323232,1.3992287051918126,0.010001157451731631,-18.017006221502925,49.99421341148582,-31.9772071892344,0.4232323232323232,-1.7558063033269538
-0.09090909090909093,0.1232323232323232,1.392479792644553,0.010001159856844114,-18.282497936150193,49.99420138798937,-31.711703452531175,0.4232323232323232,-1.7451769378665511
-0.08686868686868687,0.1232323232323232,1.385322039758281,0.01000116016923594,-18.564414270858663,49.994199826516606,-31.429785556101848,0.4232323232323232,-1.734298308337445
-0.08282828282828283,0.1232323232323232,1.3776445441278085,0.010001159708287547,-18.867196415190335,49.994202130671724,-31.127005716029824,0.4232323232323232,-1.7230884196349858
-0.0787878787878788,0.1232323232323232,1.3693297240629196,0.010001153803981111,-19.195592806690797,49.99423164546151,-30.79863883914662,0.4232323232323232,-1.7114622069511536
-0.07474747474747476,0.1232323232323232,1.3602526783822055,0.010001147670558779,-19.554663352655012,49.994262305175596,-30.439598953578166,0.4232323232323232,-1.6993310933982906
-0.07070707070707072,0.1232323232323232,1.350280705045317,0.010001153622010898,-19.94981401541021,49.99423255486364,-30.044418540307387,0.4232323232323232,-1.6866026479018037
-0.06666666666666668,0.1232323232323232,1.3392730813670142,0.010001159431498043,-20.38688369794427,49.99420351424484,-29.607319816956025,0.4232323232323232,-1.6731804041530294
-0.06262626262626264,0.1232323232323232,1.3270812181644074,0.010001148909979109,-20.872120608623632,49.99425610996702,-29.122135501460754,0.4232323232323232,-1.6589639006169947
-0.0585858585858586,0.1232323232323232,1.3135493106914697,0.010001148389983542,-21.41208451271028,49.9942587091919,-28.582174196910522,0.4232323232323232,-1.6438490008930384
-0.054545454545454564,0.1232323232323232,1.2985156178786093,0.010001147943077967,-22.013790892460705,49.99426094276661,-27.980470051615068,0.4232323232323232,-1.6277285498977072
-0.050505050505050525,0.1232323232323232,1.2818145100795044,0.010001141944275255,-22.68459065911256,49.994290929393635,-27.309700272629094,0.4232323232323232,-1.6104934165201965
-0.046464646464646486,0.1232323232323232,1.2632794348115444,0.01000114789414891,-23.432061458092406,49.994261187204046,-26.56219973072419,0.4232323232323232,-1.5920339671753867
-0.04242424242424245,0.1232323232323232,1.2427469660532517,0.010001142054601845,-24.264062327591517,49.99429037901451,-25.730228051515304,0.4232323232323232,-1.5722420119296268
-0.03838383838383841,0.1232323232323232,1.220062132024319,0.010001151869244664,-25.188393107629537,49.994241316965855,-24.805848209607916,0.4232323232323232,-1.5510132695838779
-0.03434343434343434,0.1232323232323232,1.1950852708355417,0.010001151028818113,-26.21288154125523,49.99424551870905,-23.781363976569452,0.4232323232323232,-1.5282504193853914
-0.030303030303030304,0.1232323232323232,1.167700748383579,0.01000115295119655,-27.34494408131414,49.99423590793249,-22.6492918279311,0.4232323232323232,-1.5038668496277536
-0.026262626262626265,0.1232323232323232,1.1378279829826405,0.01000114596869229,-28.591478357543252,49.99427081327727,-21.402792455350337,0.4232323232323232,-1.477791276403352
-0.022222222222222227,0.1232323232323232,1.1054353193702011,0.01000114050591769,-29.95838941528754,49.994298119776246,-20.03590870636472,0.4232323232323232,-1.4499734736148484
-0.018181818181818188,0.1232323232323232,1.07055729620663,0.010001147771469421,-31.450196338180305,49.99426180077716,-18.544065463576487,0.4232323232323232,-1.4203913831808184
-0.01414141414141415,0.1232323232323232,1.033315611793637,0.010001146799793735,-33.0695794702298,49.994266658912565,-16.924687187919247,0.4232323232323232,-1.3890597968434655
-0.01010101010101011,0.1232323232323232,0.9939434224738356,0.010001138993041513,-34.816540045398256,49.9943056834272,-15.177765637916817,0.4232323232323232,-1.356040528759931
-0.006060606060606072,0.1232323232323232,0.9528113307598747,0.010001147133939865,-36.687618507445706,49.99426498875925,-13.306646480161735,0.4232323232323232,-1.321453474565665
-0.002020202020202033,0.1232323232323232,0.9104514822393538,0.01000114188357951,-38.675374301108434,49.994291233694604,-11.318916933151101,0.4232323232323232,-1.2854871986488157
0.0020202020202020055,0.1232323232323232,0.8675738006486198,0.01000114223000259,-40.76735745592771,49.99428950315898,-9.226932045427784,0.4232323232323232,-1.248406874779482
0.006060606060606044,0.1232323232323232,0.8250661388821111,0.010001141886021038,-42.945986950147784,49.994291221443824,-7.048304271952819,0.4232323232323232,-1.2105568509740847
0.010101010101010083,0.1232323232323232,0.7839690081871465,0.01000114453441225,-45.188492266726584,49.99427798324834,-4.805785715711686,0.4232323232323232,-1.1723552049916666
0.014141414141414121,0.1232323232323232,0.7454168920958554,0.010001143854489847,-47.467663563971186,49.99428138094508,-2.5266178184387122,0.4232323232323232,-1.1342786773676632
0.01818181818181816,0.1232323232323232,0.710543335500234,0.01000114641874651,-49.75303295610637,49.994268563546576,-0.24123560700724056,0.4232323232323232,-1.0968382451856995
0.0222222222222222,0.1232323232323232,0.6522240144544107,0.009613019435395944,-52.012794040671864,49.99428275022852,2.018511289980438,0.4232323232323232,-1.0605478536223598
0.026262626262626265,0.1232323232323232,0.5969914100903457,0.009222428318517516,-54.21565587015024,49.99424460328203,4.221411266028092,0.4232323232323232,-1.025890682210905
0.030303030303030304,0.1232323232323232,0.5479718672929577,0.008875766646695989,-56.333161956935115,49.99425168487297,6.338910271997246,0.4232323232323232,-0.9932880963046117
0.03434343434343434,0.1232323232323232,0.5047773308595411,0.008570298446136826,-58.341025477994634,49.99426093651823,8.346764541456249,0.4232323232323232,-0.9630758286500323
0.03838383838383838,0.1232323232323232,0.4669559640456425,0.00830282891115124,-60.22043876329042,49.99426927701238,10.226169484818168,0.4232323232323232,-0.9354902148529718
0.04242424242424242,0.1232323232323232,0.4340208170427862,0.00806991463983018,-61.95852401325047,49.99427496579419,11.964249048249425,0.4232323232323232,-0.9106651148212587
0.04646464646464646,0.1232323232323232,0.4054746432553679,0.007868035464845371,-63.54826465050694,49.99430120519368,13.553963445423065,0.4232323232323232,-0.8886381959353996
0.0505050505050505,0.1232323232323232,0.38082959680353967,0.0076937547359179435,-64.98777478109012,49.994262670312466,14.993512111094603,0.4232323232323232,-0.8693640044630954
0.05454545454545451,0.1232323232323232,0.35962153687230924,0.007543768042228449,-66.27987461900295,49.994301466047816,16.285573154614003,0.4232323232323232,-0.8527308385025137
