slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
0.11930033003300328,-0.00041770540374841403,0.0001994147550163916,0.00019120510326886553,0.04791130340533719,1237.125754902294,1.0362401806428878e-09,9.234936655346708e-08,0.27860066006600653
0.11934593459345932,-0.0004175885393919998,0.00019934016441425229,0.00019114269399156392,0.04795136736155116,1237.5144111340092,1.0347208864407588e-09,9.235321796384152e-08,0.27869186918691863
0.11939153915391537,-0.0004173540401097853,0.00019929869014134738,0.00019103150945398717,0.04788002198435267,1238.107605473512,1.03293078524166e-09,9.233748348436697e-08,0.2787830783078307
0.11943714371437142,-0.0004170998005861293,0.00019915476380560904,0.00019090507105468113,0.04792668874135401,1238.9122994820293,1.0310928258829482e-09,9.232460912846161e-08,0.2788742874287428
0.11948274827482747,-0.00041704490737970445,0.00019906581896123043,0.00019086380544997006,0.048031686742440675,1239.1964809356707,1.0296942956256248e-09,9.233672368754624e-08,0.2789654965496549
0.11952835283528351,-0.000416719468077531,0.00019898047079891512,0.00019071308532003783,0.04795639552889627,1240.0593368347536,1.0277127790559656e-09,9.231070711242153e-08,0.279056705670567
0.11957395739573956,-0.00041654759394305074,0.0001988295470098933,0.00019062488368404296,0.048054395353146484,1240.6916725183007,1.0260822641841787e-09,9.231120914348257e-08,0.2791479147914791
0.11961956195619561,-0.0004164085691940045,0.00019885031013444632,0.00019054921910743872,0.04798158783116555,1240.9902580292328,1.0244968094201102e-09,9.230423652628324e-08,0.2792391239123912
0.11966516651665166,-0.0004161090210459406,0.00019869518847315248,0.00019040973499984126,0.04800029933659919,1241.9059640074145,1.0225933627608747e-09,9.228691469749745e-08,0.2793303330333033
0.1197107710771077,-0.00041609688524602007,0.0001986673222944546,0.00019039109904417373,0.04805294157016646,1241.9964096639374,1.0213337459942738e-09,9.230382149567028e-08,0.2794215421542154
0.11975637563756375,-0.0004157780732043648,0.00019845650794536596,0.00019023109493798707,0.04814919164654329,1243.0611146310255,1.0193378754431983e-09,9.228346308187653e-08,0.2795127512751275
0.1198019801980198,-0.0004155425962864001,0.00019836740056433655,0.00019011813946967493,0.04813389199722082,1243.7375694045265,1.017565249859865e-09,9.227020751243712e-08,0.2796039603960396
0.11984758475847584,-0.0004154856963509701,0.00019833869276197902,0.00019007268998794125,0.04817688995762646,1243.9403326585523,1.016173505799464e-09,9.227817949840995e-08,0.27969516951695167
0.11989318931893189,-0.00041521247675291306,0.00019829198371468237,0.00018994831186414096,0.04808119040561196,1244.6282276154889,1.0143417353121906e-09,9.225818310915415e-08,0.27978637863786376
0.11993879387938794,-0.00041504625295374353,0.0001981506036017322,0.0001898579489936214,0.048181538138639526,1245.2450232412712,1.0127208876470937e-09,9.22575704871947e-08,0.27987758775877586
0.11998439843984399,-0.0004147486185104299,0.0001979972785619566,0.00018971547254920118,0.04820770628802808,1246.1659063682587,1.0108153281073745e-09,9.223874744654793e-08,0.27996879687968795
0.12003000300030003,-0.000414527023053779,0.00019789703569017547,0.00018960693788816485,0.048216717621630316,1246.834603898341,1.009085386771954e-09,9.22281430729133e-08,0.28006000600060005
0.12007560756075608,-0.0004144210814871485,0.0001978619219400457,0.0001895452513462903,0.04822745365586021,1247.1498653817066,1.0076174897599554e-09,9.223080237537903e-08,0.28015121512151214
0.12012121212121213,-0.0004141703946203279,0.000197819052381476,0.00018943049027075887,0.04814119805079195,1247.7852789677981,1.0058592908093284e-09,9.221457318133786e-08,0.28024242424242424
0.12016681668166818,-0.0004141714097301019,0.00019777361493567014,0.0001894152299859453,0.048226411008160185,1247.8782098253853,1.0046225701106688e-09,9.223294836265146e-08,0.28033363336333633
0.12021242124212422,-0.000413753054331778,0.00019762620146224208,0.00018922117183528542,0.04817338806751595,1249.0625354287477,1.002475062561552e-09,9.21967938788122e-08,0.2804248424842484
0.12025802580258027,-0.0004136396827760791,0.00019748685391363097,0.0001891574423871223,0.04829471638605259,1249.5564401445972,1.0010047818041363e-09,9.220500387516141e-08,0.2805160516051605
0.12030363036303632,-0.00041334434476425486,0.00019737898334426518,0.00018901730956444318,0.04826818061984029,1250.4053850630116,9.991252634269566e-10,9.218392402928475e-08,0.2806072607260726
0.12034923492349237,-0.00041311616286066055,0.0001973074702519284,0.00018890901976109653,0.04823448258641431,1251.0436004395594,9.974227055468818e-10,9.217227052722818e-08,0.2806984698469847
0.12039483948394836,-0.0004131574478378752,0.00019725698293626692,0.0001889058236463903,0.04836085423605439,1251.063005684687,9.962768264503121e-10,9.219643925742352e-08,0.2807896789678967
0.1204404440444044,-0.00041280433575252573,0.00019712887214495822,0.00018873842829392196,0.04832793279153107,1252.0790205705323,9.942615980091253e-10,9.216695148780269e-08,0.2808808880888088
0.12048604860486045,-0.0004126491017899525,0.00019699996006039555,0.0001886520025204952,0.048422898575546935,1252.6602363835248,9.926822202709853e-10,9.216653228935395e-08,0.2809720972097209
0.1205316531653165,-0.00041237399565829946,0.00019687398160783687,0.0001885204024196785,0.048429340352758615,1253.4966607649078,9.908714863911538e-10,9.215023893510135e-08,0.281063306330633
0.12057725772577255,-0.0004121738584075274,0.0001968480746086243,0.0001884257333091277,0.048357604383482994,1254.000785541329,9.892429595755024e-10,9.214003053570861e-08,0.2811545154515451
0.1206228622862286,-0.0004121027495642693,0.0001968505135749865,0.00018838219291561487,0.04834047046612847,1254.1772630404416,9.878825535215077e-10,9.2146047948866e-08,0.28124572457245717
0.12066846684668464,-0.00041182730740274565,0.00019668050008192495,0.0001882492839522243,0.04839871191030788,1255.087668183249,9.86075669397959e-10,9.213214333217727e-08,0.28133693369336926
0.12071407140714069,-0.00041161294069524956,0.00019659037780428434,0.00018814272928535658,0.048403376834732184,1255.7354968754998,9.844022736683264e-10,9.212228900564823e-08,0.28142814281428136
0.12075967596759674,-0.0004114030465984797,0.0001964553084476961,0.0001880370826603528,0.0484634908640612,1256.4464534205952,9.827392098692445e-10,9.21156637633013e-08,0.28151935193519345
0.12080528052805278,-0.00041114921074836275,0.00019635479902291308,0.00018791489319047727,0.04845346267454726,1257.1991893535424,9.809801809640883e-10,9.210028388819346e-08,0.28161056105610555
0.12085088508850883,-0.00041095929793755204,0.00019628141418337464,0.00018782213899148914,0.048446830821297915,1257.762199052371,9.793815239869826e-10,9.20940048042241e-08,0.28170177017701764
0.12089648964896488,-0.00041089008192329857,0.00019626490793456242,0.00018777300865568947,0.04846601576140049,1257.975567434934,9.780105288666311e-10,9.209966449663827e-08,0.28179297929792974
0.12094209420942093,-0.00041060126361003313,0.00019608122967440522,0.0001876333595707269,0.048533990726469765,1258.9450360401393,9.76190925948397e-10,9.208464290424274e-08,0.28188418841884183
0.12098769876987697,-0.00041048984425628987,0.00019607913877450756,0.0001875749475226396,0.04849271659558424,1259.217582010735,9.747700222085878e-10,9.208577417564308e-08,0.2819753975397539
0.12103330333033302,-0.000410283299501657,0.0001959196362406601,0.0001874645539114983,0.04859577588435424,1259.9734939832088,9.731042350990212e-10,9.207947242555995e-08,0.282066606660666
0.12107890789078907,-0.00041017648892704983,0.00019586226591172817,0.0001874056874904273,0.048624705829118015,1260.3276885580522,9.716827706057649e-10,9.208362317857056e-08,0.2821578157815781
0.12112451245124511,-0.0004098862829380323,0.00019575955186468263,0.00018726615879183228,0.04859931268637257,1261.1740118429163,9.698695543852345e-10,9.206348194402449e-08,0.2822490249024902
0.12117011701170116,-0.00040966875106107636,0.00019566270319870682,0.00018716042481381479,0.04860514518389533,1261.8425833826507,9.682194677467574e-10,9.205400956172755e-08,0.2823402340234023
0.12121572157215721,-0.0004093946246825908,0.00019553093290625156,0.00018702711887708112,0.048623590137583945,1262.7017114993341,9.664412287846024e-10,9.203763547352569e-08,0.2824314431443144
0.12126132613261326,-0.00040926828086185196,0.00019543653700537789,0.00018695571056470683,0.0486916306451514,1263.1676887828762,9.649722142587075e-10,9.204015173687355e-08,0.2825226522652265
0.1213069306930693,-0.0004089787712899806,0.00019530559681868453,0.00018681955374955095,0.048691862861310685,1264.056430982051,9.631789205043847e-10,9.20223380387658e-08,0.2826138613861386
0.12135253525352535,-0.00040894484131115405,0.00019535392362968196,0.00018678835232610602,0.04865341736208504,1264.0832825780465,9.619253235650703e-10,9.203089962417994e-08,0.2827050705070507
