slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
0.18258333333333332,-0.16066666666666668,1.8651547179107406,1.8651547179107406,18.458716962766403,-0.00011503425818060187,0.027087473599312517,-0.026972438430330037,0.09804550029509015,-8434777.172223646,-243336.0350406071
0.183375,-0.16066666666666668,0.5716925076955597,0.5716925076955597,7847.185085470963,-6.37177777907949e-05,5.761598866271811e-05,6.100464943870065e-06,0.3807510183573848,-64770235.0995424,-243760.76966306707
0.18416666666666667,-0.16066666666666668,0.11571417767964118,0.11571417767964118,1700.293182385883,-0.00029406715507182546,0.00017109459968978058,0.00012297210965628302,0.3818666478748475,-64455701.769642405,-243850.4336699874
0.18495833333333334,-0.16066666666666668,0.06296151338129134,0.06296151338129134,980.1586504509087,-0.0005101214914626229,0.00027777162376807496,0.00023234988271658708,0.3822209745365929,-64356856.25886646,-243955.909393765
0.18575,-0.16066666666666668,0.04257318419528986,0.04257318419528986,706.0119098805278,-0.0007082034582112928,0.00037542122752398654,0.00033278201506559135,0.3829813989912628,-64141561.00865823,-244073.19263307427
0.18654166666666666,-0.16066666666666668,0.031767724803306786,0.031767724803306786,557.6338882815659,-0.0008966458051622717,0.0004684642574304121,0.0004281812366173643,0.38327449455475116,-64057085.97808651,-244192.1927091256
0.18733333333333332,-0.16066666666666668,0.025081524831193903,0.025081524831193903,466.12190796086713,-0.001072680883767274,0.0005553646475391361,0.000517315978034949,0.38359221489485906,-63967104.889959924,-244327.47243709795
0.188125,-0.16066666666666668,0.02054120409226569,0.02054120409226569,402.92129531104996,-0.0012409375335257489,0.0006384927737563828,0.0006024439734704234,0.383693769958642,-63939271.66178066,-244471.02012771828
0.18891666666666668,-0.16066666666666668,0.017259392435150445,0.017259392435150445,361.08301280075,-0.001384723572076224,0.0007092608345651286,0.0006754618551572111,0.38456046812662514,-63693094.53281667,-244635.54156507677
0.18970833333333334,-0.16066666666666668,0.01477999638374211,0.01477999638374211,327.95434041833084,-0.0015246027786710026,0.0007782347664608835,0.0007463674104251083,0.38502597603465427,-63560796.720606595,-244800.95731246792
0.1905,-0.16066666666666668,0.01284260050842091,0.01284260050842091,301.32078631390766,-0.00165936129232519,0.0008447492913603583,0.0008146116731926334,0.38527698146325523,-63489384.74234864,-244968.06433654448
0.19129166666666667,-0.16066666666666668,0.011288663088265306,0.011288663088265306,280.2964724341877,-0.001783825833366448,0.000906151616341333,0.0008776735853397444,0.38559451392359506,-63399413.06846882,-245144.9164055167
0.19208333333333333,-0.16066666666666668,0.010016209859072839,0.010016209859072839,264.5494094381456,-0.0018900063536405054,0.0009583889588249406,0.0009316169057580481,0.38628856809844586,-63203433.95738465,-245344.83921635192
0.19287500000000002,-0.16066666666666668,0.008955842694824283,0.008955842694824283,250.30402970657155,-0.001997571374837276,0.0010114351235657182,0.0009861349348863069,0.3866072940425677,-63111867.925186805,-245529.3734556343
0.19366666666666668,-0.16066666666666668,0.008060353404836126,0.008060353404836126,238.77748168133294,-0.00209400016514813,0.001058934540004941,0.0010350649041843685,0.3870540888242617,-62983736.0496725,-245723.28464716836
0.19445833333333334,-0.16066666666666668,0.0072941916973535215,0.0072941916973535215,229.0956406025737,-0.002182495300549925,0.001102503770308516,0.0010799901422482439,0.38752248609724105,-62849546.45175847,-245923.42086442903
0.19525,-0.16066666666666668,0.006632889741946181,0.006632889741946181,221.47095781624876,-0.0022576325175706347,0.0011394047566462007,0.0011182274352521393,0.388195981609288,-62659229.23921133,-246145.94870058176
0.19604166666666667,-0.16066666666666668,0.006056139783097542,0.006056139783097542,215.00946513065887,-0.00232547941710301,0.001172697797951372,0.0011527808225013647,0.38887856954790406,-62464171.27020827,-246365.54762284498
0.19683333333333333,-0.16066666666666668,0.005549257252588511,0.005549257252588511,208.6863034221995,-0.002395941328064255,0.0012073714740274966,0.0011885685221793008,0.38929177908237833,-62343193.42310314,-246566.25914675597
0.197625,-0.16066666666666668,0.005101094100397753,0.005101094100397753,202.6422827058334,-0.00246740280836949,0.0012426006928158984,0.0012248007590471843,0.38952368006782906,-62277231.64486837,-246774.1004110114
0.19841666666666669,-0.16066666666666668,0.004702424044431263,0.004702424044431263,197.02577021008523,-0.00253773991360981,0.0012773074186611666,0.0012604308599153402,0.3896545819311159,-62240447.061710395,-246980.16246898446
