slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1
0.14583333333333334,-0.14583333333333334,0.1378300344125601,0.18575188227501635,0.13634791540650473,-3.6670894342428397,2.315203770134552,1.3518856645743007,0.05145854554268229
0.15000000000000002,-0.14583333333333334,0.13771625379947625,0.18479434740757347,0.13626023028582376,-3.669449251392905,2.314209123386231,1.3552401277580195,0.05145854554268229
0.15416666666666667,-0.14583333333333334,0.13761623909630172,0.183989562041498,0.1361820126134606,-3.6715568405391537,2.313448945707119,1.3581078952823056,0.05145854554268229
0.15833333333333333,-0.14583333333333334,0.13752550898906657,0.18328209766684814,0.13611035676191868,-3.6734897465498904,2.3128291965987557,1.360660550477828,0.05145854554268229
0.1625,-0.14583333333333334,0.13744031499006815,0.18262774112647073,0.13604276572811758,-3.67531487078314,2.3122777270013373,1.3630371446195184,0.05145854554268229
0.16666666666666669,-0.14583333333333334,0.13735773495355444,0.1820658576376038,0.13597500950971786,-3.6771462770144865,2.3119689597219732,1.36517731750331,0.05142195149428913
0.17083333333333334,-0.14583333333333334,0.137274870793221,0.18133549450787612,0.1359121710907059,-3.6788463898181902,2.311137968117272,1.367708422445581,0.05145854554268229
0.175,-0.14583333333333334,0.13718913114734854,0.18063499773311534,0.13584544455191247,-3.6806534192597127,2.3104500629429516,1.3702033565986653,0.05145854554268229
0.17916666666666667,-0.14583333333333334,0.1370979942269584,0.17985818725769434,0.13577551403013152,-3.682549121393947,2.3096172694229473,1.3729318534665218,0.05145854554268229
0.18333333333333335,-0.14583333333333334,0.13699871131342514,0.17897369074107106,0.13570051607339487,-3.684584365642621,2.3085892690624057,1.375995097557869,0.05145854554268229
0.1875,-0.14583333333333334,0.13688845822996773,0.17794727239144661,0.13561859799816942,-3.686809975560678,2.307307892357205,1.3795020836281289,0.05145854554268229
0.19166666666666665,-0.14583333333333334,0.13676391436160826,0.17674041815676206,0.13552752764629422,-3.6892873990183404,2.305709987735085,1.3835774117911512,0.05145854554268229
0.19583333333333333,-0.14583333333333334,0.1366213103395676,0.17538547608697158,0.13542241861542106,-3.6921508643860648,2.303962172148939,1.3881886930024585,0.05142195149428913
0.2,-0.14583333333333334,0.13645650632570816,0.17360141575760502,0.1353076946937938,-3.6952813450145783,2.301253966693288,1.3940273777462409,0.05145854554268229
0.1,-0.14166666666666666,0.11098159974119762,0.26215216501650834,0.10630622143371378,-4.703393585771067,3.2235628561089342,1.47983072930678,0.057955486572342674
0.10416666666666667,-0.14166666666666666,0.10972138963060027,0.2442021883397536,0.10556218967052337,-4.736544416145961,3.1861645984653393,1.5503798169216694,0.0576498203676094
0.10833333333333334,-0.14166666666666666,0.10878582183765746,0.23077693782550157,0.10501290072463136,-4.761319766805059,3.1576307915911457,1.6036889754096109,0.057518919886726944
0.1125,-0.14166666666666666,0.10808688724776855,0.2210437359130764,0.10459337646430543,-4.780417430584151,3.1373952481831253,1.6430221829055363,0.05737693008936339
0.11666666666666667,-0.14166666666666666,0.10756080982475164,0.21377370113783403,0.1042758750418728,-4.794972948332685,3.1222985827726504,1.6726743657614342,0.05731633571525302
0.12083333333333333,-0.14166666666666666,0.10716160020030689,0.20853895634164793,0.10402621805160563,-4.806480609599987,3.1120006202726493,1.6944799901913008,0.05721477648016272
0.125,-0.14166666666666666,0.10685558615173354,0.20452844277245574,0.1038347761531545,-4.815342397861741,3.104082623972566,1.7112597742210838,0.05719535628348694
