slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1
0.08333333333333331,-0.18333333333333335,8.210594088605609,1.816010707987782,8.408364708624717,-0.0024437920928903623,0.05946459493033984,-0.05702080249851704,0.05
0.09999999999999998,-0.18333333333333335,3.1009902561246085,0.14541289092463194,3.1923998653575976,-0.15662198357149748,0.09441524671918344,0.06220673731235138,0.05
0.11666666666666664,-0.18333333333333335,2.4256338475162083,0.030133947129362175,2.4997214733013684,-0.20002228502032438,0.1042732006276843,0.09574908358926137,0.05
0.1333333333333333,-0.18333333333333335,2.2827315368230754,0.0022578974558520675,2.353261649380825,-0.21247106077049693,0.10657475674587502,0.10589630494719415,0.05
0.14999999999999997,-0.18333333333333335,2.2410090982677975,0.013359728847420397,2.3099054705179123,-0.21645907405280695,0.10618470151997883,0.11027437314080046,0.05
0.16666666666666663,-0.18333333333333335,2.2213572538767647,0.03537701482273886,2.2889648901361674,-0.21843934854004488,0.10375534276728615,0.1146840062687211,0.05
0.1833333333333333,-0.18333333333333335,2.200244319011395,0.07980290755214121,2.265824981221475,-0.22067017667704647,0.09788285233491933,0.1227873252906484,0.05
0.2,-0.18333333333333335,2.1629034092098944,0.17382871821204898,2.2244211831582814,-0.2247775755212018,0.08476014723154535,0.14001742785060145,0.05
-0.2,-0.16666666666666669,0.09262313828468358,2.3079831424566124,0.024106849495861043,15.304219132980663,5.436774006052822,-20.740993139251955,0.05
-0.18333333333333335,-0.16666666666666669,0.09271446765378254,2.3086649817486964,0.024179915671465615,15.274439274875263,5.4038793260286475,-20.678318601106106,0.05
-0.16666666666666669,-0.16666666666666669,0.09282779534887318,2.309862055562225,0.024259725445367464,15.252982598720791,5.357308359536795,-20.610290958548724,0.05
-0.15000000000000002,-0.16666666666666669,0.0929704961613633,2.3116979576981422,0.024350059206617567,15.240342666813078,5.293488308805067,-20.533830976030504,0.05
-0.13333333333333336,-0.16666666666666669,0.09314972085895652,2.3142847494319176,0.0244548230680402,15.236606597603995,5.209257950305425,-20.44586454854401,0.05
-0.11666666666666668,-0.16666666666666669,0.09336926671278234,2.3176727257080842,0.02457637622839156,15.24129002606395,5.103450604310055,-20.34474063028322,0.05
-0.1,-0.16666666666666669,0.09362526658005167,2.321774025235031,0.02471344930206263,15.25284952676931,4.979049059516562,-20.2318985865571,0.05
-0.08333333333333334,-0.16666666666666669,0.09390342735630701,2.3262996085135796,0.024860246495772807,15.26786604715241,4.844565262694331,-20.112431310483203,0.05
-0.06666666666666668,-0.16666666666666669,0.09418380732628895,2.330781386469697,0.02501068632185365,15.279138073909465,4.71231652153622,-19.9914545951041,0.05
-0.05000000000000002,-0.16666666666666669,0.0944609101655545,2.3347049066046117,0.025175013368470254,15.268816248754959,4.592146392215302,-19.860962641199485,0.05
-0.033333333333333354,-0.16666666666666669,0.09479668318380666,2.337631348663294,0.025430662601966848,15.181183269565196,4.480121188986747,-19.661304458553438,0.05
-0.01666666666666669,-0.16666666666666669,0.09548074472092768,2.3390179616039313,0.02609299574516469,14.826199835121926,4.336030707137748,-19.162230541719563,0.05
0.0,-0.16666666666666669,0.09759677321659804,2.3371456461081404,0.02833237508593179,13.616571162936282,4.031084513050818,-17.64765567602666,0.05
