slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
0.2,-0.1565,0.0030865630085097013,0.0030865630085097013,138.38651752868796,-0.0036130693624362997,0.001814419685949531,0.0017986484240937184,0.39743765219181315,-59998398.897543356,-246236.32011311362
0.181,-0.15566666666666668,0.0436906159572339,0.0436906159572339,487.57609652071983,-0.0010254810118597857,0.0005444215862588919,0.0004810593073887315,0.38875331874159297,-62495783.993860364,-241522.34717772994
0.18179166666666666,-0.15566666666666668,0.03328730524624375,0.03328730524624375,395.18636441203734,-0.00126522657643377,0.0006623930494598085,0.000602832054765523,0.3894104783904444,-62306224.10847408,-241603.87317759625
0.18258333333333332,-0.15566666666666668,0.02662750021614008,0.02662750021614008,333.2968140584515,-0.0015001651029618035,0.0007783276408446227,0.0007218359656802065,0.3894212107863278,-62303765.66445983,-241694.70027973258
0.183375,-0.15566666666666668,0.022004336716581595,0.022004336716581595,292.1888857278746,-0.0017112222910130037,0.000882236304370565,0.0008289850663898424,0.38988841370694466,-62168902.65116594,-241803.0034018128
0.18416666666666667,-0.15566666666666668,0.01861123899818928,0.01861123899818928,262.2510294656368,-0.0019065701487188391,0.0009783758517230012,0.0009281944171100065,0.3903885274062659,-62027982.368817374,-241939.2315267983
0.18495833333333334,-0.15566666666666668,0.016017548551448966,0.016017548551448966,239.63566721366905,-0.0020865006518091256,0.001066882377649847,0.0010196184758151094,0.3909283118176222,-61872983.94770765,-242079.31002687654
0.18575,-0.15566666666666668,0.013972715087470881,0.013972715087470881,221.03253671817797,-0.002262110252650884,0.001153405378769179,0.0011087051681404336,0.3911765387834058,-61801979.70964397,-242221.74137178817
0.18654166666666666,-0.15566666666666668,0.012321152297408107,0.012321152297408107,206.6992669089416,-0.002418973388130574,0.0012305615602876685,0.0011884115762810232,0.39164312537881696,-61666844.49259638,-242376.77767387693
0.18733333333333332,-0.15566666666666668,0.010961115683051883,0.010961115683051883,194.72381078198458,-0.002567739546622483,0.0013037713467980439,0.0012639678956609668,0.3920139724413672,-61560467.59481993,-242542.48687102043
0.188125,-0.15566666666666668,0.009822762066045081,0.009822762066045081,184.43687003603185,-0.002710955223360123,0.001374306684713389,0.0013366474954239482,0.39225431912174136,-61490566.8210542,-242706.6141490183
0.18891666666666668,-0.15566666666666668,0.008857599598081063,0.008857599598081063,177.0744659192531,-0.0028236707609677336,0.0014295208348684696,0.0013941500172454102,0.3930260993003171,-61270301.055548005,-242913.39770266647
0.18970833333333334,-0.15566666666666668,0.008029284239029955,0.008029284239029955,169.98813367740505,-0.002941381660132192,0.001487390829332469,0.0014539910797721767,0.39342000160729756,-61156505.58170027,-243101.39083784918
0.1905,-0.15566666666666668,0.007311532925786153,0.007311532925786153,164.00415405373212,-0.0030487034293291138,0.0015401134526662474,0.001508589648770764,0.39385267612869634,-61032022.330466256,-243299.8840049946
0.19129166666666667,-0.15566666666666668,0.006684505192589816,0.006684505192589816,159.20088398267788,-0.003140686489289113,0.0015851877876968956,0.001555497879897283,0.39444157759824516,-60862497.17007978,-243512.98182720848
0.19208333333333333,-0.15566666666666668,0.0061325113261030476,0.0061325113261030476,154.01378023644463,-0.003246463273800404,0.001637308879356425,0.0016091533400346414,0.39455636686428414,-60830069.4635927,-243707.1751417781
0.19287500000000002,-0.15566666666666668,0.005643744262676949,0.005643744262676949,149.81979271659483,-0.0033373430753585176,0.0016819896533917245,0.0016553527842089188,0.3948472384325196,-60745785.82297792,-243910.88001131715
0.19366666666666668,-0.15566666666666668,0.005208068913943638,0.005208068913943638,147.80619944131934,-0.003382808570457335,0.0017038614925688478,0.0016789460192478955,0.39593108190262544,-60433607.561309144,-244169.76383398368
0.19445833333333334,-0.15566666666666668,0.004817719429116206,0.004817719429116206,143.89582897107752,-0.0034747364485832877,0.0017492048397294013,0.0017255304729639764,0.39593108190262544,-60433993.46866931,-244367.15515851375
0.19525,-0.15566666666666668,0.004466586836637875,0.004466586836637875,142.00609098314808,-0.0035209764381970987,0.0017716080012952773,0.001749367022425341,0.3967217634115892,-60205326.48106407,-244613.41532256207
0.19604166666666667,-0.15566666666666668,0.004149351382314507,0.004149351382314507,139.44004519159867,-0.003585771064421789,0.0018034057397215975,0.0017823641877283691,0.3970360559739002,-60114348.79013323,-244833.4559091225
