slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.2,-0.0009258664210705,0.0005034482336573,0.0004224558788452,0.0618558446553637,-0.001851770533573,1.3909075872607305e-06,1.2770548203306444e-06,1.138527669300861e-07,-0.36
-0.1999799979997999,-0.0009287072611385,0.0005049416929116,0.0004237694995192,0.0618035530254193,-0.0018574184535695,1.3943799136801802e-06,1.2803182249171896e-06,1.1406168876299062e-07,-0.3599599959996
-0.1999599959995999,-0.0009307100002331,0.0005059705495355,0.0004247028999551,0.0617430906588317,-0.0018613834497238,1.3965701911202017e-06,1.2824046318990509e-06,1.1416555922115079e-07,-0.3599199919991999
-0.1999399939993999,-0.000930152132426,0.0005056680586744,0.0004245109245708,0.0616961043323899,-0.0018603311156714,1.395054775439508e-06,1.2810889810374372e-06,1.1396579440207077e-07,-0.3598799879987999
-0.1999199919991999,-0.0009341026407696,0.0005077606818399,0.0004263245381124,0.0616463847415936,-0.001868187860722,1.4001498009588046e-06,1.2858439279105547e-06,1.1430587304824989e-07,-0.3598399839983999
-0.1998999899989999,-0.0009358887446069,0.000508705485381,0.0004271831975311,0.0615938196593455,-0.001871777427519,1.4021040866722368e-06,1.2877141038643569e-06,1.1438998280788013e-07,-0.3597999799979998
-0.1998799879987998,-0.000936236656841,0.0005088590093292,0.0004273747831571,0.061542184340504,-0.0018724704493274,1.4018326412506718e-06,1.2875412834268393e-06,1.142913578238325e-07,-0.3597599759975998
-0.1998599859985998,-0.0009375878615429,0.0005095507125374,0.0004280194663801,0.0614889556029454,-0.0018751580404605,1.4030850517599953e-06,1.2887670486204889e-06,1.1431800313950643e-07,-0.3597199719971997
-0.1998399839983998,-0.0009378318381862,0.0005096814209994,0.0004281903453147,0.0614426774538343,-0.0018757036045004,1.4027689941369105e-06,1.288552740532688e-06,1.1421625360422257e-07,-0.3596799679967997
-0.1998199819981998,-0.0009386148419281,0.0005100761797892,0.0004285793469598,0.0613957586707457,-0.0018772703686772,1.4031695930851468e-06,1.2889969446223674e-06,1.1417264846277941e-07,-0.3596399639963997
-0.1997999799979998,-0.000941494227419,0.0005115945852453,0.0004299183467817,0.0613427272434869,-0.0018830071594461,1.4066969960714308e-06,1.292312821179602e-06,1.1438417489182881e-07,-0.3595999599959996
-0.1997799779977997,-0.0009459356971035,0.0005139438114716,0.0004319553363245,0.0612881115425252,-0.0018918348448997,1.4124945441693405e-06,1.2977150176842788e-06,1.1477952648506169e-07,-0.3595599559955996
