slopeL,slopeH,F,F_sc,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
-0.2,-0.2,0.3576318265883085,288.71624355200674,0.3576318265883085,1.3980858604451267,-0.6905938725627223,-0.7074919878920363,0.2750021433482356,0.0027002274188685,0.0007633809590226
-0.2,-0.1333333333333333,0.4016080786431378,15.539632395623713,0.4016080786431378,1.244994875683334,-0.5373354787163152,-0.7076593972472126,0.3035884740802259,0.0546329006604985,0.0097186859498527
-0.2,-0.05,0.1343117591876125,0.4559361505196141,0.1343117591876125,-3.01483901545981,3.722682235963408,-0.7078432203737485,0.3102439707138133,2.182300383317562,0.0109891789606995
-0.2,-0.15,0.3755668113057436,35.74501904588099,0.3755668113057436,1.3313210456786422,-0.6237288244736661,-0.7075922214725402,0.2896526898434843,0.0232725080536517,0.004703417731041
-0.2,-0.1666666666666666,0.3642572952688603,81.21507103882051,0.3642572952688603,1.3726561045011794,-0.6651138228476547,-0.7075422818737552,0.2764573192717572,0.010235168353263,0.0020778172442254
-0.2,0.2,0.079592535282969,0.2861309840671786,0.079592535282969,-5.5741574721358615,6.281996147240939,-0.7078386751867383,0.6749559651927722,3.4697416233268426,0.0251612557168942
-0.2,-0.0333333333333333,0.1189866606420475,0.4098154954347398,0.1189866606420475,-3.4943068249531293,4.202151714335919,-0.70784488938134,0.3262566766776155,2.4287780602692965,0.0113444122574723
-0.2,0.1833333333333333,0.0796175822282067,0.2862132819147613,0.0796175822282067,-5.572180410104452,6.280019890244137,-0.7078394799817707,0.6628810407072677,3.4687319430665826,0.0251660106203301
-0.2,0.1666666666666666,0.0796664166556894,0.2863739613234395,0.0796664166556894,-5.568330012118181,6.276170323639022,-0.7078403113928088,0.646765600653875,3.4667676205839077,0.0251699682200177
-0.2,0.1499999999999999,0.0797598068674457,0.2866816831684152,0.0797598068674457,-5.56097975773952,6.268821598766348,-0.7078418409246121,0.6296836341049452,3.4630156827256795,0.0251736879657709
-0.2,-0.0166666666666666,0.1123910784213735,0.3892973681189297,0.1123910784213735,-3.740911734029454,4.448751689443892,-0.7078399553164464,0.342650036394669,2.5569514893747707,0.011778951398468
-0.2,0.1333333333333333,0.0799393787966245,0.2872741604426886,0.0799393787966245,-5.54689856696884,6.254739623042532,-0.7078410560573362,0.6124958620839962,3.4558180789213395,0.0251772130290497
-0.2,0.1166666666666666,0.0802846961480489,0.2884146385682006,0.0802846961480489,-5.519997769412592,6.227836985097028,-0.7078392154827492,0.5960340702991804,3.4420393882225455,0.0251910025938791
-0.2,0.0999999999999999,0.0809513295764936,0.2906152082792094,0.0809513295764936,-5.4687100273795,6.176550806716463,-0.7078407793255408,0.5792821083963995,3.4157685070531665,0.0252076411711452
-0.2,0.0833333333333333,0.0822501540437219,0.2948956793206713,0.0822501540437219,-5.371177452822901,6.079015970407969,-0.7078385175777347,0.56284519438789,3.3657838850045523,0.025245791332597
-0.2,0.0,0.1093291420389861,0.3795636648653587,0.1093291420389861,-3.865500998896111,4.573346051035831,-0.7078450520092355,0.3607405119884324,2.6223325720743413,0.0122715604227101
-0.2,-0.1833333333333333,0.3594831718598877,169.48052206623052,0.3594831718598877,1.3908856916367265,-0.6833868178219262,-0.7074988731243409,0.2750239376091458,0.0048265443324875,0.0010738387192546
-0.2,0.0666666666666666,0.084812951592015,0.3032975970558382,0.084812951592015,-5.187486531204861,5.895326015867543,-0.7078394845938099,0.5455595559752555,3.271876475058076,0.02521525829943
-0.2,0.0499999999999999,0.0899680481297306,0.3200113520688401,0.0899680481297306,-4.8496934800707265,5.557528593675219,-0.7078351136461454,0.5267285763581515,3.100045715339594,0.0248434285457839
-0.2,0.0166666666666666,0.1076343870301434,0.374170744732847,0.1076343870301434,-3.937514099633707,4.645355576620062,-0.70784147649285,0.3916208696921675,2.659542149500584,0.0130345125631133
-0.2,-0.1166666666666666,0.4639382168153417,7.290915215137481,0.4639382168153417,1.0777297100540144,-0.3700212084477066,-0.7077085020745826,0.3279622145771756,0.1202370150784402,0.0169199769441508
-0.2,-0.1,0.5740452241380415,4.90989953505884,0.5740452241380415,0.8710115140679431,-0.1632813279335927,-0.7077301867616623,0.3822494996720993,0.1811768626981564,0.0224932924362939
-0.2,0.0333333333333333,0.1000756571373074,0.3519165101018504,0.1000756571373074,-4.288386961213105,4.996220002947602,-0.7078330417836305,0.4983818506473079,2.819327050623139,0.0222560274500768
-0.2,-0.0833333333333333,0.2759540655892,0.8165314881361605,0.2759540655892,-1.104074530262265,1.8118957550707255,-0.7078212245505908,0.2750004731454628,1.2161752787532565,0.0085172340641371
-0.2,-0.0666666666666666,0.1725460405591368,0.5639487845198975,0.1725460405591368,-2.1899534269952947,2.897777303059822,-0.7078238753098728,0.292997277103943,1.7629545606603187,0.0102561057148608
-0.1833333333333333,0.0666666666666666,0.084811800589718,0.3032943204054926,0.084811800589718,-5.187572013156441,5.895406022628851,-0.707834009787907,0.5454506105248951,3.271905333180615,0.0252220204178283
-0.1833333333333333,-0.1666666666666666,0.3644598295997788,81.15557199839768,0.3644598295997788,1.3718933048342592,-0.6643635989713026,-0.7075297052649671,0.2783081141240475,0.01018177441637,0.0021402384211433
-0.1833333333333333,0.2,0.0795923809059886,0.2861308346493728,0.0795923809059886,-5.574174265749677,6.282008331811685,-0.7078340660582415,0.6748970241393942,3.4697243785667204,0.0251803255187675
-0.1833333333333333,-0.0833333333333333,0.2759099744863087,0.8167379972371055,0.2759099744863087,-1.104367396585797,1.8121853005272224,-0.7078179037027271,0.275,1.2161110594254496,0.0082717945409885
-0.1833333333333333,-0.0333333333333333,0.118984212343108,0.4098817391443155,0.118984212343108,-3.4943916948058265,4.2022381807389415,-0.7078464857085786,0.326367176035593,2.4286599886186675,0.0110681195123203
-0.1833333333333333,0.1833333333333333,0.0796172853984009,0.2862126519063865,0.0796172853984009,-5.5722072677600645,6.280043303364508,-0.7078360356474325,0.6626150210446543,3.468720843014545,0.0251848014049634
