alpha,F,F_sc,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
0.5450901803607214,-0.017841202995535228,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5470941883767535,-0.017762322985593302,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5490981963927856,-0.017683442975651373,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5511022044088176,-0.01760456296570945,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5531062124248497,-0.017525682955767525,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5551102204408818,-0.0174468029458256,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5571142284569138,-0.01736792293588367,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5591182364729459,-0.017289042925941744,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.561122244488978,-0.01721016291599982,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.56312625250501,-0.017131282906057897,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.565130260521042,-0.017052402896115974,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.567134268537074,-0.016973522886174045,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5691382765531061,-0.01689464287623212,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5711422845691382,-0.016815762866290194,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5731462925851702,-0.01673688285634827,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5751503006012023,-0.016658002846406342,6.45592612819346e-05,0.03929656569973905,-0.019648345608331397,0.0107863192436497,0.008861900847757953,-0.15999860466409102,6.396819956457347e-05,5.910617173611292e-07
0.5771543086172344,-0.016584927046574577,6.457980167515389e-05,0.039310320280204536,-0.019655250795864276,0.010790034787632408,0.008865034696707852,-0.15999733003401712,6.398852708201396e-05,5.912745931399284e-07
