slopeH,NADPH_flux,NAD_flux,Fd_flux,F_slip,F_yield,F_sc,D_to_H1_flux,L1_to_D_flux,S_FAD_mid_pot
-0.17995799579957997,-0.0001006664802787327,6.570139929973351e-05,3.417192541110836e-05,0.22154105253823417,-0.00020053980498957458,8.15053825514684e-08,9.571058757676484e-10,8.054827667570074e-08,-0.31991599159915995
-0.17993799379937994,-0.00010079276570706952,6.577147395114835e-05,3.4243350766294256e-05,0.22125134756337517,-0.00020080759042451213,8.14568293146415e-08,9.578769423985475e-10,8.049895237224295e-08,-0.3198759875987599
-0.17991799179917994,-0.00010095198130954941,6.58856746520442e-05,3.433764871219047e-05,0.22103352677198498,-0.00020117530467378408,8.145064958439319e-08,9.592634668476827e-10,8.049138611754551e-08,-0.3198359835983599
-0.17989798979897992,-0.00010096585866392616,6.586877801373348e-05,3.435976527699225e-05,0.2207314035850208,-0.00020119440195465188,8.131764701174598e-08,9.588087588659064e-10,8.035883825288008e-08,-0.31979597959795986
-0.1798779877987799,-0.00010105480656363852,6.598256249423784e-05,3.444716982081708e-05,0.22070469280603822,-0.00020148453887869344,8.121323676201234e-08,9.59634212882648e-10,8.02536025491297e-08,-0.3197559755975598
-0.17985798579857987,-0.00010142841678373316,6.61495646721022e-05,3.4583415599920286e-05,0.22011636369065124,-0.00020216139705575564,8.140277424145319e-08,9.625804620637513e-10,8.044019377938944e-08,-0.31971597159715975
-0.17983798379837984,-0.00010162274695346696,6.623100108305024e-05,3.4668362425716026e-05,0.21967539121190904,-0.00020252211046223323,8.14130022308454e-08,9.63780666615753e-10,8.044922156422965e-08,-0.3196759675967597
-0.17981798179817982,-0.000101652827424914,6.627415594184782e-05,3.472226438927528e-05,0.21952546345992152,-0.0002026492477560371,8.132891300372148e-08,9.641139900664583e-10,8.036479901365502e-08,-0.31963596359635965
-0.17979797979797982,-0.0001018734320865633,6.639934013996651e-05,3.482638696383766e-05,0.219194996563252,-0.00020309915919036747,8.133182744061987e-08,9.656464972921579e-10,8.036618094332771e-08,-0.31959595959595966
-0.1797779777977798,-0.0001020716873085803,6.651254140210838e-05,3.4921796481901524e-05,0.21889101964742447,-0.0002035060251925902,8.136949700985479e-08,9.672663730232917e-10,8.04022306368315e-08,-0.3195559555955596
-0.17975797579757977,-0.00010226311763972262,6.660712088457643e-05,3.50137004760942e-05,0.21850045768324228,-0.00020388393900039326,8.13815573837708e-08,9.68590162005475e-10,8.041296722176533e-08,-0.31951595159515955
-0.17973797379737974,-0.00010254889684802038,6.675201154271448e-05,3.5128435356801546e-05,0.21810317642406316,-0.0002044293437475364,8.145558701404413e-08,9.70694761135181e-10,8.048489225290895e-08,-0.3194759475947595
-0.17971797179717974,-0.00010265436337419942,6.678348036848192e-05,3.5183338538580244e-05,0.21772053462488164,-0.00020462118228126158,8.141235821596414e-08,9.71164191928483e-10,8.044119402403566e-08,-0.3194359435943595
-0.17969796979697972,-0.0001027945938716357,6.689505741475088e-05,3.526981992818534e-05,0.21758782968175205,-0.00020495947121457192,8.135302883068795e-08,9.722218875674292e-10,8.038080694312052e-08,-0.31939593959395945
-0.1796779677967797,-0.00010314699076729994,6.704510225530314e-05,3.540442190508308e-05,0.2169600345805702,-0.00020559651492768616,8.154770350595191e-08,9.750700393614246e-10,8.057263346659049e-08,-0.3193559355935594
-0.17965796579657967,-0.00010324817343132509,6.713239019129347e-05,3.5480130169185387e-05,0.21681778732681903,-0.00020586069379180394,8.147228825057805e-08,9.75827316082406e-10,8.049646093449565e-08,-0.31931593159315935
-0.17963796379637964,-0.0001034590527524415,6.722718871277067e-05,3.557261702558101e-05,0.2163949441144596,-0.00020625885849079317,8.149171268643436e-08,9.771973550126685e-10,8.05145153314217e-08,-0.3192759275927593
-0.17961796179617961,-0.00010349747957150157,6.730126937259939e-05,3.563344407964131e-05,0.21639241519776903,-0.00020643219302374227,8.13500868847595e-08,9.774620623913948e-10,8.03726248223681e-08,-0.31923592359235925
-0.17959795979597962,-0.00010367063045180203,6.736178249644453e-05,3.571219587983343e-05,0.21591084790914425,-0.00020674460882808,8.138131303352154e-08,9.786045417653594e-10,8.040270849175618e-08,-0.31919591959195925
-0.1795779577957796,-0.0001040027495804452,6.755293956617336e-05,3.585101855452244e-05,0.21557739362092318,-0.000207406707701141,8.148335510629471e-08,9.812756943005023e-10,8.050207941199422e-08,-0.3191559155915592
