slopeL,slopeH,F_slip,F_yield,fluxD,fluxHR,fluxLR
0.0989898989898989,-0.1959595959595959,0.3587216587412284,0.5559471311737698,-0.899366099564844,0.6778113185156762,0.221554770515727
0.103030303030303,-0.1959595959595959,0.0260764399668929,0.2430873271085805,-2.056873989189256,1.066363338380793,0.990510648906433
0.0989898989898989,-0.1919191919191919,0.2614228968390175,0.2081273798622179,-2.4023749256477203,1.6452758507106324,0.7570990872204248
0.103030303030303,-0.1919191919191919,0.0957710321740225,0.136345967643312,-3.667141804468841,2.081911031154444,1.585230805357213
0.107070707070707,-0.1919191919191919,0.0156669601717523,0.1033226790830537,-4.839208589952946,2.4732141194594917,2.365994544907604
0.0949494949494949,-0.1878787878787879,0.4639834025629087,0.1782767584948326,-2.8046280302772715,2.32247270860546,0.4821553887407965
0.0989898989898989,-0.1878787878787879,0.2314114573890119,0.1162580960592519,-4.300775739776583,2.8541350403754464,1.4466407151549383
0.103030303030303,-0.1878787878787879,0.1240232445836502,0.0878561978388519,-5.691118117567626,3.344656907171,2.3464612272128385
0.107070707070707,-0.1878787878787879,0.0610501429765845,0.071612667474575,-6.982004978935066,3.7924084415382247,3.189596513314392
0.1111111111111111,-0.1878787878787879,0.0183217115461578,0.0610854884231158,-8.185250091486338,4.1986682926451735,3.98658180853916
0.0909090909090908,-0.1838383838383838,0.6584894811742866,0.1537999559842439,-3.250976217817197,3.139215389736058,0.1117608384048267
0.0949494949494949,-0.1838383838383838,0.354033429366482,0.0997690408058539,-5.0115746606676765,3.760382149603245,1.2511925747768409
0.0989898989898989,-0.1838383838383838,0.2164301772118068,0.0751003456645236,-6.657758981296624,4.347777893657437,2.3099810650969985
0.103030303030303,-0.1838383838383838,0.1384526138675988,0.0610648935206292,-8.188010689034144,4.895617980860159,3.2923926796258627
0.107070707070707,-0.1838383838383838,0.0879971266799754,0.0520297747536301,-9.609882067982356,5.402900244932649,4.20698184588003
0.1111111111111111,-0.1838383838383838,0.052154075493575,0.0457215440804844,-10.935763619635225,5.8711764086007925,5.064587281508434
0.1151515151515151,-0.1838383838383838,0.024749699992531,0.0410400427079049,-12.183223185270336,6.304826295276481,5.878396897623823
0.1191919191919191,-0.1838383838383838,0.0024613673966825,0.037400285717524,-13.368881813643952,6.707708783444488,6.66117305404449
0.0909090909090908,-0.1797979797979798,0.4782803546113643,0.0865301906480388,-5.7783300379538645,4.843368978143008,0.9349610641691656
0.0949494949494949,-0.1797979797979798,0.3049772651331077,0.0648199561243949,-7.7136738508417295,5.520302193556763,2.1933716397146448
0.0989898989898989,-0.1797979797979798,0.2085199953244099,0.0525238623891615,-9.51948270425916,6.163350080862436,3.3561326395984388
0.103030303030303,-0.1797979797979798,0.1477470864244076,0.0446586643957141,-11.196035682064206,6.767700902177587,4.428334775956987
0.107070707070707,-0.1797979797979798,0.1061146213061386,0.0392092268379718,-12.752100468087676,7.33289603947177,5.419204433009913
0.1111111111111111,-0.1797979797979798,0.0757273686992313,0.0352004366522827,-14.204369261031715,7.862790752803988,6.34157848785415
0.1151515151515151,-0.1797979797979798,0.0523549017253347,0.0321135532978931,-15.5697500917141,8.361275091666492,7.208475037095017
0.1191919191919191,-0.1797979797979798,0.0335249243646797,0.0296394079093992,-16.869432790248283,8.83461814203384,8.034814670457571
0.1232323232323232,-0.1797979797979798,0.0176860494363299,0.0275915679218739,-18.1214783018673,9.287365029680911,8.834113314899732
0.1272727272727272,-0.1797979797979798,0.0038022489776867,0.0258476410698952,-19.34412498167453,9.724071054210915,9.62005397872426
0.0868686868686868,-0.1757575757575757,0.6159348713962707,0.0760482712545532,-6.574771416476523,6.150907238818281,0.4238641745841427
0.0909090909090908,-0.1757575757575757,0.3992054916084958,0.0566532501170201,-8.825618965808857,6.904113260494732,1.92150575094308
0.0949494949494949,-0.1757575757575757,0.2796890759017822,0.0457156822817854,-10.937165871851946,7.631626690555038,3.305539178638277
0.0989898989898989,-0.1757575757575757,0.2054452173439228,0.0387598410093217,-12.899949701833435,8.323972569522741,4.5759771595909235
0.103030303030303,-0.1757575757575757,0.1556007525642377,0.0339749636481132,-14.716719210114263,8.977586458535537,5.739132740798912
0.107070707070707,-0.1757575757575757,0.1202086988620564,0.0304868826178902,-16.40049612558947,9.59429655768077,6.806199551113956
0.1111111111111111,-0.1757575757575757,0.0939569049313389,0.0278244561481284,-17.969803154081944,10.17877154057745,7.791031624196243
0.1151515151515151,-0.1757575757575757,0.0737590986549709,0.0257106635520336,-19.44718381933795,10.737870641191346,8.709313161534705
0.1191919191919191,-0.1757575757575757,0.0576956376228852,0.0239782088790199,-20.852266421355523,11.276842642256463,9.57542379142382
0.1232323232323232,-0.1757575757575757,0.0444989829663318,0.0225145867385899,-22.20782490386276,11.802693487410362,10.405131409928943
0.1272727272727272,-0.1757575757575757,0.0332846910512223,0.0212481280274611,-23.53148473240323,12.319575395483676,11.211909311472574
0.1313131313131313,-0.1757575757575757,0.0234028458636648,0.0201281359816916,-24.840849643972092,12.831498950749356,12.009350739463876
0.1353535353535353,-0.1757575757575757,0.0143527240908446,0.0191207686552236,-26.149576345899177,13.34017784495516,12.809398527925598
0.1393939393939394,-0.1757575757575757,0.0057325856836863,0.0182008500239424,-27.47124441447251,13.846978300055998,13.624266162888834
0.0868686868686868,-0.1717171717171717,0.5066233947072473,0.0502294039459802,-9.954328742497651,8.54317163501737,1.4111571306540966
0.0909090909090908,-0.1717171717171717,0.3585509876871111,0.0403439702917623,-12.393425746164963,9.338865625864702,3.0545601145277956
