L2,D,H2,F
-0.4,-0.5,0.05,0.02029852518792818
-0.36111111111111116,-0.5,0.05,0.020539450441642453
-0.32222222222222224,-0.5,0.05,0.02131958894414523
-0.2833333333333333,-0.5,0.05,0.0246798943813674
-0.24444444444444446,-0.5,0.05,0.039829929769701386
-0.20555555555555557,-0.5,0.05,0.07170788621122902
-0.16666666666666669,-0.5,0.05,0.10221974679827099
-0.12777777777777777,-0.5,0.05,0.09476763499762017
-0.0888888888888889,-0.5,0.05,0.0931889381817583
-0.05,-0.5,0.05,0.09283618038673
-0.4,-0.5,0.08888888888888889,0.018627243320001083
-0.36111111111111116,-0.5,0.08888888888888889,0.0188879371420876
-0.32222222222222224,-0.5,0.08888888888888889,0.01965665279730872
-0.2833333333333333,-0.5,0.08888888888888889,0.022911490853445213
-0.24444444444444446,-0.5,0.08888888888888889,0.03776507538202857
-0.20555555555555557,-0.5,0.08888888888888889,0.05940078546764573
-0.16666666666666669,-0.5,0.08888888888888889,0.06344651817981033
-0.12777777777777777,-0.5,0.08888888888888889,0.058743710785923296
-0.0888888888888889,-0.5,0.08888888888888889,0.05774514109461554
-0.05,-0.5,0.08888888888888889,0.05751638021404377
-0.4,-0.5,0.12777777777777777,0.016943716187142032
-0.36111111111111116,-0.5,0.12777777777777777,0.017203169696620373
-0.32222222222222224,-0.5,0.12777777777777777,0.017928534689754125
-0.2833333333333333,-0.5,0.12777777777777777,0.02097969279245916
-0.24444444444444446,-0.5,0.12777777777777777,0.03490992222407618
-0.20555555555555557,-0.5,0.12777777777777777,0.047874754426256515
-0.16666666666666669,-0.5,0.12777777777777777,0.041816446174419195
-0.12777777777777777,-0.5,0.12777777777777777,0.03859119555837066
-0.0888888888888889,-0.5,0.12777777777777777,0.03789682516231341
-0.05,-0.5,0.12777777777777777,0.03773705336776562
-0.4,-0.5,0.16666666666666669,0.01548640586957846
-0.36111111111111116,-0.5,0.16666666666666669,0.015720237186072836
-0.32222222222222224,-0.5,0.16666666666666669,0.016376564244169296
-0.2833333333333333,-0.5,0.16666666666666669,0.019136594386818962
-0.24444444444444446,-0.5,0.16666666666666669,0.03145867984834175
-0.20555555555555557,-0.5,0.16666666666666669,0.03829859387431506
-0.16666666666666669,-0.5,0.16666666666666669,0.0294240232732224
-0.12777777777777777,-0.5,0.16666666666666669,0.02699986656001949
-0.0888888888888889,-0.5,0.16666666666666669,0.02647263241896881
-0.05,-0.5,0.16666666666666669,0.02635114451401646
-0.4,-0.5,0.20555555555555555,0.01437220549370995
-0.36111111111111116,-0.5,0.20555555555555555,0.014562883278453889
-0.32222222222222224,-0.5,0.20555555555555555,0.015135896708560637
-0.2833333333333333,-0.5,0.20555555555555555,0.017558654261511125
-0.24444444444444446,-0.5,0.20555555555555555,0.02781145824062656
-0.20555555555555557,-0.5,0.20555555555555555,0.030926039013940827
-0.16666666666666669,-0.5,0.20555555555555555,0.022145112222439173
-0.12777777777777777,-0.5,0.20555555555555555,0.020144497602256974
-0.0888888888888889,-0.5,0.20555555555555555,0.01970568823008967
-0.05,-0.5,0.20555555555555555,0.019600341632930632
-0.4,-0.5,0.24444444444444446,0.013590845272572104
-0.36111111111111116,-0.5,0.24444444444444446,0.01373989902455268
-0.32222222222222224,-0.5,0.24444444444444446,0.014228399351720879
-0.2833333333333333,-0.5,0.24444444444444446,0.016315524203079818
-0.24444444444444446,-0.5,0.24444444444444446,0.024441064285081724
-0.20555555555555557,-0.5,0.24444444444444446,0.02544376195241944
-0.16666666666666669,-0.5,0.24444444444444446,0.017795881445492195
-0.12777777777777777,-0.5,0.24444444444444446,0.01600784767919807
-0.0888888888888889,-0.5,0.24444444444444446,0.015608055079208032
-0.05,-0.5,0.24444444444444446,0.015508654018185339
-0.4,-0.5,0.2833333333333333,0.013075310478002047
-0.36111111111111116,-0.5,0.2833333333333333,0.01319093168829779
-0.32222222222222224,-0.5,0.2833333333333333,0.013608196800927137
-0.2833333333333333,-0.5,0.2833333333333333,0.015403364959027575
-0.24444444444444446,-0.5,0.2833333333333333,0.021662893148503153
-0.20555555555555557,-0.5,0.2833333333333333,0.021387575274151742
-0.16666666666666669,-0.5,0.2833333333333333,0.015202077937019292
-0.12777777777777777,-0.5,0.2833333333333333,0.013499375889488373
-0.0888888888888889,-0.5,0.2833333333333333,0.013107298489833451
-0.05,-0.5,0.2833333333333333,0.013007404398390602
-0.4,-0.5,0.32222222222222224,0.012751429478016092
-0.36111111111111116,-0.5,0.32222222222222224,0.012843570961406842
-0.32222222222222224,-0.5,0.32222222222222224,0.013205772804983952
-0.2833333333333333,-0.5,0.32222222222222224,0.014775123954616196
-0.24444444444444446,-0.5,0.32222222222222224,0.019584042285951155
-0.20555555555555557,-0.5,0.32222222222222224,0.01839667139480304
-0.16666666666666669,-0.5,0.32222222222222224,0.013698756779402051
-0.12777777777777777,-0.5,0.32222222222222224,0.011999819144488354
-0.0888888888888889,-0.5,0.32222222222222224,0.011589632892471594
-0.05,-0.5,0.32222222222222224,0.011477884232684234
-0.4,-0.5,0.3611111111111111,0.012552218192486838
-0.36111111111111116,-0.5,0.3611111111111111,0.012630547672869254
-0.32222222222222224,-0.5,0.3611111111111111,0.012955874659969994
-0.2833333333333333,-0.5,0.3611111111111111,0.014362500129067465
-0.24444444444444446,-0.5,0.3611111111111111,0.018145294740222976
-0.20555555555555557,-0.5,0.3611111111111111,0.016245281787858227
-0.16666666666666669,-0.5,0.3611111111111111,0.012885571526360096
-0.12777777777777777,-0.5,0.3611111111111111,0.011145435506775547
-0.0888888888888889,-0.5,0.3611111111111111,0.010689969170666482
-0.05,-0.5,0.3611111111111111,0.010553435684026544
-0.4,-0.5,0.4,0.01243235880970722
-0.36111111111111116,-0.5,0.4,0.01250206189378882
-0.32222222222222224,-0.5,0.4,0.012803007215451209
-0.2833333333333333,-0.5,0.4,0.014102997372103557
-0.24444444444444446,-0.5,0.4,0.017205710313811132
-0.20555555555555557,-0.5,0.4,0.01478387515469341
-0.16666666666666669,-0.5,0.4,0.012496113993203582
-0.12777777777777777,-0.5,0.4,0.01071810492726851
-0.0888888888888889,-0.5,0.4,0.01019567652239923
-0.05,-0.5,0.4,0.010013123847864876
-0.4,-0.4777777777777778,0.05,0.016153982887085725
-0.36111111111111116,-0.4777777777777778,0.05,0.01618696955722927
-0.32222222222222224,-0.4777777777777778,0.05,0.01635637863280076
-0.2833333333333333,-0.4777777777777778,0.05,0.01706559998305
-0.24444444444444446,-0.4777777777777778,0.05,0.01944460770931353
-0.20555555555555557,-0.4777777777777778,0.05,0.025562640859984317
-0.16666666666666669,-0.4777777777777778,0.05,0.027915362114520562
-0.12777777777777777,-0.4777777777777778,0.05,0.025868408580142704
-0.0888888888888889,-0.4777777777777778,0.05,0.025394913469088502
-0.05,-0.4777777777777778,0.05,0.025287036150196136
-0.4,-0.4777777777777778,0.08888888888888889,0.015802019180563117
-0.36111111111111116,-0.4777777777777778,0.08888888888888889,0.01582117129887989
-0.32222222222222224,-0.4777777777777778,0.08888888888888889,0.015928496384200384
-0.2833333333333333,-0.4777777777777778,0.08888888888888889,0.016378283237074024
-0.24444444444444446,-0.4777777777777778,0.08888888888888889,0.01787825753495017
-0.20555555555555557,-0.4777777777777778,0.08888888888888889,0.02151872718903396
-0.16666666666666669,-0.4777777777777778,0.08888888888888889,0.019354910672539197
-0.12777777777777777,-0.4777777777777778,0.08888888888888889,0.01800039454066199
-0.0888888888888889,-0.4777777777777778,0.08888888888888889,0.01768842285675624
-0.05,-0.4777777777777778,0.08888888888888889,0.017615238663014093
-0.4,-0.4777777777777778,0.12777777777777777,0.015367819820499914
-0.36111111111111116,-0.4777777777777778,0.12777777777777777,0.01537713117716414
-0.32222222222222224,-0.4777777777777778,0.12777777777777777,0.015427244438720174
-0.2833333333333333,-0.4777777777777778,0.12777777777777777,0.015641772016393708
-0.24444444444444446,-0.4777777777777778,0.12777777777777777,0.016382704119413054
-0.20555555555555557,-0.4777777777777778,0.12777777777777777,0.018306522476740607
-0.16666666666666669,-0.4777777777777778,0.12777777777777777,0.014656222730438987
-0.12777777777777777,-0.4777777777777778,0.12777777777777777,0.013660863913798746
-0.0888888888888889,-0.4777777777777778,0.12777777777777777,0.013430453227917851
-0.05,-0.4777777777777778,0.12777777777777777,0.013375617951732581
-0.4,-0.4777777777777778,0.16666666666666669,0.014880060834258446
-0.36111111111111116,-0.4777777777777778,0.16666666666666669,0.01488730165309357
-0.32222222222222224,-0.4777777777777778,0.16666666666666669,0.014894800412783606
-0.2833333333333333,-0.4777777777777778,0.16666666666666669,0.01492362272646713
-0.24444444444444446,-0.4777777777777778,0.16666666666666669,0.015101482635658952
-0.20555555555555557,-0.4777777777777778,0.16666666666666669,0.015338774680607908
-0.16666666666666669,-0.4777777777777778,0.16666666666666669,0.012062445848378907
-0.12777777777777777,-0.4777777777777778,0.16666666666666669,0.01123973027782024
-0.0888888888888889,-0.4777777777777778,0.16666666666666669,0.011045959238553709
-0.05,-0.4777777777777778,0.16666666666666669,0.010997981232854191
-0.4,-0.4777777777777778,0.20555555555555555,0.014397621510312578
-0.36111111111111116,-0.4777777777777778,0.20555555555555555,0.014399437837578778
-0.32222222222222224,-0.4777777777777778,0.20555555555555555,0.014379394473498952
-0.2833333333333333,-0.4777777777777778,0.20555555555555555,0.01428094861812043
-0.24444444444444446,-0.4777777777777778,0.20555555555555555,0.014082086551704766
-0.20555555555555557,-0.4777777777777778,0.20555555555555555,0.01359068086689659
-0.16666666666666669,-0.4777777777777778,0.20555555555555555,0.010643057414763573
-0.12777777777777777,-0.4777777777777778,0.20555555555555555,0.009882199352718902
-0.0888888888888889,-0.4777777777777778,0.20555555555555555,0.009694977732808368
-0.05,-0.4777777777777778,0.20555555555555555,0.009646639326937536
-0.4,-0.4777777777777778,0.24444444444444446,0.013976404441607845
-0.36111111111111116,-0.4777777777777778,0.24444444444444446,0.013974906453769196
-0.32222222222222224,-0.4777777777777778,0.24444444444444446,0.013935151486402994
-0.2833333333333333,-0.4777777777777778,0.24444444444444446,0.013751766146660535
-0.24444444444444446,-0.4777777777777778,0.24444444444444446,0.013307598495367064
-0.20555555555555557,-0.4777777777777778,0.24444444444444446,0.012745538545888429
-0.16666666666666669,-0.4777777777777778,0.24444444444444446,0.009915092037107808
-0.12777777777777777,-0.4777777777777778,0.24444444444444446,0.009136092257257785
-0.0888888888888889,-0.4777777777777778,0.24444444444444446,0.008930204731313613
-0.05,-0.4777777777777778,0.24444444444444446,0.008873129054318302
-0.4,-0.4777777777777778,0.2833333333333333,0.013650088188669349
-0.36111111111111116,-0.4777777777777778,0.2833333333333333,0.013643447852636364
-0.32222222222222224,-0.4777777777777778,0.2833333333333333,0.013589057313547762
-0.2833333333333333,-0.4777777777777778,0.2833333333333333,0.013351193247075385
-0.24444444444444446,-0.4777777777777778,0.2833333333333333,0.012743146320239505
