slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,D_H1_flux,L1_D_flux
0.181,-0.1515,0.01716289973895184,0.01716289973895184,185.07675386474327,-0.0027015823047760734,0.0013835771128718477,0.0013180042921003832,0.39578674903241173,-60470281.83865781,-239532.46596493304
0.18179166666666666,-0.1515,0.015016783357956089,0.015016783357956089,171.35043900589648,-0.0029179972666516507,0.0014899826403649286,0.00142801331133513,0.39608497370560586,-60384967.77966221,-239647.49107003654
0.18258333333333332,-0.1515,0.013274316477105377,0.013274316477105377,160.80746846206685,-0.0031093084393397086,0.0015838391886369152,0.0015254690169081986,0.3966303576411002,-60229579.593212776,-239793.42356538662
0.183375,-0.1515,0.01183260179838819,0.01183260179838819,151.6881953647156,-0.003296235718880297,0.001675696862410092,0.0016205382276319735,0.3969476650975133,-60138353.844924405,-239933.50953016878
0.18416666666666667,-0.1515,0.010621740815700673,0.010621740815700673,144.42488877424367,-0.003462007271990586,0.0017570056459845773,0.0017050014156148041,0.3974349794948574,-59996889.92336317,-240090.2184183964
0.18495833333333334,-0.1515,0.009591389309010042,0.009591389309010042,138.19691653089262,-0.0036180258977718815,0.0018335507276638907,0.001784474837235317,0.3978623929662428,-59872709.81760744,-240254.38598355703
0.18575,-0.1515,0.008705075197636195,0.008705075197636195,132.6939930204259,-0.0037680684179440538,0.0019072279097791522,0.0018608398396922077,0.39818307323121177,-59780390.13894618,-240425.6418211241
0.18654166666666666,-0.1515,0.00793551893272973,0.00793551893272973,128.39336255372632,-0.003894282675177052,0.001968992798083491,0.0019252891387266935,0.39874081210876045,-59618649.20070982,-240618.07047861934
0.18733333333333332,-0.1515,0.007261952233301905,0.007261952233301905,124.46163270137072,-0.004017302392165217,0.002029279827336694,0.001988022327261252,0.3991649321152791,-59495236.22715862,-240808.95598984446
0.188125,-0.1515,0.006668027282738778,0.006668027282738778,120.5616304578345,-0.004147256780970027,0.002093182409371508,0.0020540737173098123,0.3993110865376061,-59453572.58802609,-240992.58334887208
0.18891666666666668,-0.1515,0.0061410616238512525,0.0061410616238512525,117.78004872707243,-0.004245201437998142,0.0021410347500463445,0.002104166140768138,0.39984765318161813,-59299254.16678703,-241212.52032272436
0.18970833333333334,-0.1515,0.005670909713921208,0.005670909713921208,115.52047681006549,-0.004328237066102053,0.002181474415124285,0.002146762484373399,0.400477255134651,-59115635.338170044,-241436.96047415474
0.1905,-0.1515,0.005249265010007613,0.005249265010007613,113.23338425891234,-0.004415659255158966,0.0022242192675356875,0.0021914392599962085,0.4009061842445074,-58991761.41758382,-241658.82504546756
0.19129166666666667,-0.1515,0.0048696323586836145,0.0048696323586836145,110.94816463855851,-0.004506609207206191,0.002268822253885361,0.002237786587695023,0.4011658570025235,-58916011.323150665,-241868.40215083453
0.19208333333333333,-0.1515,0.004526203239462327,0.004526203239462327,109.5142332526911,-0.004565616823905716,0.0022974204741572635,0.002268195878656787,0.40180491058213347,-58730724.077792786,-242114.9446279684
0.19287500000000002,-0.1515,0.004214530363561552,0.004214530363561552,107.90005196944882,-0.004633918285108812,0.0023307685685729496,0.0023031492756571126,0.4022027366082037,-58615248.4844371,-242345.60190346974
0.19366666666666668,-0.1515,0.003930607181717804,0.003930607181717804,106.62253589437726,-0.0046894406853875414,0.0023577534396999056,0.0023316861614461892,0.4026976043095138,-58472096.748051226,-242589.99315695357
0.19445833333333334,-0.1515,0.003671504436851549,0.003671504436851549,105.15914590413682,-0.00475469840611728,0.002389692870103488,0.0023650050906116604,0.40296777848455845,-58392996.9332162,-242813.53514785354
0.19525,-0.1515,0.0034340971939713833,0.0034340971939713833,104.498593739044,-0.004784753252315477,0.002403995446798035,0.0023807580685777374,0.4036633285561213,-58192291.84039573,-243084.40850623423
0.19604166666666667,-0.1515,0.0032159121238308245,0.0032159121238308245,104.14547998590241,-0.004800976929697831,0.0024114054052297718,0.002389570626788684,0.40447256928910635,-57956207.1946784,-243358.58749019314
