slopeL,slopeH,F,F_slip,F_yield,fluxD,fluxHR,fluxLR,potential_H1,potential_H1_ramp,dG
-0.166666667,0.1499999999999999,1.4292668328593705,1.4292668328593705,0.00999985,-16.84113965,50.000749813712915,-33.15961031,0.4392431447756317,0.45,-2.0179247889310035
-0.166666667,-0.15,2.0929676507531285,2.0929676507531285,0.011596828,19.79219956275351,23.323040330816667,-43.11523986,0.05,0.15,-1.170787265271918
-0.166666667,-0.1,1.7014130883887395,1.7014130883887395,0.011885076,-5.36579983,42.06956513148072,-36.70376542,0.1278373635487779,0.2,-0.8397996884845657
-0.166666667,-0.016666667,1.429802800611989,1.429802800611989,0.010004016,-16.81316482,49.97993032354986,-33.16676563,0.310241639,0.283333333,-1.1305748422174533
-0.166666667,0.1666666666666666,1.429266627683172,1.429266627683172,0.00999979,-16.8412483,50.001048487545255,-33.15980037,0.4487764166741488,0.466666667,-2.106697327915078
-0.166666667,0.066666667,1.4292718029625782,1.4292718029625782,0.009999846,-16.84095207,50.00077034147443,-33.15981839,0.3837368297579411,0.366666667,-1.574065229101917
-0.166666667,0.1833333333333333,1.4292664887189457,1.4292664887189457,0.00999981,-16.84122112,50.00095173194645,-33.15973075,0.4593756028765347,0.483333333,-2.1954699228167747
-0.166666667,0.083333333,1.4292695634771642,1.4292695634771642,0.009999686,-16.84130976,50.00157210696461,-33.16026249,0.3956266888797751,0.383333333,-1.6628361696501646
-0.166666667,0.016666667,1.429322301979046,1.429322301979046,0.010000303,-16.83820636,49.99848477170157,-33.16027852,0.3435754633211031,0.316666667,-1.3077848157448093
-0.166666667,-0.033333333,1.4311090112210842,1.4311090112210842,0.010014387,-16.74472479,49.92816848196535,-33.18344379,0.2912564207881966,0.266666667,-1.04267387068024
-0.166666667,0.1166666666666666,1.4292676057462197,1.4292676057462197,0.009999751,-16.84127682,50.00124685625391,-33.15997018,0.4181787195153122,0.416666667,-1.840380010455704
-0.166666667,-0.2,2.3353527533687233,2.3353527533687233,0.012246495,31.418274357733974,9.409735069284736,-40.82800939,0.05,0.1,-2.1140862317824203
-0.166666667,-0.166666667,2.158394219197386,2.158394219197386,0.011560533,23.83733902,19.413262501775915,-43.25060146,0.05,0.133333333,-1.2700669631259414
-0.166666667,0.1,1.4292683402159885,1.4292683402159885,0.009999792,-16.8411779,50.00103851650983,-33.15986075,0.4071568797433875,0.4,-1.751607899631211
-0.166666667,0.033333333,1.4292882871463912,1.4292882871463912,0.010000006,-16.84003765,49.99997045425344,-33.15993292,0.3580536327635206,0.333333333,-1.3965323822942213
-0.166666667,-0.083333333,1.511468023709399,1.511468023709399,0.010639042,-12.82435986,46.99671345051812,-34.17235371,0.2221144,0.216666667,-0.8241270228426281
-0.166666667,0.2,1.4292663928742373,1.4292663928742373,0.009999763,-16.8413028,50.00118307540102,-33.15988043,0.4689677631160792,0.5,-2.2842425560631328
-0.166666667,0.05,1.4292765245531145,1.4292765245531145,0.009999897,-16.84068081,50.00051350714746,-33.15983281,0.3715045098782313,0.35,-1.4852961737591308
-0.166666667,0.0,1.4294313717383202,1.4294313717383202,0.010001166,-16.83248544,49.994168177335176,-33.16168283,0.3276163948854664,0.3,-1.219090288431002
-0.166666667,-0.05,1.435776165668526,1.435776165668526,0.010050993,-16.502166,49.74633068880995,-33.24416481,0.2709943552041212,0.25,-0.956894756127098
-0.166666667,-0.066666667,1.4525106690272658,1.4525106690272658,0.010181958,-15.64828184,49.10646660625003,-33.45818487,0.2488423382259358,0.233333333,-0.8784050862074853
-0.166666667,-0.116666667,1.8757579098051855,1.8757579098051855,0.01201779,0.7418914104427046,40.86309589214069,-41.60498729,0.05,0.183333333,-0.8460422070170149
-0.166666667,0.1333333333333333,1.4292671391075331,1.4292671391075331,0.010000007,-16.84086379,49.99996646204374,-33.15910277,0.428745535,0.433333333,-1.9291523340583114
-0.15,-0.116666667,1.875752814677196,1.875752814677196,0.012018167,0.7411258847348847,40.86255769645686,-41.6036836,0.05,0.183333333,-0.8120913589684343
-0.15,0.1,1.4292241128500338,1.4292241128500338,0.009999924,-16.84268693,50.000380729114006,-33.15769394,0.4075229828771537,0.4,-1.7294637121185437
-0.15,-0.016666667,1.4297587026773475,1.4297587026773475,0.010004303,-16.81440707,49.97849647031148,-33.16408949,0.3102116826104789,0.283333333,-1.108424879347719
-0.15,0.1166666666666666,1.4292233738263675,1.4292233738263675,0.009999837,-16.8428622,50.00081517007493,-33.15795313,0.4185103640268311,0.416666667,-1.818234684498185
-0.15,0.016666667,1.4292781331334308,1.4292781331334308,0.010000344,-16.83986519,49.998278727053794,-33.15841368,0.3436578089008827,0.316666667,-1.2856450324163713
-0.15,-0.066666667,1.4524666434639466,1.4524666434639466,0.010182029,-15.64985931,49.106126358569966,-33.45626719,0.2488684395759485,0.233333333,-0.8556674423321643
-0.15,0.083333333,1.4292253417063032,1.4292253417063032,0.00999995,-16.84259436,50.000248659218386,-33.15765444,0.3958965658874013,0.383333333,-1.6406931084473153
-0.15,0.0,1.4293872323131498,1.4293872323131498,0.010001324,-16.83394708,49.99338044545048,-33.15943347,0.3277213088513242,0.3,-1.1969488331672886
-0.15,0.1666666666666666,1.4292223882543555,1.4292223882543555,0.009999873,-16.84284061,50.00063662959197,-33.15779616,0.4502931295404345,0.466666667,-2.0845485581903684
-0.15,-0.133333333,1.9760312711181165,1.9760312711181165,0.011776157,11.23607608539588,31.222596994609752,-42.45867311,0.05,0.166666667,-0.9279176716437648
-0.15,-0.15,2.0929771746569674,2.0929771746569674,0.011597374,19.791873238389257,23.32133569675228,-43.11320888,0.05,0.15,-1.109195702354319
-0.15,-0.166666667,2.1584605882968524,2.1584605882968524,0.011560684,23.840893980844996,19.409142101020695,-43.25003609,0.05,0.133333333,-1.1960554877727236
-0.15,0.033333333,1.4292440978857772,1.4292440978857772,0.010000091,-16.84162413,49.999547089095365,-33.15792309,0.3581524484918021,0.333333333,-1.374392318150001
-0.15,0.05,1.4292323208477038,1.4292323208477038,0.009999985,-16.84226317,50.00007618,-33.15781315,0.3715419467893207,0.35,-1.4631552526166571
-0.15,0.2,1.4292221506958145,1.4292221506958145,0.009999757,-16.84304425,50.00121356752121,-33.15816945,0.4692034324871251,0.5,-2.2620914815755526
-0.15,-0.05,1.435732170615744,1.435732170615744,0.010051165,-16.50359441,49.74547887524905,-33.24188459,0.2710117897535123,0.25,-0.9345914497816131
-0.15,0.1333333333333333,1.429222903990358,1.429222903990358,0.009999818,-16.84291217,50.000909,-33.15799695,0.4291643814615734,0.433333333,-1.9070058634667353
-0.15,0.1833333333333333,1.429222247443474,1.429222247443474,0.009999712,-16.84311713,50.00144113414727,-33.15832416,0.4603785606926494,0.483333333,-2.1733200013839213
-0.15,-0.2,2.3365046163592673,2.3365046163592673,0.012250571,31.461643227337305,9.352781573045029,-40.81442484,0.05,0.1,-1.981940448477289
-0.15,-0.083333333,1.5114236876824434,1.5114236876824434,0.010639311,-12.82564729,46.99552587,-34.16987867,0.2221144,0.216666667,-0.7998644689302907
-0.15,0.066666667,1.429227588825405,1.429227588825405,0.009999974,-16.84246576,50.000127940755505,-33.15766231,0.3842177766374846,0.366666667,-1.5519232694038227
-0.15,-0.1,1.701371635962415,1.701371635962415,0.011885768,-5.366809137,42.06711656367531,-36.70030754,0.1279189859081333,0.2,-0.8106958921017025
-0.15,0.1499999999999999,1.4292225952795854,1.4292225952795854,0.009999907,-16.84277475,50.00046519099061,-33.15769056,0.4398249749860449,0.45,-1.995777169672602
-0.15,-0.183333333,2.21410393,2.21410393,0.011696434,26.66873369967593,16.079337665848833,-42.74807139,0.05,0.116666667,-1.2845715537790843
-0.15,-0.033333333,1.4310649669159272,1.4310649669159272,0.010014658,-16.74599134,49.926815344115134,-33.18082406,0.2913485116406707,0.266666667,-1.0204910316852835
-0.133333333,0.05,1.4291821881954123,1.4291821881954123,0.009999864,-16.84442907,50.00068240708075,-33.15625351,0.3718200303967154,0.35,-1.4410121521266208
-0.133333333,0.0,1.429337238492881,1.429337238492881,0.010001176,-16.83615169,49.99411895825746,-33.15796737,0.3278276309368286,0.3,-1.1748057097653535
-0.133333333,0.066666667,1.4291774342196704,1.4291774342196704,0.010000032,-16.84433137,49.99984035681539,-33.15550909,0.3844560774533512,0.366666667,-1.5297789670271833
-0.133333333,-0.2,2.338002406333486,2.338002406333486,0.012255162,31.519751503435785,9.279381244916657,-40.79913274,0.05,0.1,-1.8518173301584449
-0.133333333,0.016666667,1.429228075218364,1.429228075218364,0.010000238,-16.842003,49.99881065955752,-33.15680778,0.3438379093803088,0.316666667,-1.2635034048813745
-0.133333333,-0.183333333,2.2144935696765713,2.2144935696765713,0.011697369,26.687697276457996,16.056956953197897,-42.74465422,0.05,0.116666667,-1.1976988911226691
-0.133333333,-0.066666667,1.452417282687409,1.452417282687409,0.010182103,-15.65163534,49.10576845445877,-33.45413314,0.2488827563523715,0.233333333,-0.8329290352518497
-0.133333333,0.033333333,1.4291939958996915,1.4291939958996915,0.009999983,-16.84376515,50.00008310257685,-33.15631813,0.3585463716856181,0.333333333,-1.3522502408706982
-0.133333333,0.1333333333333333,1.4291727044463989,1.4291727044463989,0.009999666,-16.84513342,50.00167159947065,-33.15653836,0.4302259928221371,0.433333333,-1.884856410806343
-0.133333333,0.1833333333333333,1.4291720351257706,1.4291720351257706,0.009999739,-16.84503556,50.00130337305592,-33.156268,0.4607708300089103,0.483333333,-2.1511666247203913
-0.133333333,0.083333333,1.4291751706738764,1.4291751706738764,0.009999724,-16.84493862,50.00137983098628,-33.15644139,0.3965929109083276,0.383333333,-1.6185475435798005
-0.133333333,-0.033333333,1.431015203234323,1.431015203234323,0.01001425,-16.74861843,49.92885212559274,-33.18023384,0.291392796,0.266666667,-0.9983069109046405
-0.133333333,0.1666666666666666,1.4291721793805707,1.4291721793805707,0.009999626,-16.84522145,50.00187195,-33.15665066,0.4505572053069254,0.466666667,-2.062396490735694
-0.133333333,-0.083333333,1.5113745973278534,1.5113745973278534,0.010638944,-12.82787344,46.99714445945942,-34.16927114,0.2221549182922505,0.216666667,-0.7756016272001811
-0.133333333,-0.15,2.092992362425871,2.092992362425871,0.011597068,19.793361995699115,23.320984849783724,-43.11434675,0.05,0.15,-1.0476171262474367
-0.133333333,0.2,1.4291719358853658,1.4291719358853658,0.009999747,-16.84502632,50.00126441690459,-33.15623828,0.4708922114551916,0.5,-2.239936795378926
-0.133333333,0.1499999999999999,1.4291723904976943,1.4291723904976943,0.00999965,-16.84517199,50.001749698556274,-33.15657784,0.4407099700937439,0.45,-1.9736264102309837
-0.133333333,-0.05,1.4356825920236975,1.4356825920236975,0.010051107,-16.50561645,49.745761995921605,-33.24014562,0.2710352277233958,0.25,-0.9122870893389714
-0.133333333,-0.016666667,1.429708803206167,1.429708803206167,0.010004134,-16.81664219,49.979339357997354,-33.16269725,0.3103312670612944,0.283333333,-1.0862734338988795
-0.133333333,0.1166666666666666,1.4291731815493744,1.4291731815493744,0.009999711,-16.84503757,50.00144257745769,-33.15640514,0.4193634042995537,0.416666667,-1.7960865344114127
-0.133333333,-0.133333333,1.976028800288799,1.976028800288799,0.011775997,11.236027745171114,31.22322398477654,-42.45925163,0.05,0.166666667,-0.882583403261582
-0.133333333,0.1,1.4291739297711543,1.4291739297711543,0.009999754,-16.84493648,50.00122939331845,-33.15629306,0.4084278683966891,0.4,-1.7073168600921464
-0.133333333,-0.116666667,1.8757480731845408,1.8757480731845408,0.012018072,0.7404408345013849,40.86356854631183,-41.60400938,0.05,0.183333333,-0.7781425550450296
-0.133333333,-0.1,1.7013285419950095,1.7013285419950095,0.011886988,-5.367632429,42.06280163018802,-36.69516926,0.1280666728443012,0.2,-0.7815933604221152
-0.133333333,-0.166666667,2.158549386297241,2.158549386297241,0.011560986,23.845443262685336,19.40346207829156,-43.24890531,0.05,0.133333333,-1.1220945273611587
-0.116666667,-0.15,2.093012687054727,2.093012687054727,0.011597767,19.793461118697664,23.31828480442405,-43.1117459,0.05,0.15,-0.9860472744138329
-0.116666667,-0.1,1.70127466,1.70127466,0.011888164,-5.368818773,42.058638482093826,-36.68981983,0.1282623971922206,0.2,-0.7524878302155728
-0.116666667,-0.133333333,1.9760267983739364,1.9760267983739364,0.011776527,11.235358864632389,31.22198177622869,-42.45734061,0.05,0.166666667,-0.837250672181553
-0.116666667,0.033333333,1.429125807040222,1.429125807040222,0.0100002,-16.84606814,49.99899933865161,-33.15293129,0.3589232237127305,0.333333333,-1.3300980384075158
-0.116666667,-0.166666667,2.1586613224891917,2.1586613224891917,0.011561497,23.850909698670975,19.39608589,-43.24699561,0.05,0.133333333,-1.0481715487222913
-0.116666667,-0.183333333,2.2149795799369665,2.2149795799369665,0.01169946,26.709223568254274,16.02778995301798,-42.73701349,0.05,0.116666667,-1.1110016476890725
-0.116666667,0.1833333333333333,1.4291036027040342,1.4291036027040342,0.00999964,-16.84788066,50.00179995485957,-33.15391945,0.4636599160392026,0.483333333,-2.1289987573384543
-0.116666667,0.05,1.4291139306635736,1.4291139306635736,0.010000067,-16.84675781,49.999666974291664,-33.15290927,0.3726995265828369,0.35,-1.418858428730704
-0.116666667,0.1666666666666666,1.429103753430918,1.429103753430918,0.009999753,-16.84768448,50.00123525,-33.15355091,0.4543247257935562,0.466666667,-2.040230410783082
-0.116666667,0.066666667,1.429109127333671,1.429109127333671,0.010000016,-16.84703127,49.99992076329297,-33.1528896,0.3855767436385202,0.366666667,-1.507623550230331
-0.116666667,0.1499999999999999,1.429103973375905,1.429103973375905,0.009999723,-16.84772647,50.00138536653092,-33.15365906,0.4429545825546232,0.45,-1.9514621181260279
-0.116666667,-0.083333333,1.5113092566242687,1.5113092566242687,0.010639259,-12.82986855,46.99575256412102,-34.16588413,0.2221549182922505,0.216666667,-0.7513329386623089
-0.116666667,0.1333333333333333,1.4291042991956644,1.4291042991956644,0.009999883,-16.84744407,50.00058516437348,-33.15314122,0.4321555314092441,0.433333333,-1.8626939046989395
-0.116666667,0.1,1.429105560048166,1.429105560048166,0.009999902,-16.84736262,50.00048982693983,-33.15312734,0.4097971815567609,0.4,-1.6851579199592304
-0.116666667,-0.066666667,1.452350935701778,1.452350935701778,0.010182139,-15.65412058,49.10559453818602,-33.45147405,0.2489479695416402,0.233333333,-0.8101839241823423
-0.116666667,0.083333333,1.4291068279297594,1.4291068279297594,0.009999995,-16.8471568,50.00002628466914,-33.15286959,0.3976691253766663,0.383333333,-1.5963903752353
-0.116666667,0.2,1.4291034981481328,1.4291034981481328,0.009999609,-16.84793646,50.00195342064993,-33.15401711,0.4744399660195791,0.5,-2.2177671402910133
-0.116666667,-0.116666667,1.8757427798440325,1.8757427798440325,0.012018667,0.7396329588921446,40.86231832011561,-41.60195129,0.05,0.183333333,-0.7441936992080975
-0.116666667,0.1166666666666666,1.4291047914896855,1.4291047914896855,0.009999815,-16.84753914,50.00092442878347,-33.15338544,0.4207777038022358,0.416666667,-1.7739258136144551
-0.116666667,-0.033333333,1.430947785018924,1.430947785018924,0.010014424,-16.75096021,49.92798258662995,-33.1770225,0.2915031748613462,0.266666667,-0.9761147966141006
-0.116666667,-0.2,2.3398698652483763,2.3398698652483763,0.01226188,31.58948266071266,9.187299465,-40.7767821,0.05,0.1,-1.7233006395949144
-0.116666667,-0.05,1.435615624393054,1.435615624393054,0.010051455,-16.50765001,49.74404188979388,-33.23639186,0.2711616391878816,0.25,-0.8899753443200804
-0.116666667,-0.016666667,1.4296410701600952,1.4296410701600952,0.010004101,-16.81934578,49.97950138080692,-33.16015572,0.3105171424400936,0.283333333,-1.064113428701551
-0.116666667,0.0,1.4292692916975054,1.4292692916975054,0.010001183,-16.83879813,49.99408355122981,-33.15528556,0.3282065986401262,0.3,-1.152653488029729
-0.116666667,0.016666667,1.4291599842518083,1.4291599842518083,0.010000352,-16.84447461,49.998238692816706,-33.15376424,0.34428451,0.316666667,-1.241352159664459
-0.1,0.066666667,1.4289922060198037,1.4289922060198037,0.009999827,-16.85192515,50.00086645108768,-33.14894144,0.3875365005280687,0.366666667,-1.4854361859848815
-0.1,-0.133333333,1.9760218163617411,1.9760218163617411,0.01177675,11.23473968506238,31.221795773391037,-42.45653539,0.05,0.166666667,-0.7919127663982137
-0.1,0.05,1.4289971241275004,1.4289971241275004,0.010000109,-16.85125668,49.99945423085909,-33.14819759,0.3743244164346945,0.35,-1.396674069545887
-0.1,-0.05,1.4355017790485685,1.4355017790485685,0.010051,-16.51282431,49.746291500759966,-33.23346732,0.2714033714597997,0.25,-0.8676414346111531
-0.1,0.033333333,1.429009160746962,1.429009160746962,0.010000143,-16.85072799,49.999282992090755,-33.14855507,0.3603207029409125,0.333333333,-1.3079165257185743
-0.1,0.1,1.428988493675778,1.428988493675778,0.009999839,-16.8520501,50.00080620940354,-33.14875622,0.4123296269916054,0.4,-1.6629644346367716
-0.1,-0.116666667,1.8757340914927223,1.8757340914927223,0.012018972,0.7383481543409118,40.86254807697678,-41.60089618,0.05,0.183333333,-0.710239135733149
-0.1,0.1833333333333333,1.4289863974439023,1.4289863974439023,0.009999783,-16.85222666,50.001086740643586,-33.14886017,0.4706824578671218,0.483333333,-2.106789926365686
-0.1,0.1166666666666666,1.4289876794059009,1.4289876794059009,0.009999788,-16.85216758,50.00106022660635,-33.14889276,0.4240551452125005,0.416666667,-1.7517292572749548
-0.1,0.016666667,1.4290435681643423,1.4290435681643423,0.010000215,-16.84926128,49.99892569230875,-33.14966455,0.3452872272036911,0.316666667,-1.2191729488436016
-0.1,-0.1,1.7011846426900517,1.7011846426900517,0.011891302,-5.370270683,42.04753992374531,-36.67726927,0.1286405467196698,0.2,-0.7233685871256512
-0.1,-0.15,2.0930350884300912,2.0930350884300912,0.011598056,19.794393398125237,23.31627903,-43.1106723,0.05,0.15,-0.9244758189017092
-0.1,0.1333333333333333,1.4289871528424671,1.4289871528424671,0.00999984,-16.8521011,50.00080190038006,-33.14870089,0.4363273625281993,0.433333333,-1.8404942775340682
-0.1,-0.016666667,1.4295254898528955,1.4295254898528955,0.010004322,-16.82349519,49.97839930435756,-33.15490416,0.3110419581926102,0.283333333,-1.0419282487579782
-0.1,-0.083333333,1.5111983937359663,1.5111983937359663,0.010639251,-12.83390838,46.99578957,-34.16188127,0.2222606851374286,0.216666667,-0.727045318053634
-0.1,-0.166666667,2.158791724,2.158791724,0.011562285,23.856877739762297,19.387171270430407,-43.24404892,0.05,0.133333333,-0.9742565204497236
-0.1,0.0,1.429153213191284,1.429153213191284,0.010001346,-16.84306528,49.99326935212307,-33.15020413,0.3288629832601428,0.3,-1.1304746748448802
-0.1,0.083333333,1.4289898232047484,1.4289898232047484,0.009999788,-16.85208433,50.00106210967431,-33.14897791,0.4002607299563831,0.383333333,-1.574199957738484
-0.1,-0.183333333,2.215548185538043,2.215548185538043,0.011700931,26.736613541346728,15.995030386607652,-42.73164386,0.05,0.116666667,-1.024341599124758
-0.1,0.1666666666666666,1.4289865623485112,1.4289865623485112,0.009999734,-16.85230188,50.00132901633408,-33.14902725,0.4598620665840766,0.466666667,-2.0180246463261122
-0.1,-0.2,2.3420606328154085,2.3420606328154085,0.012268843,31.67341315818655,9.08022469,-40.7536378,0.05,0.1,-1.595270015504429
