alpha,F_t,F_eff_best,F_amnt_best,abs(fluxD),fluxHR,fluxLR,potential_D1,potential_L3,potential_H3
0.0,0.06985720386567819,0.043306631288104844,0.06985720386567819,71.57457956750865,46.31953619103138,25.255043478180248,-0.40943003380590864,-0.16458861658238283,0.16458861658238283
0.02040816326530612,0.06927496614210235,0.03997494136921306,0.06988538332487088,71.54571891507311,45.88778236334132,25.657936791171014,-0.40919980184775523,-0.16120466472578004,0.16120466472578004
0.04081632653061224,0.06863218696738643,0.03731019288587517,0.06996503777936564,71.46426500316227,45.49298343224151,25.971281547456297,-0.41078067273715746,-0.15905212244066233,0.15905212244066233
0.061224489795918366,0.06795037988990954,0.03573118324752443,0.0700516318448477,71.37592465983273,45.228227605155524,26.14769714443419,-0.4121153983464465,-0.15786532681206752,0.15786532681206752
0.08163265306122448,0.0672190113032089,0.033274754258355466,0.07023627859608476,71.1882818576488,44.77642963659446,26.411852297071253,-0.4131785185410633,-0.15549641728090274,0.15549641728090274
0.1020408163265306,0.06644868431818406,0.03129392924615129,0.07044354284909687,70.97882645332416,44.368000398445034,26.610825979830338,-0.4139870210518224,-0.1534641401617424,0.1534641401617424
0.12244897959183673,0.0656449748575678,0.030283813748786605,0.07057909036111867,70.84251126355481,44.13860056168083,26.70391059195467,-0.41221813951794045,-0.15149825407771,0.15149825407771
0.14285714285714285,0.06479785308423337,0.028909690309375874,0.07077921354670962,70.64220907899048,43.81429752340236,26.827911504353402,-0.4140478684597232,-0.15052207984577762,0.15052207984577762
0.16326530612244897,0.06391978970022981,0.0270674603442358,0.07111048811115546,70.31311601434012,43.336403512583864,26.976712490617864,-0.4163778732467954,-0.14906992431541166,0.14906992431541166
0.18367346938775508,0.06300631020584001,0.025883829077471963,0.07135886845972282,70.0683756699093,43.00534388992194,27.063031706681812,-0.4151390566648576,-0.14699013900809255,0.14699013900809255
0.2040816326530612,0.0620625743248899,0.024449535188307017,0.07170694333427013,69.72825459398655,42.573678537325094,27.154576029647217,-0.41468347835506153,-0.14483160329252193,0.14483160329252193
0.22448979591836732,0.061083396211538674,0.023290393364905952,0.07202347598293236,69.42180900946579,42.20241419029383,27.219394988978337,-0.4123917805791286,-0.14223084297392038,0.14223084297392038
0.24489795918367346,0.06007357642809474,0.02222311671660867,0.07234940119938753,69.10907231844247,41.83941862585412,27.269653701310435,-0.4144804368584579,-0.14156508668922288,0.14156508668922288
0.26530612244897955,0.05903253277414608,0.021080717319504248,0.07273735502165563,68.74047038676504,41.42756144988907,27.31290896773403,-0.41495150362966454,-0.14006705491292587,0.14006705491292587
0.2857142857142857,0.05796234572822115,0.019600837726930984,0.07330694892873721,68.20635791923608,40.85540824911537,27.350949762864687,-0.41345322482551095,-0.13717901239384112,0.13717901239384112
0.3061224489795918,0.056862666824327966,0.019031989119499097,0.0735526716941054,67.97849602223776,40.620547528990166,27.357948488279632,-0.413576529832365,-0.13634077301269104,0.13634077301269104
0.32653061224489793,0.055734114643855574,0.017777193614646473,0.0741374702943812,67.44227940609004,40.07955450333934,27.36272527896108,-0.41228290608756535,-0.1337785582651053,0.1337785582651053
0.3469387755102041,0.054575814229316066,0.017033062228131134,0.07452040122994556,67.09572043273197,39.739792271318066,27.35592796121521,-0.41449050583497776,-0.13349273466420572,0.13349273466420572
0.36734693877551017,0.05338721091785604,0.015720198289599398,0.07525837954071472,66.43778439481909,39.109080230398824,27.328704328402832,-0.4120845036726666,-0.1302473124460122,0.1302473124460122
0.3877551020408163,0.052171127469891304,0.015201407010182922,0.07558528376103994,66.15044295888875,38.84235027481617,27.30809263204943,-0.41301997807200974,-0.12974607306396505,0.12974607306396505
0.4081632653061224,0.050928486481661255,0.014375082778789794,0.07613773041467606,65.67046282154931,38.40273187555493,27.26773109009826,-0.4114336181453836,-0.12759307839262857,0.12759307839262857
0.42857142857142855,0.049653427307122834,0.013730953219889104,0.07659528287254813,65.27817133437412,38.04791560911098,27.230255757665965,-0.41193508149659325,-0.1266354053747267,0.1266354053747267
0.44897959183673464,0.048356663276132084,0.01295725958123063,0.07720062184234808,64.76631763020885,37.59619563183685,27.170122115180533,-0.4104214024240137,-0.12452706011306146,0.12452706011306146
0.4693877551020408,0.04703013385213196,0.012393987787143762,0.07766980152500613,64.37508406086012,37.255212198674705,27.119871806498637,-0.4105794376214335,-0.12351330662199811,0.12351330662199811
0.4897959183673469,0.04567954600898487,0.011262809266996044,0.07871961328129415,63.51657216886173,36.524740252312284,26.99183196517249,-0.40819394604334963,-0.12019794538972929,0.12019794538972929
0.5102040816326531,0.044300803633741045,0.010980448036950287,0.07900950738039808,63.283523269284544,36.33082049487451,26.952702804732183,-0.4069825227669498,-0.11906787209276042,0.11906787209276042
0.5306122448979591,0.04289220960455201,0.010093466574916169,0.07996904955109686,62.524189325166674,35.70383588938419,26.8203535786774,-0.4085543443613594,-0.11789173418222021,0.11789173418222021
0.5510204081632653,0.04146131808684582,0.009521607985809033,0.08066005321084552,61.988553231005454,35.271398716894886,26.71715446262959,-0.40845299538862556,-0.11657953589657492,0.11657953589657492
0.5714285714285714,0.04000212541060894,0.009308849817732659,0.08092649286777731,61.784464173044825,35.10737495878173,26.677089233061515,-0.40782220864454777,-0.1158144789642198,0.1158144789642198
0.5918367346938775,0.038516984653922136,0.008778339245643169,0.08163802049592664,61.24597309740757,34.68058169591073,26.565391229539443,-0.40649431841598505,-0.11398158246201914,0.11398158246201914
