alpha,F_t,F_eff_best,F_amnt_best,abs(fluxD),fluxHR,fluxLR,slope
0.8163265306122448,0.01956802147399222,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.836734693877551,0.017869867273071275,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.8571428571428571,0.01617171307215033,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.8775510204081632,0.014473558871229385,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.8979591836734693,0.012775404670308448,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.9183673469387754,0.011077250469387505,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.9387755102040816,0.009379096268466558,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.9591836734693877,0.007680942067545614,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
0.9795918367346939,0.005982787866624669,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
1.0,0.004284633665703724,0.004284633665703724,0.08749418951082993,57.1466519761877,31.218368433900586,25.928283589970047,0.099
