alpha,F_t,F_eff_best,F_amnt_best,abs(fluxD),fluxHR,fluxLR,slopeL,slopeH
0.0,0.0034319463257262216,0.06912268475054616,0.0034319463257262216,1456.8992418647294,999.2971129114816,457.602128911886,0.099,-0.01
0.02040816326530612,0.004772573640518465,0.06912268475054616,0.0034319463257262216,1456.8992418647294,999.2971129114816,457.602128911886,0.099,-0.01
0.04081632653061224,0.006113200955310708,0.06912268475054616,0.0034319463257262216,1456.8992418647294,999.2971129114816,457.602128911886,0.099,-0.01
0.061224489795918366,0.007420739484956661,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.08163265306122448,0.008588324387305085,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.1020408163265306,0.00975590928965351,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.12244897959183673,0.010923494192001938,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.14285714285714285,0.012091079094350362,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.16326530612244897,0.013258663996698786,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.18367346938775508,0.014426248899047213,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.2040816326530612,0.015593833801395637,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.22448979591836732,0.016761418703744063,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.24489795918367346,0.01792900360609249,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.26530612244897955,0.019096588508440916,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.2857142857142857,0.02026417341078934,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.3061224489795918,0.021431758313137764,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.32653061224489793,0.02259934321548619,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.3469387755102041,0.023766928117834617,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.36734693877551017,0.02493451302018304,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.3877551020408163,0.026102097922531466,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.4081632653061224,0.02726968282487989,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.42857142857142855,0.028437267727228318,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.44897959183673464,0.02960485262957674,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.4693877551020408,0.03077243753192517,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.4897959183673469,0.031940022434273595,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.5102040816326531,0.03310760733662202,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.5306122448979591,0.034275192238970444,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.5510204081632653,0.03544277714131887,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.5714285714285714,0.03661036204366729,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.5918367346938775,0.03777794694601572,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.6122448979591836,0.03894553184836414,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.6326530612244897,0.040113116750712566,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.6530612244897959,0.041280701653061,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.673469387755102,0.04244828655540943,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.6938775510204082,0.04361587145775785,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.7142857142857142,0.04478345636010627,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.7346938775510203,0.0459510412624547,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.7551020408163265,0.047118626164803126,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.7755102040816326,0.04828621106715155,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
