alpha,F_t,F_eff_best,F_amnt_best,abs(fluxD),fluxHR,fluxLR,slopeL,slopeH
0.7959183673469387,0.049453795969499975,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8163265306122448,0.0506213808718484,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.836734693877551,0.051788965774196824,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8571428571428571,0.052956550676545255,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8775510204081632,0.05412413557889368,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8979591836734693,0.0552917204812421,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.9183673469387754,0.05645930538359053,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.9387755102040816,0.05762689028593895,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.9591836734693877,0.05879447518828738,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.9795918367346939,0.05996206009063581,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
1.0,0.06112964499298423,0.06112964499298423,0.003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
