alpha,F,F_eff,F_amnt,abs(fluxD),fluxLR,fluxHR,potential_D1,potential_L2,potential_H2
0.0,5.3684368406557576e-05,0.02777701208669698,5.3684368406557576e-05,93136.9809948006,35592.34330517829,57544.63768964367,-0.3,0.0,0.2
0.02040816326530612,0.00025790164939194413,0.004144639579830574,0.000176927942507806,28260.092380683986,12843.569373404898,15416.523007336255,-0.3,0.0,0.1488417573777233
0.04081632653061224,0.00033747326700132776,0.004057370823758908,0.00017917975394781373,27904.938419854356,12695.604820570945,15209.333599301295,-0.3,0.0,0.14843921732225224
0.061224489795918366,0.00040045790658703185,0.0030454612011943994,0.00022795769172133398,21933.894672429393,10111.038930975898,11822.85574157747,-0.3235334978869455,-0.03680187977603671,0.15287678302960916
0.08163265306122448,0.00043705891991979473,0.0011251278929979816,0.00037589723342395593,13301.507846871857,6335.263033695439,6966.244813143581,-0.3,0.0,0.12633198665870166
0.1020408163265306,0.0005065766294277194,0.0011964894395919,0.00042817744645451704,11677.401603895822,5553.0827494766345,6124.318854512632,-0.3,-0.07395007125674798,0.12278777151938781
0.12244897959183673,0.0005120157840515487,0.0014405136185432297,0.0003824579466806166,13073.332750440662,6185.809491532091,6887.523258877227,-0.34065386333556086,-0.05581463595913373,0.1465034390002539
0.14285714285714285,0.0005298480549657134,0.001571859028546817,0.0003561795593688628,14037.863399194553,6625.388138464063,7412.475260700157,-0.3,-0.07234989116641091,0.12798584940070762
0.16326530612244897,0.0006601846812186522,0.0005491713572098792,0.000681845817610608,7333.036106994114,3545.005047602026,3788.0310595636474,-0.3,-0.06578893598749672,0.10995598106544503
0.18367346938775508,0.000591709444733843,0.0007186800724903806,0.000563141053488622,8878.770192728873,4271.0767631592535,4607.693429510262,-0.341177489628024,-0.04200112593871746,0.1359900342570133
0.2040816326530612,0.0005239581073832104,0.0010010436241638329,0.0004016284876958714,12449.316104778962,5946.137659879198,6503.178444848818,-0.3,0.0,0.1244596775321984
0.22448979591836732,0.0005604895416788724,0.0005492140682665529,0.0005637534945087544,8869.124624007032,4287.589641196799,4581.534982747769,-0.3,0.0,0.11504174995759471
0.24489795918367346,0.0006303284119172031,0.0008895527647641609,0.0005462556488317034,9153.2234233224,4383.572772432963,4769.6506508582315,-0.3,-0.0805639035966255,0.11605606988853684
0.26530612244897955,0.0008150179360057014,0.0008204552238955242,0.0008130544709343765,6149.64947456427,2950.2692668517557,3199.3802077771616,-0.41354558730419944,-0.024364439978736246,0.16288261508399687
0.2857142857142857,0.0007214481185458821,0.0005512361552446752,0.0007895329038663649,6332.858295779995,3061.292622477791,3271.565673197387,-0.30680433537173124,-0.0840861646195875,0.10947622020003368
