alpha,F_t,F_eff_best,F_amnt_best,abs(fluxD),fluxHR,fluxLR,slopeL,slopeH
0.7959183673469387,0.048734166112332576,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8163265306122448,0.04997371400039774,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.836734693877551,0.0512132618884629,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8571428571428571,0.052452809775746206,0.061129644992983095,0.00039179847232490836,1276.1662826884371,861.1927143720609,414.97356836800054,0.099,-0.09899999999999998
0.8775510204081632,0.05369235766459324,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.8979591836734693,0.05493190555264438,0.061129644992984,0.0003917984776557822,1276.166265324731,861.192702654528,414.9735627217877,0.099,-0.09899999999999999
0.9183673469387754,0.056171453440712296,0.061129644992984,0.0003917984776557822,1276.166265324731,861.192702654528,414.9735627217877,0.099,-0.09899999999999999
0.9387755102040816,0.05741100132878022,0.061129644992984,0.0003917984776557822,1276.166265324731,861.192702654528,414.9735627217877,0.099,-0.09899999999999999
0.9591836734693877,0.0586505492168539,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
0.9795918367346939,0.05989009710491907,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
1.0,0.06112964499298423,0.06112964499298423,0.0003917984777911384,1276.1662648838471,861.192702357009,414.97356257842546,0.099,-0.099
